comp_id,month,incident,cust_id,sla status new,incident type,type,severity
318124509,12-Jul,7/18/2012,9036001350,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
318373823,12-Jul,7/19/2012,9036077843,ClosedIN SLA,Feature VAS Subscription,CB VAS,Medium
318802301,12-Jul,7/23/2012,9035001953,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Medium
320269101,12-Jul,7/31/2012,7795034446,OpenIN SLA,Change of Tariff,CB VAS,Medium
320174855,12-Jul,7/31/2012,9035067107,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
320193471,12-Jul,7/31/2012,9036033574,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
315855259,12-Jul,7/1/2012,8792008885,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
316253697,12-Jul,7/4/2012,8147098660,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
316780929,12-Jul,7/8/2012,8792006311,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
317021017,12-Jul,7/10/2012,8147098663,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
317036209,12-Jul,7/10/2012,8147098654,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
317182881,12-Jul,7/11/2012,7204041300,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
317648251,12-Jul,7/14/2012,8147098664,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
318187403,12-Jul,7/18/2012,8147098657,OpenIN SLA,Feature VAS Subscription,CB VAS,Low
318801477,12-Jul,7/23/2012,8792009800,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
319000869,12-Jul,7/24/2012,8050092693,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
319133033,12-Jul,7/25/2012,7204030027,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
319402427,12-Jul,7/26/2012,9035000680,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
319591893,12-Jul,7/27/2012,7204041300,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
319892165,12-Jul,7/29/2012,8792008885,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
316023059,12-Jul,7/2/2012,9902235664,OpenIN SLA,Feature VAS Subscription,CB VAS,Medium
316497291,12-Jul,7/6/2012,9036004747,ClosedIN SLA,Feature VAS Subscription,CB VAS,Medium
316781231,12-Jul,7/8/2012,9035055707,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
318070955,12-Jul,7/17/2012,8050098599,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Medium
318481751,12-Jul,7/20/2012,9035016199,ClosedIN SLA,Feature - GPRS/Data,CB VAS,Medium
318552683,12-Jul,7/21/2012,8050000279,ClosedIN SLA,Change of Tariff,CB VAS,O
318553099,12-Jul,7/21/2012,8050000824,ClosedIN SLA,Change of Tariff,CB VAS,O
318757007,12-Jul,7/22/2012,7411009919,ClosedIN SLA,Change of Tariff,CB VAS,O
318797947,12-Jul,7/23/2012,8904020040,ClosedIN SLA,Change of Tariff,CB VAS,O
319129609,12-Jul,7/25/2012,8123067773,ClosedIN SLA,Change of Tariff,CB VAS,O
319129745,12-Jul,7/25/2012,8123087773,ClosedIN SLA,Change of Tariff,CB VAS,O
319145665,12-Jul,7/25/2012,9620455574,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Medium
319148895,12-Jul,7/25/2012,9620455574,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Medium
319120671,12-Jul,7/25/2012,9036037046,OpenIN SLA,Feature VAS Subscription,CB VAS,Medium
319183449,12-Jul,7/25/2012,9036037046,OpenIN SLA,Feature VAS Subscription,CB VAS,Medium
319995651,12-Jul,7/30/2012,9902235664,OpenIN SLA,Feature VAS Subscription,CB VAS,Medium
316130773,12-Jul,7/3/2012,9243291745,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
316164521,12-Jul,7/3/2012,9243744156,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
316146725,12-Jul,7/3/2012,8147094074,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
316170055,12-Jul,7/3/2012,8147098049,ClosedIN SLA,Feature VAS Subscription,CB VAS,High
316227999,12-Jul,7/4/2012,9243744166,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
316434625,12-Jul,7/5/2012,7411024221,ClosedIN SLA,Change of Tariff,CB VAS,I
316566225,12-Jul,7/6/2012,8904027478,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
316621157,12-Jul,7/7/2012,8147001902,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
316820101,12-Jul,7/9/2012,7411000819,ClosedIN SLA,Feature VAS Subscription,CB VAS,High
317040201,12-Jul,7/10/2012,9243744151,ClosedIN SLA,Feature VAS Subscription,CB VAS,High
317365959,12-Jul,7/12/2012,8904057808,ClosedIN SLA,Feature- 3Way/Multiparty Conf,CB VAS,Low
317366517,12-Jul,7/12/2012,8904057808,ClosedIN SLA,Feature- 3Way/Multiparty Conf,CB VAS,Low
317366119,12-Jul,7/12/2012,8904057808,ClosedIN SLA,Feature ISD & Int. Roaming,CB VAS,Low
317391119,12-Jul,7/12/2012,8147094061,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
317528985,12-Jul,7/13/2012,7411009701,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
317475653,12-Jul,7/13/2012,8147091990,OpenIN SLA,Feature VAS Subscription,CB VAS,Low
317530235,12-Jul,7/13/2012,7204017849,OpenIN SLA,Feature VAS Subscription,CB VAS,Low
317752385,12-Jul,7/15/2012,9243236742,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
317950471,12-Jul,7/17/2012,9243236742,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
317970263,12-Jul,7/17/2012,8147001566,ClosedIN SLA,Feature VAS Subscription,CB VAS,High
318010167,12-Jul,7/17/2012,8147002021,OpenIN SLA,Feature VAS Subscription,CB VAS,High
318194505,12-Jul,7/18/2012,8147002223,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
318290137,12-Jul,7/19/2012,8147002887,OpenIN SLA,Feature VAS Subscription,CB VAS,High
318373711,12-Jul,7/19/2012,7411010843,OpenIN SLA,Feature VAS Subscription,CB VAS,High
318353779,12-Jul,7/19/2012,8951075258,ClosedIN SLA,General SR,CB VAS,Low
318515979,12-Jul,7/20/2012,7411000819,OpenIN SLA,Feature ISD & Int. Roaming,CB VAS,High
318520159,12-Jul,7/20/2012,8147003846,OpenIN SLA,Feature VAS Subscription,CB VAS,High
318588707,12-Jul,7/21/2012,7204000181,OpenIN SLA,Feature VAS Subscription,CB VAS,Low
318596431,12-Jul,7/21/2012,7204000181,OpenIN SLA,Feature VAS Subscription,CB VAS,Low
318721187,12-Jul,7/22/2012,8147003191,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
318826381,12-Jul,7/23/2012,7204049224,ClosedIN SLA,Feature- 3Way/Multiparty Conf,CB VAS,Low
318918005,12-Jul,7/23/2012,8147098042,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
318826607,12-Jul,7/23/2012,7204049224,OpenIN SLA,Feature ISD & Int. Roaming,CB VAS,Low
318886253,12-Jul,7/23/2012,7411000823,OpenIN SLA,Feature VAS Subscription,CB VAS,High
319066835,12-Jul,7/24/2012,8147003613,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,High
319208095,12-Jul,7/25/2012,9243523158,OpenIN SLA,Feature Safe Custody,CB VAS,High
319827529,12-Jul,7/28/2012,8147091993,OpenIN SLA,Feature VAS Subscription,CB VAS,Low
319918523,12-Jul,7/29/2012,8951075265,OpenIN SLA,Feature VAS Subscription,CB VAS,High
320078811,12-Jul,7/30/2012,8147094114,OpenIN SLA,Feature CRBT/Call Me Tune,CB VAS,Low
320244423,12-Jul,7/31/2012,8147094114,OpenIN SLA,Feature VAS Subscription,CB VAS,Low
316062395,12-Jul,7/3/2012,8050512340,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Medium
316737213,12-Jul,7/7/2012,8050512340,OpenIN SLA,CRBT/Call Me Tune Act/Deact,CB VAS,Medium
316781327,12-Jul,7/8/2012,8050512340,ClosedIN SLA,Feature CRBT/Call Me Tune,CB VAS,Medium
318020291,12-Jul,7/17/2012,9035000680,ClosedOUT OF SLA,Feature VAS Subscription,CB VAS,Low
319057073,12-Jul,7/24/2012,9980522882,ClosedOUT OF SLA,General SR,CB VAS,Low
318826697,12-Jul,7/23/2012,7204049224,ClosedOUT OF SLA,Feature- 3Way/Multiparty Conf,CB VAS,Low
318261137,12-Jul,7/19/2012,9035090844,ClosedIN SLA,Feature VAS Subscription,CB VAS,Medium
318484411,12-Jul,7/20/2012,7204041300,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
318494525,12-Jul,7/20/2012,7204041300,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
320243365,12-Jul,7/31/2012,9035000680,ClosedIN SLA,Feature VAS Subscription,CB VAS,Low
318832759,12-Jul,7/23/2012,9036034412,OpenIN SLA,Change of Tariff,CB VAS,O
319171199,12-Jul,7/25/2012,8147050081,OpenIN SLA,Complaint on Service,NON TECH,Medium
318446305,12-Jul,7/20/2012,8951082845,ClosedIN SLA,GSM Complaint on Service,NON TECH,High
316538011,12-Jul,7/6/2012,9036060656,ClosedIN SLA,GSM Complaint on Bill Delivery,NON TECH,Medium
317472579,12-Jul,7/13/2012,9916120512,ClosedIN SLA,GSM Complaint on S and M,NON TECH,Medium
317923777,12-Jul,7/16/2012,9036020001,ClosedIN SLA,GSM Complaint on S and M,NON TECH,Medium
318775123,12-Jul,7/22/2012,8050015500,OpenIN SLA,GSM Complaint on Service,NON TECH,Low
319368731,12-Jul,7/26/2012,9845964026,ClosedIN SLA,GSM Complaint on CAD,NON TECH,Medium
316114023,12-Jul,7/3/2012,7204002512,ClosedIN SLA,Complaint on Agency,NON TECH,Low
316004507,12-Jul,7/2/2012,7411017305,ClosedIN SLA,Complaint on Churn,NON TECH,High
316004747,12-Jul,7/2/2012,7411067305,ClosedIN SLA,Complaint on Churn,NON TECH,High
318889243,12-Jul,7/23/2012,9035009651,ClosedIN SLA,Complaint on Churn,NON TECH,Medium
320124339,12-Jul,7/30/2012,9035018900,OpenIN SLA,GSM Complaint on S and M,NON TECH,Low
318642647,12-Jul,7/21/2012,9243236742,ClosedIN SLA,GSM Complaint on Service,NON TECH,High
319002887,12-Jul,7/24/2012,7411009549,OpenIN SLA,Complaint on Churn,NON TECH,High
316878433,12-Jul,7/9/2012,9035000017,ClosedIN SLA,Complaint on Churn,NON TECH,Medium
316812295,12-Jul,7/8/2012,9036078347,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
316665119,12-Jul,7/7/2012,8904034727,ClosedIN SLA,GSM Complaint on Network,TECH,High
316116877,12-Jul,7/3/2012,9886037405,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
316246419,12-Jul,7/4/2012,8123033560,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
316308845,12-Jul,7/4/2012,9036044995,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
317068977,12-Jul,7/10/2012,9964456800,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
317098541,12-Jul,7/11/2012,9035044597,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
317402931,12-Jul,7/12/2012,8050025556,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
317698499,12-Jul,7/15/2012,8050017877,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
317739619,12-Jul,7/15/2012,7204014325,ClosedIN SLA,GSM Complaint on Network,TECH,High
318243711,12-Jul,7/18/2012,9964200736,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
318374531,12-Jul,7/19/2012,9964456800,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
318738933,12-Jul,7/22/2012,7411041118,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
318987683,12-Jul,7/24/2012,9886781830,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
319158421,12-Jul,7/25/2012,9538213074,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
319125899,12-Jul,7/25/2012,9611124393,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
319128653,12-Jul,7/25/2012,9739994826,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
319560511,12-Jul,7/27/2012,9538213074,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
320165287,12-Jul,7/31/2012,8147090030,OpenIN SLA,GSM Complaint on Network 3G,TECH,Medium
316212957,12-Jul,7/4/2012,9620612385,ClosedIN SLA,GSM Complaint on Network,TECH,High
317397359,12-Jul,7/12/2012,9243248179,ClosedIN SLA,GSM Complaint on Network,TECH,Low
318306487,12-Jul,7/19/2012,8147001349,OpenIN SLA,GSM Complaint on Network,TECH,Low
319824677,12-Jul,7/28/2012,9739990828,OpenIN SLA,GSM Complaint on Network,TECH,High
316173891,12-Jul,7/3/2012,8147098651,ClosedIN SLA,GSM Complaint on Network,TECH,Low
317067439,12-Jul,7/10/2012,9035016199,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
317403515,12-Jul,7/13/2012,7204030990,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
317515009,12-Jul,7/13/2012,9035016199,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
318431333,12-Jul,7/20/2012,9036033228,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
318842529,12-Jul,7/23/2012,7411022736,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
318879939,12-Jul,7/23/2012,9035016199,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
319129509,12-Jul,7/25/2012,8123067773,ClosedIN SLA,GSM Complaint on Network,TECH,Medium
316303875,12-Jul,7/4/2012,9243236737,ClosedIN SLA,GSM Complaint on Network,TECH,High
316778019,12-Jul,7/8/2012,9243236737,ClosedIN SLA,GSM Complaint on Network,TECH,High
317077039,12-Jul,7/10/2012,9243212472,ClosedIN SLA,GSM Complaint on Network,TECH,High
317424901,12-Jul,7/13/2012,8147091993,OpenIN SLA,GSM Complaint on Network,TECH,Low
317470957,12-Jul,7/13/2012,7411061576,ClosedIN SLA,GSM Complaint on Network,TECH,High
316651763,12-Jul,7/7/2012,8050025556,ClosedOUT OF SLA,GSM Complaint on Network,TECH,Medium
316038635,12-Jul,7/2/2012,8050025556,ClosedOUT OF SLA,GSM Complaint on Network,TECH,Medium
316318961,12-Jul,7/5/2012,9035002902,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316321805,12-Jul,7/5/2012,9035005408,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316322253,12-Jul,7/5/2012,8050003533,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316322257,12-Jul,7/5/2012,8050004955,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316323071,12-Jul,7/5/2012,9035045057,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316323073,12-Jul,7/5/2012,9035045058,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316323077,12-Jul,7/5/2012,9036060153,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316323101,12-Jul,7/5/2012,9036078356,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316323107,12-Jul,7/5/2012,9036078355,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316331447,12-Jul,7/5/2012,7204088997,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316331467,12-Jul,7/5/2012,7204089600,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316331471,12-Jul,7/5/2012,9035007268,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316336603,12-Jul,7/5/2012,9379019496,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316343823,12-Jul,7/5/2012,9035016693,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316343825,12-Jul,7/5/2012,9035016689,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316343835,12-Jul,7/5/2012,9035016540,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316343837,12-Jul,7/5/2012,9035016534,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317242673,12-Jul,7/12/2012,9036078347,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317265087,12-Jul,7/12/2012,9035055848,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317265089,12-Jul,7/12/2012,9035055962,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317278929,12-Jul,7/12/2012,9035055916,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317278931,12-Jul,7/12/2012,9035055781,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
319219781,12-Jul,7/25/2012,9663787674,ClosedIN SLA,Itemised - printed Bill,VAS-OTHERS,Medium
319982943,12-Jul,7/30/2012,9663787674,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319983927,12-Jul,7/30/2012,9035003224,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319983929,12-Jul,7/30/2012,9035003225,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319986617,12-Jul,7/30/2012,9035002902,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319987881,12-Jul,7/30/2012,9035005408,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319988083,12-Jul,7/30/2012,8050004955,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319988481,12-Jul,7/30/2012,9035045057,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319988483,12-Jul,7/30/2012,9035045058,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319988489,12-Jul,7/30/2012,9036060153,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319988507,12-Jul,7/30/2012,9036078355,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319990833,12-Jul,7/30/2012,7204088997,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319990841,12-Jul,7/30/2012,7204089600,OpenIN SLA,Customer Communication,VAS-OTHERS,High
319990843,12-Jul,7/30/2012,9035007268,OpenIN SLA,Customer Communication,VAS-OTHERS,High
316278129,12-Jul,7/4/2012,8951005503,ClosedIN SLA,Cancellation Request,VAS-OTHERS,High
316580693,12-Jul,7/6/2012,7411042550,ClosedIN SLA,Cancellation Request,VAS-OTHERS,High
316615859,12-Jul,7/6/2012,7204051003,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,High
316615981,12-Jul,7/6/2012,8904034734,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,High
316866213,12-Jul,7/9/2012,9036021226,ClosedIN SLA,Cancellation Request,VAS-OTHERS,High
316843157,12-Jul,7/9/2012,8904034736,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,High
317029973,12-Jul,7/10/2012,8123031687,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,High
317904523,12-Jul,7/16/2012,7411006349,ClosedIN SLA,MNP Port-out,VAS-OTHERS,High
319037771,12-Jul,7/24/2012,9036030676,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,High
319121827,12-Jul,7/25/2012,7204055215,OpenIN SLA,Cancellation Request,VAS-OTHERS,High
315927243,12-Jul,7/2/2012,9036044995,ClosedIN SLA,Act/De Act GSM 3G Services,VAS-OTHERS,Medium
315984111,12-Jul,7/2/2012,7411096002,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
316235303,12-Jul,7/4/2012,7411061007,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,Medium
316290975,12-Jul,7/4/2012,7795060050,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,Medium
316291411,12-Jul,7/4/2012,7795060050,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
316305829,12-Jul,7/4/2012,7204001714,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
316312989,12-Jul,7/5/2012,9886401482,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316313227,12-Jul,7/5/2012,7204075462,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316313229,12-Jul,7/5/2012,7204005462,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316313243,12-Jul,7/5/2012,8050015462,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316315147,12-Jul,7/5/2012,8792050027,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316315257,12-Jul,7/5/2012,8147007211,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316315267,12-Jul,7/5/2012,7204067699,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316315281,12-Jul,7/5/2012,7204075772,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316316309,12-Jul,7/5/2012,8792050018,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316316345,12-Jul,7/5/2012,8123030409,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316317791,12-Jul,7/5/2012,8050037779,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316320001,12-Jul,7/5/2012,7204051558,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316320687,12-Jul,7/5/2012,8050007172,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316321377,12-Jul,7/5/2012,8904072448,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316322065,12-Jul,7/5/2012,7204014324,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316323255,12-Jul,7/5/2012,9964737563,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316327275,12-Jul,7/5/2012,9036044995,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316329071,12-Jul,7/5/2012,7411002899,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316330799,12-Jul,7/5/2012,7411062007,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316330811,12-Jul,7/5/2012,7411061007,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316330841,12-Jul,7/5/2012,9964022671,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316330973,12-Jul,7/5/2012,7411003350,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316330977,12-Jul,7/5/2012,8147007790,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316331647,12-Jul,7/5/2012,9036090933,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316335271,12-Jul,7/5/2012,7204096886,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316335273,12-Jul,7/5/2012,7795313131,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316335275,12-Jul,7/5/2012,7795131313,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316335277,12-Jul,7/5/2012,8904088818,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316336601,12-Jul,7/5/2012,7795428104,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316337855,12-Jul,7/5/2012,8147060806,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316337907,12-Jul,7/5/2012,7204018465,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316338451,12-Jul,7/5/2012,8904033445,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316338527,12-Jul,7/5/2012,9900372558,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316338885,12-Jul,7/5/2012,9036005535,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316341663,12-Jul,7/5/2012,8050040262,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316342125,12-Jul,7/5/2012,7204005219,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316370591,12-Jul,7/5/2012,9535018000,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
316467383,12-Jul,7/5/2012,9036020001,ClosedIN SLA,GSM Request on S and M,VAS-OTHERS,Medium
316539079,12-Jul,7/6/2012,7411059007,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,Medium
316612447,12-Jul,7/6/2012,7795060050,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
316685523,12-Jul,7/7/2012,9035066638,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,Medium
316782341,12-Jul,7/8/2012,7411010810,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
316872731,12-Jul,7/9/2012,7411078765,ClosedIN SLA,Barring/Unbarring,VAS-OTHERS,Medium
316858911,12-Jul,7/9/2012,8884135349,ClosedIN SLA,MNP Port-out,VAS-OTHERS,Medium
317069617,12-Jul,7/10/2012,8147007744,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
316981049,12-Jul,7/10/2012,9964737563,ClosedIN SLA,MNP Retention,VAS-OTHERS,Medium
317097259,12-Jul,7/11/2012,9035092423,ClosedIN SLA,Cancellation Request,VAS-OTHERS,Medium
317097497,12-Jul,7/11/2012,8050092423,ClosedIN SLA,Cancellation Request,VAS-OTHERS,Medium
317250157,12-Jul,7/12/2012,7204082399,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317259081,12-Jul,7/12/2012,8050080040,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317259095,12-Jul,7/12/2012,8123024436,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317271989,12-Jul,7/12/2012,8123045613,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317273859,12-Jul,7/12/2012,8123071418,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317286731,12-Jul,7/12/2012,7204099901,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317319903,12-Jul,7/12/2012,7795030700,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317426881,12-Jul,7/13/2012,7411077785,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317437483,12-Jul,7/13/2012,8792008413,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317437487,12-Jul,7/13/2012,8123014300,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317439743,12-Jul,7/13/2012,9036069099,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317433455,12-Jul,7/13/2012,8884135349,ClosedIN SLA,MNP Port-out,VAS-OTHERS,Medium
317576835,12-Jul,7/14/2012,7795020800,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317576839,12-Jul,7/14/2012,7795020801,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317579431,12-Jul,7/14/2012,7411010810,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
317717981,12-Jul,7/15/2012,8123457575,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317962673,12-Jul,7/17/2012,7204060807,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
317962781,12-Jul,7/17/2012,8050015500,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
318166667,12-Jul,7/18/2012,8050015500,ClosedIN SLA,Act/De Act GSM 3G Services,VAS-OTHERS,Low
318170687,12-Jul,7/18/2012,8884749777,ClosedIN SLA,Act/De Act GSM 3G Services,VAS-OTHERS,Medium
318228513,12-Jul,7/18/2012,9611124393,OpenIN SLA,MNP Retention,VAS-OTHERS,Medium
318245619,12-Jul,7/18/2012,9035096329,OpenIN SLA,MNP Retention,VAS-OTHERS,Medium
318265543,12-Jul,7/19/2012,8792008412,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
318265547,12-Jul,7/19/2012,8951086656,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
318303097,12-Jul,7/19/2012,9035007706,ClosedIN SLA,GSM SIM Change,VAS-OTHERS,Medium
318376215,12-Jul,7/19/2012,9844551540,ClosedIN SLA,MNP Retention,VAS-OTHERS,Medium
318458011,12-Jul,7/20/2012,9036036038,ClosedIN SLA,Customer Communication,VAS-OTHERS,High
