Cust_num,Region,Age,Order_Quantity,Customer_Type,Overall_Satisfaction
1870,1,59,22,Prime,Dis Satisfied
1871,1,41,14,Prime,Dis Satisfied
1872,0,53,32,Non_Prime,Dis Satisfied
1873,0,41,95,Prime,Satisfied
1874,1,69,8,Non_Prime,Dis Satisfied
1875,1,35,24,Non_Prime,Dis Satisfied
1876,1,51,8,Non_Prime,Dis Satisfied
1877,1,63,25,Prime,Dis Satisfied
1878,0,23,87,Prime,Satisfied
1879,1,29,71,Prime,Satisfied
1880,1,39,37,Prime,Dis Satisfied
1881,0,45,35,Prime,Satisfied
1882,1,24,97,Prime,Satisfied
1883,1,33,19,Non_Prime,Dis Satisfied
1884,1,49,31,Prime,Dis Satisfied
1885,0,39,11,Non_Prime,Dis Satisfied
1886,1,34,25,Prime,Dis Satisfied
1887,0,18,90,Prime,Satisfied
1888,0,37,16,Prime,Dis Satisfied
1889,0,22,47,Prime,Satisfied
1890,0,34,89,Prime,Satisfied
1891,0,31,54,Prime,Satisfied
1892,0,18,88,Prime,Satisfied
1893,0,42,26,Non_Prime,Dis Satisfied
1894,0,33,52,Prime,Satisfied
1895,0,32,8,Prime,Dis Satisfied
1896,1,33,58,Non_Prime,Satisfied
1897,0,43,52,Prime,Satisfied
1898,0,42,72,Prime,Satisfied
1899,1,26,54,Prime,Satisfied
1900,1,46,39,Prime,Dis Satisfied
1901,0,49,11,Non_Prime,Dis Satisfied
1902,0,47,6,Prime,Dis Satisfied
1903,0,52,40,Prime,Dis Satisfied
1904,0,53,31,Non_Prime,Dis Satisfied
1905,0,60,37,Non_Prime,Dis Satisfied
1906,1,19,88,Prime,Satisfied
1907,0,67,16,Prime,Dis Satisfied
1908,0,54,18,Non_Prime,Dis Satisfied
1909,1,59,12,Non_Prime,Dis Satisfied
1910,0,47,32,Non_Prime,Dis Satisfied
1911,1,66,9,Non_Prime,Dis Satisfied
1912,1,36,13,Prime,Dis Satisfied
1913,1,38,95,Prime,Satisfied
1914,0,63,34,Non_Prime,Dis Satisfied
1915,0,37,58,Non_Prime,Satisfied
1916,0,32,50,Prime,Satisfied
1917,1,34,98,Prime,Satisfied
1918,1,26,46,Prime,Satisfied
1919,1,19,76,Prime,Satisfied
1920,1,43,78,Prime,Satisfied
1921,0,62,38,Non_Prime,Dis Satisfied
1922,1,28,87,Prime,Satisfied
1923,1,50,20,Prime,Dis Satisfied
1924,0,54,18,Prime,Dis Satisfied
1925,0,45,26,Non_Prime,Dis Satisfied
1926,1,38,28,Prime,Dis Satisfied
1927,1,59,29,Non_Prime,Dis Satisfied
1928,1,38,84,Non_Prime,Satisfied
1929,0,37,63,Prime,Satisfied
1930,1,40,21,Non_Prime,Dis Satisfied
1931,1,38,22,Prime,Dis Satisfied
1932,0,36,40,Non_Prime,Dis Satisfied
1933,1,59,18,Prime,Dis Satisfied
1934,1,20,59,Prime,Satisfied
1935,1,53,13,Non_Prime,Dis Satisfied
1936,1,63,40,Non_Prime,Dis Satisfied
1937,1,48,13,Non_Prime,Dis Satisfied
1938,1,51,15,Non_Prime,Dis Satisfied
1939,0,18,69,Prime,Satisfied
1940,1,31,30,Non_Prime,Satisfied
1941,1,32,8,Prime,Dis Satisfied
1942,1,40,75,Prime,Satisfied
1943,0,62,17,Non_Prime,Dis Satisfied
1944,0,33,23,Non_Prime,Dis Satisfied
1945,1,21,53,Prime,Satisfied
1946,0,49,39,Prime,Dis Satisfied
1947,1,41,96,Prime,Satisfied
1948,1,37,27,Non_Prime,Dis Satisfied
1949,0,53,17,Non_Prime,Dis Satisfied
1950,1,32,29,Non_Prime,Dis Satisfied
1951,0,52,9,Prime,Dis Satisfied
1952,0,66,37,Non_Prime,Dis Satisfied
1953,1,36,33,Prime,Satisfied
1954,0,44,5,Non_Prime,Dis Satisfied
1955,1,70,34,Non_Prime,Dis Satisfied
1956,0,64,14,Prime,Dis Satisfied
1957,1,47,31,Prime,Dis Satisfied
1958,1,69,9,Non_Prime,Dis Satisfied
1959,1,31,63,Prime,Satisfied
1960,1,44,12,Non_Prime,Dis Satisfied
1961,0,42,35,Non_Prime,Dis Satisfied
1962,1,34,73,Prime,Satisfied
1963,1,36,69,Prime,Satisfied
1964,1,57,19,Non_Prime,Dis Satisfied
1965,0,53,24,Prime,Dis Satisfied
1966,1,40,27,Non_Prime,Dis Satisfied
1967,1,67,35,Prime,Dis Satisfied
1968,0,62,8,Prime,Dis Satisfied
1969,1,18,39,Prime,Satisfied
1970,0,26,40,Prime,Satisfied
1971,0,34,30,Non_Prime,Dis Satisfied
1972,0,30,28,Prime,Dis Satisfied
1973,0,61,26,Prime,Dis Satisfied
1974,1,43,95,Non_Prime,Satisfied
1975,0,36,93,Prime,Satisfied
1976,0,32,13,Prime,Dis Satisfied
1977,1,49,11,Non_Prime,Dis Satisfied
1978,0,62,11,Non_Prime,Dis Satisfied
1979,1,30,46,Prime,Satisfied
1980,0,39,91,Prime,Satisfied
1981,0,45,11,Prime,Dis Satisfied
1982,0,45,73,Prime,Satisfied
1983,1,66,19,Non_Prime,Dis Satisfied
1984,0,42,15,Non_Prime,Dis Satisfied
1985,1,33,67,Prime,Satisfied
1986,1,26,85,Prime,Satisfied
1987,1,38,15,Prime,Dis Satisfied
1988,0,30,24,Prime,Dis Satisfied
1989,0,21,59,Prime,Satisfied
1990,0,21,87,Prime,Satisfied
1991,1,66,40,Non_Prime,Dis Satisfied
1992,0,55,31,Non_Prime,Dis Satisfied
1993,0,37,98,Prime,Satisfied
1994,1,60,32,Prime,Dis Satisfied
1995,1,37,39,Prime,Dis Satisfied
1996,0,24,55,Prime,Satisfied
1997,1,40,65,Non_Prime,Satisfied
1998,1,51,28,Prime,Dis Satisfied
1999,1,42,5,Prime,Dis Satisfied
2000,1,27,71,Prime,Satisfied
2001,0,28,56,Prime,Satisfied
2002,1,53,21,Non_Prime,Dis Satisfied
2003,0,57,33,Non_Prime,Dis Satisfied
2004,0,26,43,Prime,Satisfied
2005,0,45,52,Non_Prime,Satisfied
2006,1,54,19,Non_Prime,Dis Satisfied
2007,1,66,29,Non_Prime,Dis Satisfied
2008,1,50,36,Non_Prime,Dis Satisfied
2009,1,20,51,Prime,Satisfied
2010,0,35,33,Non_Prime,Dis Satisfied
2011,0,35,83,Prime,Satisfied
2012,0,30,14,Non_Prime,Dis Satisfied
2013,1,55,24,Non_Prime,Dis Satisfied
2014,1,52,12,Prime,Dis Satisfied
2015,0,23,66,Non_Prime,Satisfied
2016,0,32,32,Prime,Satisfied
2017,0,32,44,Prime,Satisfied
2018,0,31,5,Prime,Dis Satisfied
2019,1,18,93,Prime,Satisfied
2020,0,22,30,Prime,Satisfied
2021,1,52,14,Prime,Dis Satisfied
2022,0,26,43,Non_Prime,Satisfied
2023,1,26,96,Non_Prime,Satisfied
2024,1,35,95,Non_Prime,Satisfied
2025,1,68,23,Non_Prime,Dis Satisfied
2026,1,40,15,Non_Prime,Dis Satisfied
2027,0,46,38,Non_Prime,Dis Satisfied
2028,0,43,5,Non_Prime,Dis Satisfied
2029,0,46,10,Non_Prime,Dis Satisfied
2030,1,68,33,Non_Prime,Dis Satisfied
2031,1,32,57,Non_Prime,Satisfied
2032,0,48,23,Non_Prime,Dis Satisfied
2033,1,57,12,Prime,Dis Satisfied
2034,1,40,34,Non_Prime,Dis Satisfied
2035,0,34,87,Prime,Satisfied
2036,1,48,15,Non_Prime,Dis Satisfied
2037,0,61,25,Non_Prime,Dis Satisfied
2038,0,40,38,Non_Prime,Dis Satisfied
2039,0,29,51,Prime,Satisfied
2040,1,42,79,Prime,Satisfied
2041,0,20,43,Non_Prime,Satisfied
2042,0,62,13,Non_Prime,Dis Satisfied
2043,0,40,76,Prime,Satisfied
2044,0,60,11,Non_Prime,Dis Satisfied
2045,1,47,18,Non_Prime,Dis Satisfied
2046,1,52,19,Non_Prime,Dis Satisfied
2047,1,39,9,Non_Prime,Dis Satisfied
2048,0,69,39,Prime,Dis Satisfied
2049,1,34,17,Prime,Dis Satisfied
2050,1,34,16,Non_Prime,Dis Satisfied
2051,1,34,100,Prime,Satisfied
2052,1,56,37,Prime,Dis Satisfied
2053,1,40,93,Prime,Satisfied
2054,1,46,19,Non_Prime,Dis Satisfied
2055,0,24,54,Non_Prime,Satisfied
2056,0,64,27,Non_Prime,Dis Satisfied
2057,0,60,23,Prime,Dis Satisfied
2058,0,43,26,Non_Prime,Dis Satisfied
2059,1,62,31,Non_Prime,Dis Satisfied
2060,1,41,8,Non_Prime,Dis Satisfied
2061,0,70,35,Prime,Dis Satisfied
2062,1,65,34,Non_Prime,Dis Satisfied
2063,1,39,17,Prime,Dis Satisfied
2064,0,36,39,Non_Prime,Dis Satisfied
2065,1,47,16,Non_Prime,Dis Satisfied
2066,0,37,52,Non_Prime,Satisfied
2067,1,27,65,Non_Prime,Satisfied
2068,0,23,53,Prime,Satisfied
2069,1,22,72,Prime,Satisfied
2070,1,25,35,Prime,Satisfied
2071,0,25,44,Non_Prime,Satisfied
2072,0,31,47,Prime,Satisfied
2073,1,41,38,Prime,Dis Satisfied
2074,0,53,23,Non_Prime,Dis Satisfied
2075,1,69,34,Non_Prime,Dis Satisfied
2076,0,20,93,Prime,Satisfied
2077,1,37,10,Non_Prime,Dis Satisfied
2078,0,44,25,Non_Prime,Dis Satisfied
2079,0,42,37,Prime,Dis Satisfied
2080,0,63,34,Non_Prime,Dis Satisfied
2081,1,34,49,Non_Prime,Satisfied
2082,0,40,13,Prime,Dis Satisfied
2083,1,40,70,Prime,Satisfied
2084,0,18,33,Prime,Satisfied
2085,1,60,5,Non_Prime,Dis Satisfied
2086,1,45,41,Prime,Satisfied
2087,0,38,31,Prime,Dis Satisfied
2088,0,40,32,Non_Prime,Dis Satisfied
2089,0,29,98,Prime,Satisfied
2090,1,59,31,Non_Prime,Dis Satisfied
2091,1,31,46,Prime,Satisfied
2092,1,25,61,Prime,Satisfied
2093,1,34,27,Prime,Dis Satisfied
2094,1,55,27,Non_Prime,Dis Satisfied
2095,1,63,5,Non_Prime,Dis Satisfied
2096,0,37,60,Prime,Satisfied
2097,0,61,11,Non_Prime,Dis Satisfied
2098,0,47,22,Non_Prime,Dis Satisfied
2099,1,23,40,Prime,Satisfied
2100,0,45,58,Prime,Satisfied
2101,0,37,38,Non_Prime,Dis Satisfied
2102,0,19,30,Prime,Satisfied
2103,1,31,22,Non_Prime,Dis Satisfied
2104,1,44,60,Prime,Satisfied
2105,0,42,67,Prime,Satisfied
2106,1,68,6,Non_Prime,Dis Satisfied
2107,0,43,39,Non_Prime,Dis Satisfied
2108,0,69,27,Prime,Dis Satisfied
2109,1,50,22,Prime,Dis Satisfied
2110,1,34,99,Prime,Satisfied
2111,0,22,66,Prime,Satisfied
2112,0,37,94,Non_Prime,Satisfied
2113,1,42,35,Prime,Satisfied
2114,0,58,14,Prime,Dis Satisfied
2115,0,34,88,Prime,Satisfied
2116,0,55,9,Prime,Dis Satisfied
2117,1,63,7,Prime,Dis Satisfied
2118,0,51,10,Prime,Dis Satisfied
2119,0,39,89,Non_Prime,Satisfied
2120,0,36,99,Prime,Satisfied
2121,0,31,49,Prime,Satisfied
2122,1,51,9,Prime,Dis Satisfied
2123,0,39,14,Non_Prime,Dis Satisfied
2124,1,63,19,Non_Prime,Dis Satisfied
2125,0,41,27,Non_Prime,Dis Satisfied
2126,0,66,28,Prime,Dis Satisfied
2127,1,20,61,Prime,Satisfied
2128,1,38,57,Non_Prime,Satisfied
2129,0,50,14,Non_Prime,Dis Satisfied
2130,0,34,38,Prime,Satisfied
2131,0,34,61,Prime,Satisfied
2132,1,18,53,Prime,Satisfied
2133,1,25,33,Prime,Satisfied
2134,0,21,82,Prime,Satisfied
2135,1,66,22,Prime,Dis Satisfied
2136,0,40,32,Prime,Dis Satisfied
2137,1,20,89,Prime,Satisfied
2138,0,65,7,Non_Prime,Dis Satisfied
2139,1,31,40,Prime,Satisfied
2140,0,35,8,Prime,Dis Satisfied
2141,1,48,38,Non_Prime,Dis Satisfied
2142,0,36,42,Prime,Satisfied
2143,1,33,32,Non_Prime,Dis Satisfied
2144,0,34,32,Prime,Satisfied
2145,0,20,76,Prime,Satisfied
2146,0,52,38,Non_Prime,Dis Satisfied
2147,0,68,29,Prime,Dis Satisfied
2148,1,28,32,Prime,Satisfied
2149,0,56,15,Non_Prime,Dis Satisfied
2150,1,39,67,Non_Prime,Satisfied
2151,1,35,9,Prime,Dis Satisfied
2152,0,33,34,Prime,Satisfied
2153,1,32,82,Prime,Satisfied
2154,0,37,53,Prime,Satisfied
2155,1,30,12,Prime,Dis Satisfied
2156,0,48,16,Prime,Dis Satisfied
2157,0,45,94,Prime,Satisfied
2158,0,33,81,Prime,Satisfied
2159,0,49,36,Non_Prime,Dis Satisfied
2160,0,56,38,Prime,Dis Satisfied
2161,1,34,33,Non_Prime,Satisfied
2162,0,31,80,Prime,Satisfied
2163,1,50,14,Non_Prime,Dis Satisfied
2164,0,26,66,Prime,Satisfied
2165,1,47,36,Non_Prime,Dis Satisfied
2166,0,55,15,Prime,Dis Satisfied
2167,1,63,19,Non_Prime,Dis Satisfied
2168,1,18,44,Non_Prime,Satisfied
2169,0,63,20,Prime,Dis Satisfied
2170,0,51,37,Non_Prime,Dis Satisfied
2171,1,70,26,Non_Prime,Dis Satisfied
2172,1,55,9,Non_Prime,Dis Satisfied
2173,0,24,64,Prime,Satisfied
2174,0,18,87,Non_Prime,Satisfied
2175,0,32,10,Non_Prime,Dis Satisfied
2176,1,68,8,Non_Prime,Dis Satisfied
2177,0,60,22,Non_Prime,Dis Satisfied
2178,0,55,31,Prime,Dis Satisfied
2179,0,69,34,Non_Prime,Dis Satisfied
2180,0,53,13,Prime,Dis Satisfied
2181,1,20,31,Prime,Satisfied
2182,0,36,58,Prime,Satisfied
2183,1,24,74,Prime,Satisfied
2184,0,25,44,Prime,Satisfied
2185,1,40,5,Non_Prime,Dis Satisfied
2186,0,34,13,Prime,Dis Satisfied
2187,0,51,33,Prime,Dis Satisfied
2188,1,28,66,Non_Prime,Satisfied
2189,1,43,38,Prime,Dis Satisfied
2190,1,18,79,Prime,Satisfied
2191,0,66,37,Non_Prime,Dis Satisfied
2192,1,28,79,Non_Prime,Satisfied
2193,1,33,34,Non_Prime,Dis Satisfied
2194,1,66,33,Prime,Dis Satisfied
2195,1,45,33,Non_Prime,Dis Satisfied
2196,0,48,39,Non_Prime,Dis Satisfied
2197,1,43,18,Prime,Dis Satisfied
2198,1,31,23,Prime,Dis Satisfied
2199,0,36,62,Prime,Satisfied
2200,0,36,22,Non_Prime,Dis Satisfied
2201,0,37,51,Non_Prime,Satisfied
2202,1,21,44,Prime,Satisfied
2203,0,25,96,Prime,Satisfied
2204,0,65,13,Non_Prime,Dis Satisfied
2205,0,58,32,Non_Prime,Dis Satisfied
2206,1,21,76,Prime,Satisfied
2207,0,52,37,Prime,Dis Satisfied
2208,0,29,64,Prime,Satisfied
2209,0,52,39,Non_Prime,Dis Satisfied
2210,1,45,33,Non_Prime,Dis Satisfied
2211,0,55,27,Non_Prime,Dis Satisfied
2212,0,66,32,Prime,Dis Satisfied
2213,1,65,11,Prime,Dis Satisfied
2214,1,36,32,Non_Prime,Dis Satisfied
2215,0,60,20,Prime,Dis Satisfied
2216,1,61,33,Non_Prime,Dis Satisfied
2217,1,32,95,Prime,Satisfied
2218,0,32,18,Prime,Dis Satisfied
2219,1,31,78,Prime,Satisfied
2220,1,30,54,Prime,Satisfied
2221,1,60,38,Prime,Dis Satisfied
2222,1,32,48,Prime,Satisfied
2223,0,59,14,Non_Prime,Dis Satisfied
2224,1,69,29,Non_Prime,Dis Satisfied
2225,1,27,67,Prime,Satisfied
2226,0,18,100,Prime,Satisfied
2227,1,27,60,Prime,Satisfied
2228,0,36,43,Prime,Satisfied
2229,1,62,15,Non_Prime,Dis Satisfied
2230,1,33,63,Prime,Satisfied
2231,0,68,37,Prime,Dis Satisfied
2232,1,53,8,Prime,Dis Satisfied
2233,0,20,59,Prime,Satisfied
2234,0,51,8,Prime,Dis Satisfied
2235,1,19,65,Non_Prime,Satisfied
2236,0,42,16,Prime,Dis Satisfied
2237,1,43,69,Prime,Satisfied
2238,1,47,24,Non_Prime,Dis Satisfied
2239,1,31,92,Prime,Satisfied
2240,0,66,5,Non_Prime,Dis Satisfied
2241,1,33,87,Prime,Satisfied
2242,0,28,60,Prime,Satisfied
2243,1,69,39,Non_Prime,Dis Satisfied
2244,1,40,11,Prime,Dis Satisfied
2245,1,37,18,Non_Prime,Dis Satisfied
2246,0,51,31,Non_Prime,Dis Satisfied
2247,1,38,13,Non_Prime,Dis Satisfied
2248,1,65,40,Non_Prime,Dis Satisfied
2249,0,54,32,Non_Prime,Dis Satisfied
2250,0,27,78,Prime,Satisfied
2251,0,36,30,Non_Prime,Dis Satisfied
2252,0,41,30,Prime,Satisfied
2253,1,53,26,Non_Prime,Dis Satisfied
2254,1,43,10,Non_Prime,Dis Satisfied
2255,0,63,23,Prime,Dis Satisfied
2256,0,33,15,Non_Prime,Dis Satisfied
2257,1,64,18,Non_Prime,Dis Satisfied
2258,1,43,35,Non_Prime,Dis Satisfied
2259,0,35,87,Non_Prime,Satisfied
2260,0,19,38,Prime,Satisfied
2261,1,57,7,Non_Prime,Dis Satisfied
2262,0,62,18,Non_Prime,Dis Satisfied
2263,1,42,85,Prime,Satisfied
2264,0,31,93,Prime,Satisfied
2265,1,42,46,Non_Prime,Satisfied
2266,0,45,59,Prime,Satisfied
2267,0,30,59,Prime,Satisfied
2268,1,60,16,Prime,Dis Satisfied
2269,0,20,77,Prime,Satisfied
2270,0,52,36,Prime,Dis Satisfied
2271,1,28,56,Prime,Satisfied
2272,1,19,92,Prime,Satisfied
2273,1,24,33,Prime,Satisfied
2274,0,41,99,Non_Prime,Satisfied
2275,0,69,26,Prime,Dis Satisfied
2276,0,42,95,Prime,Satisfied
2277,0,23,95,Prime,Satisfied
2278,0,38,24,Prime,Dis Satisfied
2279,1,42,50,Prime,Satisfied
2280,1,41,78,Prime,Satisfied
2281,0,69,18,Prime,Dis Satisfied
2282,0,35,32,Prime,Dis Satisfied
2283,0,23,32,Non_Prime,Satisfied
2284,1,35,37,Non_Prime,Dis Satisfied
2285,0,33,23,Non_Prime,Dis Satisfied
2286,1,34,27,Prime,Dis Satisfied
2287,1,40,17,Non_Prime,Dis Satisfied
2288,1,33,28,Prime,Dis Satisfied
2289,0,35,90,Non_Prime,Satisfied
2290,1,53,34,Non_Prime,Dis Satisfied
2291,0,36,95,Prime,Satisfied
2292,1,37,61,Prime,Satisfied
2293,1,21,59,Prime,Satisfied
2294,0,39,30,Prime,Dis Satisfied
2295,1,22,49,Prime,Satisfied
2296,1,34,29,Non_Prime,Dis Satisfied
2297,0,18,71,Non_Prime,Satisfied
2298,0,38,11,Prime,Dis Satisfied
2299,0,23,30,Prime,Satisfied
2300,0,20,30,Non_Prime,Satisfied
2301,0,31,32,Non_Prime,Dis Satisfied
2302,0,37,8,Non_Prime,Dis Satisfied
2303,1,61,15,Prime,Dis Satisfied
2304,1,41,99,Non_Prime,Satisfied
2305,1,39,75,Prime,Satisfied
2306,1,33,29,Non_Prime,Dis Satisfied
2307,0,48,38,Non_Prime,Dis Satisfied
2308,1,59,28,Non_Prime,Dis Satisfied
2309,0,59,17,Prime,Dis Satisfied
2310,0,32,37,Non_Prime,Dis Satisfied
2311,0,36,62,Prime,Satisfied
2312,0,40,37,Prime,Dis Satisfied
2313,1,40,89,Non_Prime,Satisfied
2314,0,30,22,Prime,Dis Satisfied
2315,1,53,27,Non_Prime,Dis Satisfied
2316,1,55,9,Non_Prime,Dis Satisfied
2317,0,60,37,Non_Prime,Dis Satisfied
2318,0,22,80,Prime,Satisfied
2319,1,38,18,Prime,Dis Satisfied
2320,0,26,89,Prime,Satisfied
2321,0,38,86,Prime,Satisfied
2322,1,39,74,Prime,Satisfied
2323,1,54,22,Prime,Dis Satisfied
2324,1,59,26,Prime,Dis Satisfied
2325,0,39,56,Non_Prime,Satisfied
2326,0,22,72,Prime,Satisfied
2327,1,18,69,Prime,Satisfied
2328,1,31,41,Prime,Satisfied
2329,0,31,94,Prime,Satisfied
2330,1,41,58,Prime,Satisfied
2331,1,25,99,Non_Prime,Satisfied
2332,0,31,11,Non_Prime,Dis Satisfied
2333,1,44,15,Prime,Dis Satisfied
2334,0,43,37,Non_Prime,Satisfied
2335,1,41,6,Non_Prime,Dis Satisfied
2336,0,47,32,Prime,Dis Satisfied
2337,1,29,65,Prime,Satisfied
2338,1,24,76,Prime,Satisfied
2339,1,19,72,Non_Prime,Satisfied
2340,0,21,74,Prime,Satisfied
2341,1,64,33,Prime,Dis Satisfied
2342,1,53,21,Prime,Dis Satisfied
2343,0,46,35,Prime,Dis Satisfied
2344,0,64,16,Non_Prime,Dis Satisfied
2345,1,27,73,Prime,Satisfied
2346,1,61,34,Non_Prime,Dis Satisfied
2347,1,44,41,Prime,Satisfied
2348,1,34,18,Non_Prime,Dis Satisfied
2349,0,46,25,Non_Prime,Dis Satisfied
2350,0,37,92,Prime,Satisfied
2351,1,22,84,Prime,Satisfied
2352,1,20,54,Non_Prime,Satisfied
2353,1,31,82,Prime,Satisfied
2354,0,35,35,Prime,Dis Satisfied
2355,1,27,77,Prime,Satisfied
2356,1,67,29,Non_Prime,Dis Satisfied
2357,1,53,17,Prime,Dis Satisfied
2358,1,33,76,Prime,Satisfied
2359,0,59,32,Non_Prime,Dis Satisfied
2360,0,54,7,Prime,Dis Satisfied
2361,0,45,27,Prime,Dis Satisfied
2362,0,35,42,Prime,Satisfied
2363,0,21,84,Prime,Satisfied
2364,0,53,34,Non_Prime,Dis Satisfied
2365,1,63,20,Non_Prime,Dis Satisfied
2366,1,58,17,Non_Prime,Dis Satisfied
2367,0,38,7,Non_Prime,Dis Satisfied
2368,1,34,44,Prime,Satisfied
2369,0,40,62,Prime,Satisfied
2370,1,65,40,Prime,Dis Satisfied
2371,1,27,49,Non_Prime,Satisfied
2372,1,43,38,Non_Prime,Dis Satisfied
2373,0,20,42,Prime,Satisfied
2374,1,43,31,Prime,Dis Satisfied
2375,1,44,47,Non_Prime,Satisfied
2376,0,50,6,Non_Prime,Dis Satisfied
2377,0,44,41,Prime,Satisfied
2378,0,42,37,Prime,Dis Satisfied
2379,1,27,99,Prime,Satisfied
2380,1,21,99,Non_Prime,Satisfied
2381,1,30,81,Prime,Satisfied
2382,0,23,88,Prime,Satisfied
2383,1,36,30,Prime,Satisfied
2384,1,39,12,Prime,Dis Satisfied
2385,0,70,28,Non_Prime,Dis Satisfied
2386,1,62,36,Non_Prime,Dis Satisfied
2387,0,33,29,Prime,Dis Satisfied
2388,1,41,83,Prime,Satisfied
2389,1,18,62,Non_Prime,Satisfied
2390,1,38,47,Prime,Satisfied
2391,1,20,67,Non_Prime,Satisfied
2392,0,55,32,Non_Prime,Dis Satisfied
2393,0,46,28,Non_Prime,Dis Satisfied
2394,1,38,95,Prime,Satisfied
2395,1,47,35,Prime,Dis Satisfied
2396,0,50,23,Non_Prime,Dis Satisfied
2397,0,32,24,Non_Prime,Dis Satisfied
2398,0,35,36,Non_Prime,Dis Satisfied
2399,0,29,37,Prime,Satisfied
2400,1,37,53,Prime,Satisfied
2401,1,61,25,Non_Prime,Dis Satisfied
2402,0,42,32,Non_Prime,Dis Satisfied
2403,1,18,96,Prime,Satisfied
2404,1,64,5,Non_Prime,Dis Satisfied
2405,0,21,45,Prime,Satisfied
2406,0,68,37,Prime,Dis Satisfied
2407,0,34,21,Non_Prime,Dis Satisfied
2408,1,48,33,Non_Prime,Dis Satisfied
2409,1,70,38,Non_Prime,Dis Satisfied
2410,1,33,69,Prime,Satisfied
2411,1,22,93,Prime,Satisfied
2412,1,59,18,Prime,Dis Satisfied
2413,0,60,19,Prime,Dis Satisfied
2414,1,49,12,Non_Prime,Dis Satisfied
2415,0,31,61,Non_Prime,Satisfied
2416,0,50,37,Non_Prime,Dis Satisfied
2417,1,45,81,Prime,Satisfied
2418,1,26,98,Prime,Satisfied
2419,0,45,60,Non_Prime,Satisfied
2420,1,63,30,Prime,Dis Satisfied
2421,0,55,17,Non_Prime,Dis Satisfied
2422,1,51,18,Prime,Dis Satisfied
2423,0,28,65,Prime,Satisfied
2424,0,33,92,Prime,Satisfied
2425,1,70,17,Non_Prime,Dis Satisfied
2426,0,67,22,Non_Prime,Dis Satisfied
2427,0,28,38,Prime,Satisfied
2428,0,25,99,Prime,Satisfied
2429,0,42,43,Prime,Satisfied
2430,1,34,25,Non_Prime,Dis Satisfied
2431,0,21,83,Prime,Satisfied
2432,1,42,96,Prime,Satisfied
2433,1,46,14,Prime,Dis Satisfied
2434,0,34,64,Non_Prime,Satisfied
2435,0,27,80,Prime,Satisfied
2436,1,45,47,Prime,Satisfied
2437,0,19,98,Prime,Satisfied
2438,1,54,36,Non_Prime,Dis Satisfied
2439,1,43,70,Prime,Satisfied
2440,1,41,24,Non_Prime,Dis Satisfied
2441,0,41,62,Prime,Satisfied
2442,1,35,55,Prime,Satisfied
2443,0,65,8,Non_Prime,Dis Satisfied
2444,1,28,66,Non_Prime,Satisfied
2445,1,22,41,Prime,Satisfied
2446,0,68,31,Prime,Dis Satisfied
2447,1,38,31,Non_Prime,Dis Satisfied
2448,0,25,81,Non_Prime,Satisfied
2449,0,31,32,Prime,Dis Satisfied
2450,0,22,36,Prime,Satisfied
2451,0,21,67,Non_Prime,Satisfied
2452,0,47,17,Non_Prime,Dis Satisfied
2453,0,24,70,Prime,Satisfied
2454,0,37,98,Prime,Satisfied
2455,0,24,75,Prime,Satisfied
2456,1,31,27,Prime,Dis Satisfied
2457,0,39,32,Non_Prime,Dis Satisfied
2458,0,44,46,Prime,Satisfied
2459,0,57,5,Prime,Dis Satisfied
2460,0,43,7,Non_Prime,Dis Satisfied
2461,1,53,7,Prime,Dis Satisfied
2462,0,43,89,Prime,Satisfied
2463,0,39,31,Prime,Dis Satisfied
2464,1,37,83,Prime,Satisfied
2465,0,18,76,Prime,Satisfied
2466,0,58,38,Non_Prime,Dis Satisfied
2467,1,25,66,Prime,Satisfied
2468,0,19,89,Non_Prime,Satisfied
2469,0,45,89,Non_Prime,Satisfied
2470,0,29,72,Non_Prime,Satisfied
2471,0,53,32,Non_Prime,Dis Satisfied
2472,0,30,12,Non_Prime,Dis Satisfied
2473,0,40,46,Prime,Satisfied
2474,0,49,34,Non_Prime,Dis Satisfied
2475,1,32,31,Prime,Dis Satisfied
2476,1,28,45,Prime,Satisfied
2477,1,36,61,Prime,Satisfied
2478,1,62,20,Prime,Dis Satisfied
2479,1,44,38,Prime,Dis Satisfied
2480,0,41,13,Prime,Dis Satisfied
2481,1,64,22,Non_Prime,Dis Satisfied
2482,0,28,87,Prime,Satisfied
2483,0,41,78,Prime,Satisfied
2484,0,18,75,Non_Prime,Satisfied
2485,1,43,7,Prime,Dis Satisfied
2486,1,62,7,Prime,Dis Satisfied
2487,1,34,11,Non_Prime,Dis Satisfied
2488,0,40,16,Non_Prime,Dis Satisfied
2489,1,70,40,Prime,Dis Satisfied
2490,0,34,36,Non_Prime,Dis Satisfied
2491,0,36,34,Prime,Satisfied
2492,0,34,38,Prime,Satisfied
2493,1,42,95,Prime,Satisfied
2494,1,60,31,Non_Prime,Dis Satisfied
2495,0,36,45,Prime,Satisfied
2496,0,36,41,Prime,Satisfied
2497,1,45,67,Prime,Satisfied
2498,0,62,26,Non_Prime,Dis Satisfied
2499,0,45,73,Non_Prime,Satisfied
2500,1,60,10,Non_Prime,Dis Satisfied
2501,1,38,52,Non_Prime,Satisfied
2502,0,30,5,Prime,Dis Satisfied
2503,0,69,34,Non_Prime,Dis Satisfied
2504,1,36,55,Non_Prime,Satisfied
2505,1,42,98,Prime,Satisfied
