Unique_id,AD_ID,Date,Time,Client Product Code,Product ID,Network ID,Length,Orders
SPYMYA2MC042416450.333333333333333,SPYMYA2MC042,1/6/2014,8:00 AM,MSDR02,SPYMYA,BRVO,120,1
SPYMYA2MC042416450.375,SPYMYA2MC042,1/6/2014,9:00 AM,MSDR02,SPYMYA,BRVO,120,1
SPYMYA2ME010416450,SPYMYA2ME010,1/6/2014,12:00 AM,MSDR02,SPYMYA,TNNK,120,1
SPYMYA2MC006416450.666666666666667,SPYMYA2MC006,1/6/2014,4:00 PM,MSDR02,SPYMYA,TVGN,120,1
SPYMYA2MC024416450.416666666666667,SPYMYA2MC024,1/6/2014,10:00 AM,MSDR02,SPYMYA,LMN,120,2
SPYMYA2MC024416450.458333333333333,SPYMYA2MC024,1/6/2014,11:00 AM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC024416450.583333333333333,SPYMYA2MC024,1/6/2014,2:00 PM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC024416450.625,SPYMYA2MC024,1/6/2014,3:00 PM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MA001416450.375,SPYMYA2MA001,1/6/2014,9:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC086416450.0833333333333333,SPYMYA2MC086,1/6/2014,2:00 AM,MSDR02,SPYMYA,FUSN,120,1
SPYMYA2MC014416450.375,SPYMYA2MC014,1/6/2014,9:00 AM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC014416450.416666666666667,SPYMYA2MC014,1/6/2014,10:00 AM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC014416450,SPYMYA2MC014,1/6/2014,12:00 AM,MSDR02,SPYMYA,GSN,120,2
SPYMYA2MG001416450.541666666666667,SPYMYA2MG001,1/6/2014,1:00 PM,MSDR02,SPYMYA,NBC,120,1
SPYMYA2MG001416450.583333333333333,SPYMYA2MG001,1/6/2014,2:00 PM,MSDR02,SPYMYA,NBC,120,1
SPYMYA2MC004416450.416666666666667,SPYMYA2MC004,1/6/2014,10:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416450.458333333333333,SPYMYA2MC004,1/6/2014,11:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416450,SPYMYA2MC004,1/6/2014,12:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416450.583333333333333,SPYMYA2MC004,1/6/2014,2:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416450.625,SPYMYA2MC004,1/6/2014,3:00 PM,MSDR02,SPYMYA,HALL,120,2
SPYMYA2MC004416450.666666666666667,SPYMYA2MC004,1/6/2014,4:00 PM,MSDR02,SPYMYA,HALL,120,2
SPYMYA2MC004416450.75,SPYMYA2MC004,1/6/2014,6:00 PM,MSDR02,SPYMYA,HALL,120,3
SPYMYA2MC040416450.625,SPYMYA2MC040,1/6/2014,3:00 PM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC040416450.666666666666667,SPYMYA2MC040,1/6/2014,4:00 PM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA60B008416450.541666666666667,SPYMYA60B008,1/6/2014,1:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416450.708333333333333,SPYMYA60B008,1/6/2014,5:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416450.791666666666667,SPYMYA60B008,1/6/2014,7:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA2MC035416450.541666666666667,SPYMYA2MC035,1/6/2014,1:00 PM,MSDR02,SPYMYA,USA,120,1
SPYMYA2MC035416450.583333333333333,SPYMYA2MC035,1/6/2014,2:00 PM,MSDR02,SPYMYA,USA,120,2
SPYMYA60C003SPYMYA60C003H416450.791666666666667,SPYMYA60C003SPYMYA60C003H,1/6/2014,7:00 PM,MSDR02,SPYMYA,NICK,60,7
SPYMYA2MC010416450.458333333333333,SPYMYA2MC010,1/6/2014,11:00 AM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA2MC010416450,SPYMYA2MC010,1/6/2014,12:00 AM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA2MC049416450.375,SPYMYA2MC049,1/6/2014,9:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416450.416666666666667,SPYMYA2MC049,1/6/2014,10:00 AM,MSDR02,SPYMYA,HGTV,120,2
SPYMYA2MC049416450,SPYMYA2MC049,1/6/2014,12:00 AM,MSDR02,SPYMYA,HGTV,120,4
SPYMYA2MC049416450.583333333333333,SPYMYA2MC049,1/6/2014,2:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416450.625,SPYMYA2MC049,1/6/2014,3:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416450.666666666666667,SPYMYA2MC049,1/6/2014,4:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416450.708333333333333,SPYMYA2MC049,1/6/2014,5:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416450.875,SPYMYA2MC049,1/6/2014,9:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC015416450.916666666666667,SPYMYA2MC015,1/6/2014,10:00 PM,MSDR02,SPYMYA,HMC,120,1
SPYMYA60B003416450.625,SPYMYA60B003,1/6/2014,3:00 PM,MSDR02,SPYMYA,DISCLOC,60,1
SPYMYA2MC038416460,SPYMYA2MC038,1/7/2014,12:00 AM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416460.416666666666667,SPYMYA2MC038,1/7/2014,10:00 AM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416460.458333333333333,SPYMYA2MC038,1/7/2014,11:00 AM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416460.541666666666667,SPYMYA2MC038,1/7/2014,1:00 PM,MSDR02,SPYMYA,HIST,120,2
SPYMYA2MC038416460.666666666666667,SPYMYA2MC038,1/7/2014,4:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416460.708333333333333,SPYMYA2MC038,1/7/2014,5:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416460.75,SPYMYA2MC038,1/7/2014,6:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416460.833333333333333,SPYMYA2MC038,1/7/2014,8:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC029416460.666666666666667,SPYMYA2MC029,1/7/2014,4:00 PM,MSDR02,SPYMYA,WSBK,120,2
SPYMYA2MC029416460.916666666666667,SPYMYA2MC029,1/7/2014,10:00 PM,MSDR02,SPYMYA,WSBK,120,1
SPYMYA60A030416460.625,SPYMYA60A030,1/7/2014,3:00 PM,MSDR02,SPYMYA,TRAV,60,1
SPYMYA2MC027416460.458333333333333,SPYMYA2MC027,1/7/2014,11:00 AM,MSDR02,SPYMYA,SPMN,120,2
SPYMYA2MC016416460.708333333333333,SPYMYA2MC016,1/7/2014,5:00 PM,MSDR02,SPYMYA,DIY,120,1
SPYMYA2MC011416460.458333333333333,SPYMYA2MC011,1/7/2014,11:00 AM,MSDR02,SPYMYA,INSP,120,1
SPYMYA60B001416460.375,SPYMYA60B001,1/7/2014,9:00 AM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416460.583333333333333,SPYMYA60B001,1/7/2014,2:00 PM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416460.625,SPYMYA60B001,1/7/2014,3:00 PM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416460.833333333333333,SPYMYA60B001,1/7/2014,8:00 PM,MSDR02,SPYMYA,APLLOC,60,2
SPYMYA60B001416460.875,SPYMYA60B001,1/7/2014,9:00 PM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B009416460.75,SPYMYA60B009,1/7/2014,6:00 PM,MSDR02,SPYMYA,DAMLOC,60,1
SPYMYA2MC071416460.416666666666667,SPYMYA2MC071,1/7/2014,10:00 AM,MSDR02,SPYMYA,CHIL,120,1
SPYMYA60A009416460.541666666666667,SPYMYA60A009,1/7/2014,1:00 PM,MSDR02,SPYMYA,HIST,60,3
SPYMYA60A009416460.791666666666667,SPYMYA60A009,1/7/2014,7:00 PM,MSDR02,SPYMYA,HIST,60,1
SPYMYA60A017416460.0416666666666667,SPYMYA60A017,1/7/2014,1:00 AM,MSDR02,SPYMYA,ESPN,60,1
SPYMYA2MC022416460.708333333333333,SPYMYA2MC022,1/7/2014,5:00 PM,MSDR02,SPYMYA,GAC,120,1
SPYMYA60A011416460.416666666666667,SPYMYA60A011,1/7/2014,10:00 AM,MSDR02,SPYMYA,CNBC,60,1
SPYMYA2MC031416460.833333333333333,SPYMYA2MC031,1/7/2014,8:00 PM,MSDR02,SPYMYA,BIO,120,1
SPYMYA2MC074416460.416666666666667,SPYMYA2MC074,1/7/2014,10:00 AM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC074416460,SPYMYA2MC074,1/7/2014,12:00 AM,MSDR02,SPYMYA,MET,120,1
SPYMYA2MC041416460,SPYMYA2MC041,1/7/2014,12:00 AM,MSDR02,SPYMYA,AMC,120,1
SPYMYA2MC041416460.375,SPYMYA2MC041,1/7/2014,9:00 AM,MSDR02,SPYMYA,AMC,120,1
SPYMYA2ME002H416460.416666666666667,SPYMYA2ME002H,1/7/2014,10:00 AM,MSDR02,SPYMYA,DXD,120,4
SPYMYA2ME002H416460.75,SPYMYA2ME002H,1/7/2014,6:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416460.833333333333333,SPYMYA2ME002H,1/7/2014,8:00 PM,MSDR02,SPYMYA,DXD,120,3
SPYMYA60C002H416460.458333333333333,SPYMYA60C002H,1/7/2014,11:00 AM,MSDR02,SPYMYA,DXD,60,2
SPYMYA60C002H416460.541666666666667,SPYMYA60C002H,1/7/2014,1:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416460.583333333333333,SPYMYA60C002H,1/7/2014,2:00 PM,MSDR02,SPYMYA,DXD,60,2
SPYMYA60C002H416460.625,SPYMYA60C002H,1/7/2014,3:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416460.875,SPYMYA60C002H,1/7/2014,9:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60A008416460.541666666666667,SPYMYA60A008,1/7/2014,1:00 PM,MSDR02,SPYMYA,NAN,60,1
SPYMYA60C004H416460,SPYMYA60C004H,1/7/2014,12:00 AM,MSDR02,SPYMYA,HUB,60,1
SPYMYA60C004H416460.666666666666667,SPYMYA60C004H,1/7/2014,4:00 PM,MSDR02,SPYMYA,HUB,60,1
SPYMYA60C001H416460,SPYMYA60C001H,1/7/2014,12:00 AM,MSDR02,SPYMYA,TOON,60,1
SPYMYA2MC008416460.583333333333333,SPYMYA2MC008,1/7/2014,2:00 PM,MSDR02,SPYMYA,MHC,120,1
SPYMYA60A010416460.416666666666667,SPYMYA60A010,1/7/2014,10:00 AM,MSDR02,SPYMYA,DIY,60,1
SPYMYA60A010416460,SPYMYA60A010,1/7/2014,12:00 AM,MSDR02,SPYMYA,DIY,60,1
SPYMYA2MC046416460.875,SPYMYA2MC046,1/7/2014,9:00 PM,MSDR02,SPYMYA,TWC,120,1
SPYMYA60B024416460.708333333333333,SPYMYA60B024,1/7/2014,5:00 PM,MSDR02,SPYMYA,VELLOC,60,1
SPYMYA60A001416460.458333333333333,SPYMYA60A001,1/7/2014,11:00 AM,MSDR02,SPYMYA,FOXNC,60,1
SPYMYA60A001416460.541666666666667,SPYMYA60A001,1/7/2014,1:00 PM,MSDR02,SPYMYA,FOXNC,60,1
SPYMYA60D001H416460.625,SPYMYA60D001H,1/7/2014,3:00 PM,MSDR02,SPYMYA,HUBLOC,60,1
SPYMYA2MC023416460.416666666666667,SPYMYA2MC023,1/7/2014,10:00 AM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416460.541666666666667,SPYMYA2MC023,1/7/2014,1:00 PM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416460.583333333333333,SPYMYA2MC023,1/7/2014,2:00 PM,MSDR02,SPYMYA,LIF,120,2
SPYMYA2MC023416460.666666666666667,SPYMYA2MC023,1/7/2014,4:00 PM,MSDR02,SPYMYA,LIF,120,3
SPYMYA2MC023416460.75,SPYMYA2MC023,1/7/2014,6:00 PM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416460.791666666666667,SPYMYA2MC023,1/7/2014,7:00 PM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC050416460.375,SPYMYA2MC050,1/7/2014,9:00 AM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC050416460.416666666666667,SPYMYA2MC050,1/7/2014,10:00 AM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC050416460.458333333333333,SPYMYA2MC050,1/7/2014,11:00 AM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC050416460.541666666666667,SPYMYA2MC050,1/7/2014,1:00 PM,MSDR02,SPYMYA,AEN,120,2
SPYMYA2MC050416460.833333333333333,SPYMYA2MC050,1/7/2014,8:00 PM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC050416460.875,SPYMYA2MC050,1/7/2014,9:00 PM,MSDR02,SPYMYA,AEN,120,1
SPYMYA2MC005416460.583333333333333,SPYMYA2MC005,1/7/2014,2:00 PM,MSDR02,SPYMYA,WLNY,120,1
SPYMYA60C012H416460,SPYMYA60C012H,1/7/2014,12:00 AM,MSDR02,SPYMYA,FAM,60,1
SPYMYA60C012H416460.541666666666667,SPYMYA60C012H,1/7/2014,1:00 PM,MSDR02,SPYMYA,FAM,60,1
SPYMYA60C012H416460.666666666666667,SPYMYA60C012H,1/7/2014,4:00 PM,MSDR02,SPYMYA,FAM,60,1
SPYMYA2MC061416460.875,SPYMYA2MC061,1/7/2014,9:00 PM,MSDR02,SPYMYA,KCDO,120,1
SPYMYA2MC001416460.625,SPYMYA2MC001,1/7/2014,3:00 PM,MSDR02,SPYMYA,ESQ,120,1
SPYMYA2MC089416460,SPYMYA2MC089,1/7/2014,12:00 AM,MSDR02,SPYMYA,ION,120,1
SPYMYA2ME010416460.416666666666667,SPYMYA2ME010,1/7/2014,10:00 AM,MSDR02,SPYMYA,TNNK,120,1
SPYMYA2ME010416460.666666666666667,SPYMYA2ME010,1/7/2014,4:00 PM,MSDR02,SPYMYA,TNNK,120,1
SPYMYA2MC006416460.375,SPYMYA2MC006,1/7/2014,9:00 AM,MSDR02,SPYMYA,TVGN,120,1
SPYMYA2MC080416460.666666666666667,SPYMYA2MC080,1/7/2014,4:00 PM,MSDR02,SPYMYA,RFD,120,1
SPYMYA2MC024416460.666666666666667,SPYMYA2MC024,1/7/2014,4:00 PM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC014416460.666666666666667,SPYMYA2MC014,1/7/2014,4:00 PM,MSDR02,SPYMYA,GSN,120,2
SPYMYA2MC068416460.0833333333333333,SPYMYA2MC068,1/7/2014,2:00 AM,MSDR02,SPYMYA,SCI,120,1
SPYMYA2MC004416460.416666666666667,SPYMYA2MC004,1/7/2014,10:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416460.458333333333333,SPYMYA2MC004,1/7/2014,11:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416460,SPYMYA2MC004,1/7/2014,12:00 AM,MSDR02,SPYMYA,HALL,120,3
SPYMYA2MC004416460.541666666666667,SPYMYA2MC004,1/7/2014,1:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416460.666666666666667,SPYMYA2MC004,1/7/2014,4:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC004416460.75,SPYMYA2MC004,1/7/2014,6:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MG001416460.666666666666667,SPYMYA2MG001,1/7/2014,4:00 PM,MSDR02,SPYMYA,NBC,120,2
SPYMYA2MC040416460.625,SPYMYA2MC040,1/7/2014,3:00 PM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA2MC047416460.541666666666667,SPYMYA2MC047,1/7/2014,1:00 PM,MSDR02,SPYMYA,CNBC,120,1
SPYMYA2MC047416460.833333333333333,SPYMYA2MC047,1/7/2014,8:00 PM,MSDR02,SPYMYA,CNBC,120,1
SPYMYA2MC035416460.625,SPYMYA2MC035,1/7/2014,3:00 PM,MSDR02,SPYMYA,USA,120,1
SPYMYA2MC072416460.0416666666666667,SPYMYA2MC072,1/7/2014,1:00 AM,MSDR02,SPYMYA,CLOO,120,1
SPYMYA60C003SPYMYA60C003H416460.791666666666667,SPYMYA60C003SPYMYA60C003H,1/7/2014,7:00 PM,MSDR02,SPYMYA,NICK,60,4
SPYMYA60C003SPYMYA60C003H416460.916666666666667,SPYMYA60C003SPYMYA60C003H,1/7/2014,10:00 PM,MSDR02,SPYMYA,NICK,60,2
SPYMYA2MC010416460.541666666666667,SPYMYA2MC010,1/7/2014,1:00 PM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA60A019416460.375,SPYMYA60A019,1/7/2014,9:00 AM,MSDR02,SPYMYA,GOLF,60,1
SPYMYA2MC049416460.458333333333333,SPYMYA2MC049,1/7/2014,11:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416460,SPYMYA2MC049,1/7/2014,12:00 AM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416460.541666666666667,SPYMYA2MC049,1/7/2014,1:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416460.583333333333333,SPYMYA2MC049,1/7/2014,2:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416460.625,SPYMYA2MC049,1/7/2014,3:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416460.666666666666667,SPYMYA2MC049,1/7/2014,4:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416460.791666666666667,SPYMYA2MC049,1/7/2014,7:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416460.875,SPYMYA2MC049,1/7/2014,9:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC038416470.625,SPYMYA2MC038,1/8/2014,3:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC038416470.708333333333333,SPYMYA2MC038,1/8/2014,5:00 PM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2ME014H416470.541666666666667,SPYMYA2ME014H,1/8/2014,1:00 PM,MSDR02,SPYMYA,FAM,120,1
SPYMYA60A030416470.708333333333333,SPYMYA60A030,1/8/2014,5:00 PM,MSDR02,SPYMYA,TRAV,60,1
SPYMYA2MC027416470.625,SPYMYA2MC027,1/8/2014,3:00 PM,MSDR02,SPYMYA,SPMN,120,1
SPYMYA60C006416470.416666666666667,SPYMYA60C006,1/8/2014,10:00 AM,MSDR02,SPYMYA,NKTNS,60,1
SPYMYA2MC016416470.916666666666667,SPYMYA2MC016,1/8/2014,10:00 PM,MSDR02,SPYMYA,DIY,120,1
SPYMYA2MC013416470,SPYMYA2MC013,1/8/2014,12:00 AM,MSDR02,SPYMYA,SOAP,120,1
SPYMYA2MC011416470.708333333333333,SPYMYA2MC011,1/8/2014,5:00 PM,MSDR02,SPYMYA,INSP,120,1
SPYMYA60B001416470,SPYMYA60B001,1/8/2014,12:00 AM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416470,SPYMYA60B001,1/8/2014,12:00 AM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416470.541666666666667,SPYMYA60B001,1/8/2014,1:00 PM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA60B001416470.625,SPYMYA60B001,1/8/2014,3:00 PM,MSDR02,SPYMYA,APLLOC,60,1
SPYMYA2MC071416470.458333333333333,SPYMYA2MC071,1/8/2014,11:00 AM,MSDR02,SPYMYA,CHIL,120,1
SPYMYA60A009416470.541666666666667,SPYMYA60A009,1/8/2014,1:00 PM,MSDR02,SPYMYA,HIST,60,1
SPYMYA2MC039416470.375,SPYMYA2MC039,1/8/2014,9:00 AM,MSDR02,SPYMYA,WE,120,2
SPYMYA2MC039416470.708333333333333,SPYMYA2MC039,1/8/2014,5:00 PM,MSDR02,SPYMYA,WE,120,1
SPYMYA2MC077416470.291666666666667,SPYMYA2MC077,1/8/2014,7:00 AM,MSDR02,SPYMYA,UHD,120,1
SPYMYA2MC076416470.583333333333333,SPYMYA2MC076,1/8/2014,2:00 PM,MSDR02,SPYMYA,TVL,120,1
SPYMYA60B002416470.666666666666667,SPYMYA60B002,1/8/2014,4:00 PM,MSDR02,SPYMYA,OWNLOC,60,1
SPYMYA2MC041416470.416666666666667,SPYMYA2MC041,1/8/2014,10:00 AM,MSDR02,SPYMYA,AMC,120,1
SPYMYA2ME002H416470.375,SPYMYA2ME002H,1/8/2014,9:00 AM,MSDR02,SPYMYA,DXD,120,2
SPYMYA2ME002H416470.416666666666667,SPYMYA2ME002H,1/8/2014,10:00 AM,MSDR02,SPYMYA,DXD,120,2
SPYMYA2ME002H416470.458333333333333,SPYMYA2ME002H,1/8/2014,11:00 AM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416470.541666666666667,SPYMYA2ME002H,1/8/2014,1:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416470.583333333333333,SPYMYA2ME002H,1/8/2014,2:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA2ME002H416470.708333333333333,SPYMYA2ME002H,1/8/2014,5:00 PM,MSDR02,SPYMYA,DXD,120,1
SPYMYA60C002H416470,SPYMYA60C002H,1/8/2014,12:00 AM,MSDR02,SPYMYA,DXD,60,1
SPYMYA60C002H416470,SPYMYA60C002H,1/8/2014,12:00 AM,MSDR02,SPYMYA,DXD,60,4
SPYMYA60C002H416470.708333333333333,SPYMYA60C002H,1/8/2014,5:00 PM,MSDR02,SPYMYA,DXD,60,2
SPYMYA60C002H416470.875,SPYMYA60C002H,1/8/2014,9:00 PM,MSDR02,SPYMYA,DXD,60,1
SPYMYA2MC003416470.625,SPYMYA2MC003,1/8/2014,3:00 PM,MSDR02,SPYMYA,FBN,120,1
SPYMYA60C004H416470.625,SPYMYA60C004H,1/8/2014,3:00 PM,MSDR02,SPYMYA,HUB,60,1
SPYMYA2MC021416470.416666666666667,SPYMYA2MC021,1/8/2014,10:00 AM,MSDR02,SPYMYA,DAM,120,1
SPYMYA2MC021416470.708333333333333,SPYMYA2MC021,1/8/2014,5:00 PM,MSDR02,SPYMYA,DAM,120,1
SPYMYA60C001H416470.375,SPYMYA60C001H,1/8/2014,9:00 AM,MSDR02,SPYMYA,TOON,60,1
SPYMYA60C001H416470,SPYMYA60C001H,1/8/2014,12:00 AM,MSDR02,SPYMYA,TOON,60,1
SPYMYA60A010416470.458333333333333,SPYMYA60A010,1/8/2014,11:00 AM,MSDR02,SPYMYA,DIY,60,1
SPYMYA60A010416470.541666666666667,SPYMYA60A010,1/8/2014,1:00 PM,MSDR02,SPYMYA,DIY,60,1
SPYMYA2MC009416470,SPYMYA2MC009,1/8/2014,12:00 AM,MSDR02,SPYMYA,TRAV,120,1
SPYMYA2MC009416470.833333333333333,SPYMYA2MC009,1/8/2014,8:00 PM,MSDR02,SPYMYA,TRAV,120,1
SPYMYA2MC023416470.375,SPYMYA2MC023,1/8/2014,9:00 AM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416470.458333333333333,SPYMYA2MC023,1/8/2014,11:00 AM,MSDR02,SPYMYA,LIF,120,2
SPYMYA2MC023416470,SPYMYA2MC023,1/8/2014,12:00 AM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416470.583333333333333,SPYMYA2MC023,1/8/2014,2:00 PM,MSDR02,SPYMYA,LIF,120,2
SPYMYA2MC023416470.625,SPYMYA2MC023,1/8/2014,3:00 PM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416470.75,SPYMYA2MC023,1/8/2014,6:00 PM,MSDR02,SPYMYA,LIF,120,1
SPYMYA2MC023416470.791666666666667,SPYMYA2MC023,1/8/2014,7:00 PM,MSDR02,SPYMYA,LIF,120,2
SPYMYA2MC005416470.458333333333333,SPYMYA2MC005,1/8/2014,11:00 AM,MSDR02,SPYMYA,WLNY,120,1
SPYMYA60A002416470.333333333333333,SPYMYA60A002,1/8/2014,8:00 AM,MSDR02,SPYMYA,WGNA,60,1
SPYMYA60A002416470.541666666666667,SPYMYA60A002,1/8/2014,1:00 PM,MSDR02,SPYMYA,WGNA,60,1
SPYMYA60A002416470.666666666666667,SPYMYA60A002,1/8/2014,4:00 PM,MSDR02,SPYMYA,WGNA,60,1
SPYMYA2MC001416470.916666666666667,SPYMYA2MC001,1/8/2014,10:00 PM,MSDR02,SPYMYA,ESQ,120,1
SPYMYA2MC089416470.416666666666667,SPYMYA2MC089,1/8/2014,10:00 AM,MSDR02,SPYMYA,ION,120,1
SPYMYA2MC089416470.541666666666667,SPYMYA2MC089,1/8/2014,1:00 PM,MSDR02,SPYMYA,ION,120,1
SPYMYA2MC024416470.25,SPYMYA2MC024,1/8/2014,6:00 AM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC024416470.541666666666667,SPYMYA2MC024,1/8/2014,1:00 PM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MC024416470.666666666666667,SPYMYA2MC024,1/8/2014,4:00 PM,MSDR02,SPYMYA,LMN,120,1
SPYMYA2MA001416470.458333333333333,SPYMYA2MA001,1/8/2014,11:00 AM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MA001416470.75,SPYMYA2MA001,1/8/2014,6:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MC014416470.416666666666667,SPYMYA2MC014,1/8/2014,10:00 AM,MSDR02,SPYMYA,GSN,120,1
SPYMYA2MC004416470.625,SPYMYA2MC004,1/8/2014,3:00 PM,MSDR02,SPYMYA,HALL,120,1
SPYMYA2MG001416470.416666666666667,SPYMYA2MG001,1/8/2014,10:00 AM,MSDR02,SPYMYA,NBC,120,3
SPYMYA2MC040416470,SPYMYA2MC040,1/8/2014,12:00 AM,MSDR02,SPYMYA,MSNBC,120,1
SPYMYA60B008416470.708333333333333,SPYMYA60B008,1/8/2014,5:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416470.791666666666667,SPYMYA60B008,1/8/2014,7:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA60B008416470.833333333333333,SPYMYA60B008,1/8/2014,8:00 PM,MSDR02,SPYMYA,TVGNLOC,60,2
SPYMYA60B008416470.916666666666667,SPYMYA60B008,1/8/2014,10:00 PM,MSDR02,SPYMYA,TVGNLOC,60,1
SPYMYA2MC010416470.458333333333333,SPYMYA2MC010,1/8/2014,11:00 AM,MSDR02,SPYMYA,WGNA,120,2
SPYMYA2MC010416470.541666666666667,SPYMYA2MC010,1/8/2014,1:00 PM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA2MC010416470.666666666666667,SPYMYA2MC010,1/8/2014,4:00 PM,MSDR02,SPYMYA,WGNA,120,1
SPYMYA2MC049416470.541666666666667,SPYMYA2MC049,1/8/2014,1:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC049416470.875,SPYMYA2MC049,1/8/2014,9:00 PM,MSDR02,SPYMYA,HGTV,120,1
SPYMYA2MC038416480,SPYMYA2MC038,1/9/2014,12:00 AM,MSDR02,SPYMYA,HIST,120,1
SPYMYA2MC029416480.666666666666667,SPYMYA2MC029,1/9/2014,4:00 PM,MSDR02,SPYMYA,WSBK,120,1
