Age,Experience,Purchase,Sample_Set
18.7,1.2,0,1
19.1,3.3,0,1
16.8,3.9,0,1
16.5,1.2,0,1
20,1.7,0,1
17.9,3.7,0,1
21.8,4.3,0,1
16.8,4,0,1
17.7,4.3,0,1
20,3.7,0,1
20.5,4.6,0,1
19.5,3.5,0,1
17.3,3.4,0,1
17.4,1.8,0,1
20.5,3.4,0,1
20.7,2.8,0,1
19.2,2.5,0,1
16.9,3.4,1,1
16.6,3,0,1
20.3,3.3,0,1
16.9,1.6,0,1
19.6,1.3,0,1
21.1,3.3,0,1
19.9,3.5,0,1
19,3.6,1,1
20.3,2.4,0,1
19.4,2.3,0,1
22,1.3,0,1
17.2,2.9,0,1
19,2.6,0,1
34.1,6.2,1,2
29.1,5,1,2
27.5,3.1,1,2
30.5,8.8,1,2
28.6,8.3,1,2
31.7,6.1,1,2
33.3,3.6,1,2
33,6.8,1,2
23.9,6.5,1,2
27.8,7.3,1,2
29.1,9.8,1,2
28.6,6.3,1,2
31.9,6,1,2
32,7.7,1,2
31.7,9.3,1,2
24.4,8.8,1,2
25,5.3,1,2
32.6,9.4,1,2
28.3,9.2,1,2
25.1,6.9,1,2
23.2,6.7,1,2
26.4,4.5,1,2
33.8,8.6,0,2
26,4.6,1,2
31.1,8.9,1,2
28.4,6.8,1,2
31.9,8.3,1,2
27.3,4,1,2
31.3,7.5,1,2
26.6,6.3,1,2
28,5.3,1,2
25,9.1,1,2
28.4,6,1,2
31,4.4,1,2
25,3.5,1,2
28.5,5.4,1,2
25.3,8.4,1,2
26.8,4,1,2
31.5,4.6,1,2
33,6.5,0,2
24.5,4.1,1,2
37.1,9.5,0,3
41.3,8.9,0,3
40.5,16.3,0,3
42.7,12.2,0,3
39.1,11.1,0,3
35.8,9.5,0,3
36.4,10.7,0,3
38.6,16.1,0,3
43.8,13.4,0,3
37.5,13.8,0,3
43.1,12.6,0,3
46.1,13.9,0,3
50.2,11.9,0,3
38,10.1,0,3
39.7,12.7,0,3
50.9,10.6,1,3
36.7,8.8,0,3
49.8,14.3,0,3
44.8,11.3,0,3
42.7,8.2,0,3
37.7,15,0,3
45.8,13.1,0,3
42.6,12.2,0,3
47.5,11.7,0,3
48,14.5,0,3
43.4,14.2,0,3
45.5,13.6,0,3
39.7,13.3,0,3
46.3,10.6,0,3
40.4,14.6,0,3
45.5,14.3,0,3
36.9,12.1,0,3
49.5,13.6,0,3
38,16.8,0,3
46.4,9.2,0,3
44.5,10.4,0,3
38.5,15.4,0,3
49.8,14.7,0,3
47.3,15.3,0,3
35.2,15.4,1,3
48.5,16.1,0,3
48.3,9.4,0,3
45.1,14.8,0,3
41.2,15.9,0,3
49.3,11,0,3
19.9,1.8,0,1
16.3,2.4,0,1
20.2,2.2,0,1
18.8,1.3,0,1
19,3.3,0,1
16.8,3.9,0,1
16.6,1.3,0,1
20,1.6,0,1
17.8,3.7,0,1
