Customer_ID,Age,Gender,City_Tier,Income_Bracket,New_Customer_Flag,Past_Year_Spend,Purchase_Frequency,Avg_Order_Value,Days_Since_Last_Purchase,Spend_Last_3_Months,Orders_Last_3_Months,Avg_Discount_Percentage,Coupon_Usage_Rate,Full_Price_Purchase_Rate,Price_Sensitivity_Score,Size_Return_Rate,Overall_Return_Rate,Exchange_Rate,Avg_Delivery_Days,Delivery_SLA_Breach_Rate,Customer_Support_Tickets_Last_6M,App_Sessions_Per_Week,Wishlist_Adds_Per_Month,Cart_Abandonment_Rate,Push_Opt_In_Flag,Influencer_Click_Through,Email_Open_Rate,Ad_Impressions_Last_30D,Paid_Clicks_Last_30D,Occasion_Purchase_Index,Style_Pref_Casual,Style_Pref_Ethnic,Style_Pref_Streetwear,Style_Pref_Luxury,Category_Diversity,Brand_Diversity,Seasonality_Index,Total_Spend_Next_12_Months
2683,31,Male,1,Mid,0,7980.15,7,1507.82,8,3412.78,3,31.13,0.6662,0.4028,0.4541,0.2315,0.2619,0.0296,4.57,0.0726,1,7.74,4,0.5675,0,0.1013,0.1866,47,0,Casual,0.5305,0.2288,0.1696,0.0711,2,5,0.5245,8319.38
2684,41,Female,1,Low,0,6530.53,8,1099.65,24,1211.31,1,42.11,0.5064,0.268,0.5037,0.2793,0.202,0.0292,2.51,0.2259,0,12.6,6,0.3285,1,0.1347,0.3701,89,1,Formal,0.4954,0.0835,0.0133,0.4078,2,8,0.4372,11150.19
2685,18,Male,1,Mid,0,7135.28,3,1648.91,219,0.0,0,16.4,0.161,0.7316,0.2763,0.2257,0.1697,0.1274,1.83,0.0883,0,8.15,3,0.2496,1,0.1858,0.3861,147,2,Casual,0.1659,0.1825,0.4508,0.2008,6,4,0.7224,7053.9
2686,39,Female,2,High,0,11454.1,5,2597.03,89,1982.99,1,7.68,0.3375,0.7476,0.5819,0.3142,0.2364,0.1398,4.36,0.3311,0,6.07,3,0.4687,0,0.131,0.549,78,0,Casual,0.2601,0.7023,0.0168,0.0208,4,7,0.6211,9168.68
2687,30,Male,2,Mid,0,3787.03,1,2532.91,72,492.97,0,1.92,0.3718,0.868,0.365,0.0757,0.1013,0.0931,3.09,0.1414,0,4.19,4,0.1734,0,0.1091,0.5432,130,1,Festive,0.4681,0.2446,0.2834,0.0039,6,2,0.5634,3983.31
2688,22,Female,1,High,1,9356.31,5,2452.16,41,0.0,0,13.62,0.442,0.6465,0.6327,0.2197,0.1849,0.1549,3.34,0.1325,0,9.14,1,0.6108,1,0.2167,0.383,25,0,Formal,0.2069,0.1891,0.5978,0.0061,4,1,0.9565,10842.12
2689,20,Male,1,Low,1,4270.0,7,762.29,42,129.7,1,14.45,0.1801,0.7527,0.5082,0.2119,0.2055,0.3778,1.56,0.0259,1,6.27,3,0.113,1,0.0718,0.6902,30,0,Casual,0.383,0.1069,0.469,0.041,2,3,0.9273,5687.44
2690,18,Female,2,Mid,0,8201.17,4,2259.23,147,3903.83,2,33.52,0.2456,0.5207,0.5001,0.024,0.0985,0.0992,6.11,0.2168,1,7.17,5,0.6693,1,0.0789,0.4292,66,0,Casual,0.0676,0.1567,0.5996,0.1762,1,2,0.7158,8075.08
2691,34,Female,1,Mid,0,3992.04,3,1561.77,172,0.0,0,26.04,0.1337,0.6626,0.7634,0.0879,0.066,0.3353,2.66,0.0317,0,4.66,6,0.3482,1,0.0958,0.5859,67,0,Formal,0.1275,0.3123,0.4235,0.1367,2,2,0.8602,5664.03
2692,44,Male,2,Mid,0,26787.01,13,2253.13,192,8068.84,4,24.77,0.2285,0.7309,0.7029,0.1186,0.262,0.0665,3.75,0.0717,0,4.69,8,0.5299,1,0.1133,0.3182,102,0,Casual,0.0305,0.6384,0.1397,0.1914,1,1,0.1809,19398.21
2693,25,Female,3,Mid,1,445.49,2,1145.82,11,390.95,0,15.01,0.1629,0.8084,0.5949,0.3155,0.2501,0.2023,5.46,0.1574,4,3.91,3,0.1198,1,0.1763,0.4293,124,1,Formal,0.0747,0.3016,0.4526,0.171,1,3,0.6567,3632.41
2694,22,Other,1,Low,0,9795.61,10,910.85,265,315.55,1,36.89,0.079,0.5649,0.5451,0.0661,0.0709,0.227,3.65,0.0639,0,4.76,3,0.2788,1,0.1556,0.3094,125,3,Formal,0.5972,0.0265,0.2308,0.1455,1,2,0.1663,7028.16
2695,39,Female,2,Mid,0,16075.7,8,2334.37,214,3379.99,2,35.05,0.6051,0.3941,0.5743,0.3092,0.2564,0.2416,2.54,0.0602,1,11.31,4,0.6203,1,0.1576,0.4579,115,3,Casual,0.0888,0.2576,0.1705,0.4831,2,6,0.3714,13196.43
2696,30,Male,3,Mid,0,1838.1,5,200.0,48,396.72,1,11.95,0.5637,0.7378,0.4696,0.0354,0.084,0.1444,5.19,0.0905,3,8.23,7,0.7859,1,0.0654,0.2301,158,2,Casual,0.4456,0.1757,0.3478,0.0309,5,2,0.6371,4455.52
2697,39,Female,2,Mid,0,5408.49,4,1757.85,351,2327.97,1,24.28,0.4256,0.5226,1.0,0.1715,0.1745,0.3966,3.15,0.1097,1,7.74,1,0.633,0,0.1617,0.3024,156,2,Casual,0.12,0.1475,0.4892,0.2433,4,2,0.5668,5935.06
2698,21,Male,2,Low,1,0.0,0,855.75,30,569.18,0,19.9,0.2146,0.6779,0.5584,0.0493,0.1348,0.2762,3.91,0.1331,1,4.01,1,0.7009,0,0.2099,0.5309,121,0,Formal,0.3876,0.4145,0.1403,0.0576,2,3,0.2749,3019.35
2699,34,Male,2,Low,0,21948.81,14,1607.72,243,4019.92,3,45.52,0.4531,0.449,0.5079,0.1164,0.0705,0.1174,2.9,0.2123,1,8.94,4,0.3434,1,0.1869,0.7166,91,0,Formal,0.6784,0.0694,0.0995,0.1528,4,8,0.2899,15727.12
2700,44,Female,2,High,1,7854.45,4,1579.32,31,0.0,0,30.21,0.2808,0.5693,0.487,0.0292,0.1125,0.1941,3.28,0.117,1,3.51,1,0.4724,1,0.0513,0.2358,71,1,Formal,0.3853,0.1637,0.1601,0.291,5,2,0.4519,6743.32
2701,21,Female,2,Low,0,5421.59,5,1151.67,360,2449.99,2,27.89,0.4247,0.4775,0.4782,0.1947,0.1802,0.2216,5.06,0.1625,1,3.65,3,0.4537,1,0.1839,0.3677,163,4,Casual,0.396,0.3506,0.2048,0.0485,2,3,0.7672,4642.97
2702,26,Female,2,Mid,0,5250.79,3,1645.49,317,1488.1,2,30.11,0.3322,0.5563,0.5154,0.0353,0.0376,0.1212,4.69,0.1329,0,3.63,3,0.0884,1,0.0992,0.5462,173,3,Casual,0.3413,0.1436,0.3564,0.1588,4,3,0.6532,4577.24
2703,26,Male,2,Low,0,15268.51,8,2057.36,84,3704.29,2,29.92,0.2311,0.5562,0.6677,0.4065,0.3109,0.0725,3.72,0.1095,2,5.77,4,0.6215,0,0.0516,0.3078,159,4,Formal,0.3962,0.0214,0.183,0.3994,1,3,0.3691,11375.94
2704,35,Female,2,Mid,0,385.39,2,1475.08,204,0.0,0,30.73,0.4975,0.4382,0.5152,0.1257,0.122,0.2447,4.78,0.1833,1,5.97,2,0.334,1,0.1211,0.4255,240,2,Casual,0.2027,0.3239,0.3024,0.171,3,2,0.314,3009.75
2705,39,Female,2,Mid,1,9470.76,4,2494.25,13,2742.2,1,6.77,0.3035,0.8893,0.6223,0.2949,0.2046,0.0318,5.72,0.1652,2,7.37,1,0.1967,1,0.054,0.5131,56,0,Festive,0.4046,0.2364,0.0914,0.2676,5,6,0.7097,12599.5
2706,24,Female,3,High,0,8738.46,5,2121.59,277,2028.46,1,28.02,0.1807,0.5548,0.3909,0.2572,0.1676,0.0507,6.03,0.2254,2,7.02,3,0.27,1,0.23,0.376,114,0,Casual,0.2133,0.1735,0.042,0.5712,3,3,0.8691,7833.48
2707,49,Female,1,Mid,0,2576.8,3,1210.0,11,407.83,0,57.31,0.6271,0.1822,0.536,0.0469,0.0968,0.1499,2.73,0.2547,2,9.12,1,0.8679,0,0.2229,0.3726,53,1,Casual,0.6144,0.1718,0.1188,0.095,1,1,0.5677,3547.3
2708,29,Male,1,Low,1,0.0,1,626.8,11,383.43,0,18.42,0.2746,0.658,0.5757,0.0562,0.0546,0.3029,4.19,0.1236,1,7.54,2,0.3243,1,0.2341,0.2395,120,4,Formal,0.1173,0.1594,0.5974,0.126,5,3,0.7579,3014.08
2709,24,Male,1,Low,0,6781.27,8,843.57,34,1092.22,2,37.3,0.5446,0.3754,0.5299,0.2034,0.1634,0.3582,2.6,0.1368,0,6.42,2,0.3414,1,0.0373,0.1939,129,2,Formal,0.3158,0.5231,0.1481,0.013,2,3,0.2025,7824.33
2710,40,Female,1,Low,0,2393.59,3,861.58,137,0.0,0,34.09,0.1618,0.5716,0.5691,0.1166,0.0775,0.056,3.65,0.1501,1,6.67,2,0.3088,1,0.1063,0.291,109,1,Casual,0.2128,0.6099,0.1664,0.0108,1,2,0.1238,4222.85
2711,30,Female,2,Mid,0,3042.39,2,2451.74,354,1728.29,1,27.02,0.591,0.4141,0.8098,0.1575,0.22,0.1703,3.95,0.1092,1,9.62,3,0.5797,1,0.1517,0.2322,165,3,Casual,0.3792,0.0946,0.3811,0.1452,2,1,0.4553,3742.08
2712,26,Male,1,High,1,1148.93,1,667.87,36,342.2,0,18.6,0.1782,0.6082,0.5514,0.3048,0.2878,0.198,3.34,0.1359,0,6.29,2,0.5246,1,0.1521,0.5141,275,4,Formal,0.5875,0.3089,0.103,0.0006,6,2,0.613,5241.09
2713,25,Male,2,Low,0,2727.55,3,1126.8,158,776.27,1,33.41,0.3562,0.4703,0.0775,0.1046,0.1618,0.0305,4.01,0.0846,2,5.36,2,0.3281,1,0.1088,0.4504,110,1,Casual,0.3784,0.3446,0.23,0.0469,3,1,0.7744,3819.52
2714,46,Male,2,Mid,0,13430.52,10,1546.14,275,3530.95,2,24.2,0.2005,0.6228,0.571,0.1558,0.125,0.0613,4.66,0.1269,0,4.49,1,0.489,0,0.0869,0.3761,90,1,Casual,0.2755,0.2625,0.2607,0.2013,4,2,0.7411,9029.07
2715,21,Female,1,Mid,0,14917.84,10,1768.36,229,5292.98,3,26.98,0.2461,0.5672,0.6767,0.2107,0.1466,0.0223,3.85,0.1162,0,7.5,2,0.5312,1,0.0897,0.3447,150,2,Formal,0.129,0.4403,0.3811,0.0496,4,3,0.3137,12706.95
2716,38,Male,1,Mid,1,3280.58,3,1589.24,31,2643.2,2,32.4,0.6529,0.4203,0.9656,0.3616,0.2325,0.1219,3.75,0.0794,1,6.04,1,0.2256,0,0.0785,0.2568,151,2,Casual,0.2392,0.2596,0.4512,0.0499,4,1,0.3677,4358.74
2717,23,Female,2,Mid,0,13175.37,8,1564.45,1,4156.54,3,18.49,0.0734,0.7894,0.3636,0.0437,0.0892,0.22,4.14,0.097,0,9.12,6,0.1834,1,0.1992,0.5474,105,2,Formal,0.1924,0.1103,0.6577,0.0396,1,2,0.4157,14767.86
2718,24,Other,2,Mid,0,11548.89,6,2088.15,259,0.0,0,24.29,0.6718,0.4731,0.4685,0.1223,0.1179,0.066,4.81,0.1338,3,3.84,2,0.5143,1,0.1755,0.5057,38,0,Casual,0.4797,0.3391,0.143,0.0383,2,5,0.356,8254.62
2719,28,Male,2,Low,0,13623.57,14,988.61,177,5137.17,5,35.12,0.4918,0.5306,0.7385,0.1059,0.1145,0.1698,4.82,0.223,0,7.11,3,0.3969,1,0.2164,0.249,182,5,Formal,0.294,0.3082,0.0491,0.3487,2,1,0.7811,11293.37
2720,33,Female,1,Mid,0,15934.03,10,1809.82,225,1432.42,1,27.63,0.6079,0.4967,0.384,0.0808,0.0952,0.2494,1.23,0.0,0,6.7,0,0.3303,0,0.0457,0.6174,79,1,Casual,0.1354,0.2427,0.1855,0.4365,4,2,0.2688,13628.14
2721,18,Female,1,Mid,1,1355.91,2,1328.18,16,0.0,0,9.73,0.2653,0.7957,0.5675,0.1821,0.1482,0.0843,3.03,0.2926,4,6.53,3,0.3805,1,0.0617,0.0883,140,2,Casual,0.5575,0.245,0.1282,0.0692,3,1,0.5039,3745.69
2722,25,Female,1,Mid,1,0.0,0,1393.69,11,888.76,0,31.92,0.4045,0.5893,0.4961,0.1409,0.191,0.1224,1.73,0.1555,3,9.12,7,0.3783,0,0.1513,0.6699,74,1,Casual,0.1122,0.3889,0.4141,0.0848,3,1,0.4169,3883.46
2723,37,Male,1,Low,1,2136.86,2,1860.74,16,2813.0,2,33.77,0.238,0.4586,0.7228,0.1127,0.0871,0.2441,2.66,0.0539,1,5.14,3,0.3503,1,0.1943,0.7187,127,3,Casual,0.1401,0.473,0.3783,0.0085,2,2,0.3494,5685.41
2724,37,Male,3,Mid,0,1992.39,1,1869.37,278,0.0,0,34.83,0.3809,0.442,0.5434,0.1849,0.1199,0.1778,5.36,0.0864,3,3.45,2,0.8638,0,0.2354,0.1436,123,0,Formal,0.4181,0.2776,0.2656,0.0387,1,3,0.4088,3099.57
2725,27,Male,1,High,1,672.25,0,2175.79,22,0.0,0,25.9,0.3839,0.6218,0.7672,0.2087,0.1574,0.0709,4.74,0.2055,1,6.75,4,0.4197,1,0.1991,0.667,211,1,Casual,0.5487,0.2966,0.0602,0.0945,1,5,0.5757,3245.64
2726,20,Female,1,Mid,0,4858.87,4,1679.93,252,39.18,0,18.45,0.269,0.6024,0.8124,0.1782,0.1458,0.0343,2.44,0.0407,1,7.14,4,0.0672,1,0.1926,0.2149,285,8,Casual,0.402,0.1756,0.3383,0.0841,3,2,0.2556,5004.25
2727,31,Female,3,Low,0,12269.55,7,1636.21,302,2006.71,1,15.72,0.3276,0.6647,0.623,0.0527,0.1025,0.1762,5.64,0.129,1,8.85,3,0.4443,1,0.1381,0.483,0,0,Festive,0.2807,0.0399,0.5875,0.0919,6,4,0.4091,10927.49
2728,36,Male,2,High,0,1869.04,2,1958.72,125,3314.53,2,24.06,0.5935,0.5353,0.4464,0.4379,0.2957,0.1925,4.39,0.1004,0,3.57,3,0.4197,0,0.1914,0.7666,192,2,Casual,0.0674,0.3913,0.3311,0.2103,1,1,0.6861,2427.74
2729,30,Male,2,Low,1,0.0,0,1343.34,17,139.84,0,35.28,0.5635,0.4482,0.7685,0.1006,0.1373,0.073,2.48,0.1357,1,3.8,6,0.1961,0,0.0493,0.4466,99,1,Casual,0.2855,0.1816,0.3107,0.2223,2,2,0.7397,2775.23
2730,40,Female,2,Mid,0,35621.25,15,2683.13,334,12769.09,5,20.98,0.2862,0.717,0.4148,0.3369,0.237,0.1047,3.25,0.0332,1,7.8,1,0.4099,0,0.4165,0.3349,44,2,Casual,0.1741,0.3495,0.0986,0.3778,9,6,0.8625,21338.19
2731,27,Male,3,Low,0,22416.13,12,1962.87,77,7369.42,4,46.07,0.8512,0.2475,0.4974,0.3436,0.245,0.1013,4.84,0.1125,0,4.2,3,0.5819,0,0.0533,0.429,147,0,Formal,0.0929,0.3108,0.3563,0.24,2,2,0.4384,16378.44
2732,18,Male,1,High,0,7411.6,6,1330.94,31,1587.48,2,22.1,0.3562,0.669,0.4976,0.0497,0.0538,0.0882,3.82,0.1141,0,4.16,2,0.2121,0,0.157,0.5777,112,1,Casual,0.4288,0.1796,0.3605,0.0311,4,1,0.327,6398.5
2733,24,Female,1,Low,0,6227.11,4,1495.55,280,0.0,0,41.99,0.3271,0.3997,0.706,0.1399,0.0945,0.1094,2.77,0.0661,1,7.48,8,0.5088,1,0.0944,0.3979,84,1,Casual,0.2314,0.2628,0.0764,0.4293,2,7,0.1754,5585.55
2734,29,Male,3,Mid,0,5529.97,3,1436.86,147,0.0,0,32.0,0.2404,0.4934,0.2897,0.0774,0.0981,0.1604,4.99,0.0911,2,8.19,6,0.2982,0,0.0582,0.2693,197,3,Formal,0.0705,0.1051,0.1882,0.6363,1,3,0.4619,5561.0
2735,23,Male,2,High,0,5715.6,3,1820.62,193,5940.14,3,22.66,0.1848,0.6746,0.6402,0.1361,0.1485,0.1176,4.57,0.2486,3,3.5,3,0.5102,1,0.2444,0.8667,189,0,Casual,0.6307,0.2054,0.1098,0.0541,3,4,0.7048,6069.86
2736,25,Female,3,Mid,0,4543.69,7,650.27,130,2885.02,3,16.29,0.4256,0.5769,0.5699,0.0936,0.1007,0.1846,5.26,0.0824,0,4.26,3,0.2796,1,0.1406,0.6673,101,2,Festive,0.279,0.1137,0.5031,0.1042,5,2,0.1567,6263.46
2737,37,Male,1,Low,0,11940.43,6,2049.53,44,3067.16,1,33.09,0.5725,0.4699,0.7043,0.1295,0.184,0.2877,3.6,0.282,2,0.0,2,0.3537,1,0.0132,0.5203,143,1,Casual,0.3492,0.2846,0.2473,0.1189,1,2,0.5744,7949.0
2738,23,Female,3,Low,0,1256.69,2,980.54,240,0.0,0,26.67,0.0794,0.6413,0.3754,0.1457,0.1229,0.0775,3.79,0.2518,0,7.99,7,0.3101,1,0.1983,0.7186,22,0,Casual,0.2661,0.5828,0.123,0.028,1,3,0.3155,3144.35
2739,18,Female,1,Low,0,12967.64,9,1342.02,96,3918.18,3,20.53,0.3643,0.6837,0.2942,0.1048,0.1076,0.2053,4.4,0.1357,0,10.24,4,0.587,1,0.08,0.4609,121,2,Casual,0.1701,0.4573,0.2378,0.1348,5,2,0.9523,10892.62
2740,35,Female,2,Low,0,9386.89,8,1480.53,159,2965.96,2,28.54,0.2275,0.5346,0.1274,0.1768,0.1898,0.0619,3.54,0.3113,0,7.07,6,0.7413,1,0.1252,0.5433,106,2,Casual,0.4603,0.0162,0.3415,0.182,4,2,0.3756,9031.41
2741,34,Male,3,Mid,1,1561.64,1,2174.45,38,0.0,0,30.32,0.436,0.474,0.7909,0.1822,0.125,0.1189,5.43,0.278,2,0.59,5,0.6017,0,0.0497,0.6092,202,2,Casual,0.2283,0.278,0.296,0.1977,2,6,0.2924,2440.49
2742,21,Female,1,Mid,0,9299.65,6,1322.05,97,1308.96,1,19.1,0.1349,0.7207,0.7949,0.1263,0.1951,0.0323,3.99,0.3118,0,8.9,3,0.3412,1,0.2288,0.4499,129,2,Casual,0.363,0.202,0.3369,0.0981,3,1,0.3429,10564.81
2743,35,Male,1,High,1,2525.01,2,1325.37,2,800.82,0,29.05,0.3131,0.523,0.8977,0.2479,0.2326,0.016,4.21,0.1382,1,8.57,5,0.6991,1,0.1077,0.5104,102,2,Casual,0.323,0.3913,0.2662,0.0196,3,1,0.2917,4873.08
2744,20,Female,2,Mid,0,13802.22,9,1401.83,307,6622.37,6,6.12,0.2464,0.8641,0.5338,0.2727,0.2365,0.1955,2.57,0.0348,1,3.83,4,0.3772,1,0.1542,0.7084,224,3,Festive,0.4062,0.3558,0.0221,0.216,8,4,0.8072,12565.03
2745,23,Male,3,High,1,8173.52,4,2382.18,22,727.94,0,14.41,0.5095,0.7273,0.5182,0.1308,0.0966,0.0409,4.54,0.1549,1,8.44,1,0.2525,1,0.1228,0.4055,122,2,Festive,0.5485,0.1873,0.0764,0.1878,2,3,0.6439,12984.66
2746,20,Female,1,Mid,0,6646.8,4,1739.87,20,145.08,0,37.14,0.347,0.4842,0.6775,0.1192,0.1273,0.164,2.03,0.0594,1,2.48,3,0.1837,1,0.2087,0.4655,164,1,Casual,0.3514,0.325,0.0564,0.2671,4,3,0.1809,5615.85
2747,25,Male,3,Mid,1,2858.94,3,972.32,17,0.0,0,24.08,0.4688,0.5568,0.6847,0.263,0.2219,0.2425,3.8,0.2408,0,7.34,3,0.4433,1,0.167,0.3495,99,1,Casual,0.2296,0.1864,0.158,0.426,5,2,0.4384,5160.49
2748,34,Male,1,Mid,0,13886.54,11,1235.57,276,1726.77,2,34.49,0.2692,0.5005,0.2843,0.0819,0.0612,0.0836,2.9,0.2927,4,3.92,6,0.4987,1,0.1203,0.127,182,2,Festive,0.5109,0.2221,0.083,0.184,4,4,0.1352,11171.97
2749,31,Female,2,Mid,1,8483.99,7,1134.08,30,2082.9,1,33.32,0.2896,0.5021,0.5335,0.0531,0.2168,0.1062,1.32,0.0,0,6.74,0,0.5964,1,0.1415,0.5375,120,2,Casual,0.6625,0.2375,0.0718,0.0281,1,4,0.3508,7499.13
2750,22,Male,1,Low,0,8510.0,5,1851.99,261,4564.55,3,37.55,0.1057,0.5063,0.5802,0.07,0.0946,0.0894,4.38,0.0685,0,6.71,0,0.3597,0,0.0921,0.3171,169,0,Casual,0.2995,0.6035,0.0289,0.0681,4,1,0.1399,7070.51
2751,31,Male,3,Mid,0,442.85,4,958.05,59,1706.0,1,34.69,0.3863,0.5775,0.6445,0.268,0.2104,0.3398,6.67,0.1197,2,4.43,5,0.1769,1,0.0524,0.4629,125,1,Formal,0.2476,0.3942,0.3097,0.0485,2,5,0.2922,2690.45
2752,32,Female,1,Mid,0,25273.61,15,1649.39,127,11453.61,7,36.65,0.1714,0.4926,0.5811,0.0302,0.0406,0.1291,4.28,0.0484,0,4.93,2,0.3998,1,0.1443,0.3838,216,1,Casual,0.3178,0.123,0.3688,0.1905,4,3,0.4784,19966.12
2753,37,Female,2,Low,0,7999.03,5,1249.71,31,1940.48,2,13.06,0.2624,0.7912,0.2787,0.018,0.0845,0.1334,5.01,0.2007,1,7.25,1,0.5678,1,0.1286,0.5344,183,4,Casual,0.3847,0.0331,0.5187,0.0635,2,1,0.5223,7623.91
2754,32,Male,1,Mid,0,7042.88,5,1110.51,337,2360.55,3,44.2,0.2692,0.2801,0.67,0.1715,0.1183,0.0742,2.12,0.0434,0,8.18,4,0.5106,0,0.1579,0.5708,77,1,Festive,0.159,0.4421,0.3945,0.0044,8,4,0.6794,7760.23
2755,35,Female,3,Low,0,7746.21,6,1458.74,45,1413.7,1,33.85,0.5017,0.3583,0.418,0.288,0.195,0.2797,3.67,0.0554,1,9.77,3,0.093,1,0.2702,0.5578,119,1,Casual,0.468,0.2716,0.2401,0.0204,3,4,0.5445,7992.44
2756,30,Female,2,Mid,0,5827.8,6,1350.97,357,0.0,0,52.81,0.1407,0.3536,0.4949,0.3181,0.2002,0.2847,3.84,0.1347,0,8.04,5,0.0804,1,0.1722,0.2646,210,2,Formal,0.2661,0.5767,0.0985,0.0588,5,3,0.7949,5166.0
2757,22,Female,1,Mid,0,12336.88,5,2140.04,349,6272.34,3,26.3,0.2192,0.6641,0.2686,0.0355,0.0585,0.2132,5.77,0.1027,0,6.77,1,0.5383,0,0.1136,0.1864,58,0,Festive,0.2769,0.1731,0.3402,0.2099,1,1,0.4768,9304.25
2758,30,Female,1,High,0,1237.22,1,1698.16,91,513.59,0,19.41,0.2501,0.752,0.4046,0.0037,0.0416,0.1704,1.16,0.209,2,2.24,3,0.3745,1,0.0547,0.1192,197,6,Casual,0.5093,0.3477,0.1203,0.0228,3,1,0.3635,2638.32
2759,39,Female,2,Mid,0,15001.95,7,2074.06,126,9719.49,5,39.25,0.307,0.5465,0.5495,0.1808,0.1549,0.0521,3.84,0.2264,0,6.21,4,0.7099,1,0.1532,0.5695,117,0,Festive,0.1619,0.2228,0.1742,0.441,3,5,0.5191,13489.09
2760,39,Female,2,Mid,0,16233.77,11,1519.15,80,4432.17,3,36.44,0.463,0.4108,0.5119,0.2719,0.2016,0.0682,4.45,0.2333,1,4.23,2,0.3945,0,0.4122,0.5403,17,0,Casual,0.413,0.4903,0.039,0.0577,3,4,0.5201,9665.07
2761,18,Female,3,Mid,0,3541.9,2,933.55,194,2735.29,2,10.77,0.5694,0.6787,0.4065,0.0587,0.0461,0.1137,7.31,0.2269,0,5.2,4,0.4386,1,0.1123,0.2832,71,2,Festive,0.033,0.8997,0.0048,0.0625,1,2,0.1989,4411.41
2762,34,Female,2,High,1,1535.28,0,2162.59,2,870.86,0,27.19,0.3288,0.6173,0.7499,0.1592,0.159,0.1346,5.22,0.2259,1,0.0,3,0.2957,1,0.0087,0.4313,156,2,Casual,0.211,0.3326,0.3486,0.1079,1,1,0.657,2349.27
2763,25,Male,2,Mid,0,8027.39,4,2167.35,272,4421.0,2,21.64,0.2991,0.6294,0.9042,0.1522,0.1305,0.3062,5.0,0.0635,2,3.58,3,0.6077,0,0.0492,0.3278,76,1,Casual,0.1659,0.647,0.1869,0.0002,2,1,0.4779,4008.14
2764,32,Male,2,Mid,1,2784.99,2,1043.06,40,0.0,0,22.81,0.1657,0.6024,0.5855,0.0777,0.0768,0.0843,4.94,0.0652,1,4.47,5,0.3074,0,0.326,0.6955,80,0,Formal,0.2074,0.348,0.1909,0.2537,3,2,0.5655,6025.21
2765,18,Male,2,Mid,0,73.66,2,1822.63,257,0.0,0,28.68,0.3044,0.5554,0.1385,0.1225,0.1057,0.3184,4.69,0.0921,2,8.03,2,0.1373,1,0.1713,0.4697,145,1,Festive,0.171,0.0772,0.4641,0.2878,3,3,0.728,4345.76
2766,26,Female,1,Mid,0,12406.06,6,2362.99,214,3192.75,1,18.71,0.3309,0.7477,0.4126,0.0915,0.1159,0.0756,2.03,0.0709,1,6.63,2,0.4934,1,0.0836,0.1271,9,0,Formal,0.2994,0.231,0.1322,0.3373,5,2,0.2076,12681.1
2767,18,Male,1,Mid,0,4835.19,3,1062.67,24,885.77,0,38.8,0.2518,0.5268,0.6791,0.2241,0.1699,0.0531,2.55,0.0416,0,4.74,4,0.4731,1,0.3326,0.5287,63,0,Formal,0.2758,0.1818,0.2964,0.246,1,1,0.3613,5943.79
2768,26,Female,1,High,0,23476.59,11,2307.94,20,3722.28,2,19.95,0.1491,0.6834,0.5781,0.2673,0.1727,0.0957,3.21,0.0508,1,8.13,7,0.2518,1,0.1136,0.4562,182,0,Festive,0.5513,0.0239,0.1739,0.2509,5,5,0.1035,21895.16
2769,34,Female,2,Mid,0,28336.13,13,2213.99,133,1279.71,1,19.94,0.3766,0.6613,0.5176,0.1642,0.136,0.2607,3.36,0.0507,0,6.43,4,0.4372,1,0.1732,0.526,147,1,Casual,0.3842,0.1967,0.2211,0.198,6,6,0.8648,21145.84
2770,33,Other,1,Mid,0,7235.42,3,2126.38,17,3371.86,2,15.28,0.2798,0.7753,0.6783,0.0564,0.0918,0.3379,3.11,0.1105,3,7.19,6,0.8201,1,0.2172,0.6483,52,1,Festive,0.198,0.3122,0.2813,0.2085,4,3,0.4667,8598.31
2771,46,Male,2,Low,0,11164.04,7,1488.06,107,1247.16,1,30.98,0.1777,0.6174,0.593,0.1517,0.1114,0.0684,2.94,0.013,1,3.8,2,0.3949,1,0.0724,0.3682,112,4,Casual,0.512,0.3061,0.116,0.0659,2,2,0.2744,9184.87
2772,25,Female,1,Low,1,2229.01,1,1204.91,37,0.0,0,16.2,0.463,0.6378,0.7828,0.1009,0.129,0.1607,4.42,0.1961,2,3.79,5,0.4088,1,0.1077,0.4021,126,2,Casual,0.155,0.0971,0.4383,0.3095,2,3,0.7118,3774.23
2773,22,Female,2,Low,0,10300.7,7,1403.07,109,2789.0,2,33.64,0.167,0.4538,0.4342,0.0824,0.1471,0.1607,5.98,0.1331,0,7.86,3,0.0424,1,0.1481,0.5452,143,0,Casual,0.2418,0.3952,0.3145,0.0485,5,3,0.7057,10725.67
2774,40,Male,1,Low,0,12802.84,7,1609.34,163,1326.41,1,39.06,0.4491,0.4509,0.6247,0.1516,0.1773,0.0953,2.93,0.1229,1,6.42,4,0.5887,1,0.1674,0.3174,141,4,Festive,0.2852,0.1162,0.2946,0.304,5,1,0.5596,9730.91
2775,18,Female,2,Mid,0,10040.43,6,1846.03,246,2833.39,2,22.9,0.2854,0.8165,0.3843,0.1538,0.0987,0.1179,4.65,0.546,1,8.67,1,0.2676,1,0.2948,0.2356,217,2,Casual,0.0933,0.1661,0.6026,0.138,3,2,0.5406,7945.07
2776,31,Male,1,Mid,0,9418.05,8,1341.47,79,2739.89,2,42.45,0.3122,0.3462,0.2735,0.1152,0.1437,0.183,4.93,0.1183,1,9.22,4,0.4503,0,0.1866,0.4113,167,3,Casual,0.2673,0.1368,0.0977,0.4981,4,2,0.239,11560.08
