Unique_id,AD_ID,Air Date,Air Time,Time Zone,Client Product Code,Product ID,Length,Network ID,Network Name,Network Type,Network DMA,Network Feed,HH Impressions,HH Ratings,Spot Cost,Spot Cost Discounted
SPYMYA2MC061416480.45,SPYMYA2MC061,1/9/2014,10:48 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA2ME010416480.466666666666667,SPYMYA2ME010,1/9/2014,11:12 AM,EST,MSDR02,SPYMYA,120,TNNK,TeenNick,Broadcast,National,L,27,0.02,200,190
SPYMYA60C006416480.478472222222222,SPYMYA60C006,1/9/2014,11:29 AM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,63,0.05,75,71.25
SPYMYA60C002H416480.502083333333333,SPYMYA60C002H,1/9/2014,12:03 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,105,0.09,75,71.25
SPYMYA60C002H416480.522916666666667,SPYMYA60C002H,1/9/2014,12:33 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,79,0.07,75,71.25
MYSPYR60A004416480.526388888888889,MYSPYR60A004,1/9/2014,12:38 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA2ME002H416480.565277777777778,SPYMYA2ME002H,1/9/2014,1:34 PM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,102,0.09,100,95
MYSPYR60A004416480.567361111111111,MYSPYR60A004,1/9/2014,1:37 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA2MC088416480.569444444444444,SPYMYA2MC088,1/9/2014,1:40 PM,EST,MSDR02,SPYMYA,120,NECN,NECN,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC027416480.597916666666667,SPYMYA2MC027,1/9/2014,2:21 PM,EST,MSDR02,SPYMYA,120,SPMN,Sportsman,Cable, ,L,,,50,47.5
SPYMYA60C004H416480.60625,SPYMYA60C004H,1/9/2014,2:33 PM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,47,0.04,100,95
SPYMYA60C002H416480.607638888888889,SPYMYA60C002H,1/9/2014,2:35 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,169,0.15,100,95
MYSPYR60A004416480.623611111111111,MYSPYR60A004,1/9/2014,2:58 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA2MC026416480.640972222222222,SPYMYA2MC026,1/9/2014,3:23 PM,EST,MSDR02,SPYMYA,120,RLTV,RLTV,Cable,National,,,,15,14.25
SPYMYA2MC063416480.645138888888889,SPYMYA2MC063,1/9/2014,3:29 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,15,14.25
SPYMYA2MC063416480.663888888888889,SPYMYA2MC063,1/9/2014,3:56 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,15,14.25
SPYMYA60A019416480.678472222222222,SPYMYA60A019,1/9/2014,4:17 PM,EST,MSDR02,SPYMYA,60,GOLF,Golf Channel,Cable,National,L,44,0.04,75,71.25
SPYMYA60B003416480.694444444444445,SPYMYA60B003,1/9/2014,4:40 PM,EST,MSDR02,SPYMYA,60,DISCLOC,Discovery Network Local,Cable,National,D,428,0.37,20,19
SPYMYA60B009416480.696527777777778,SPYMYA60B009,1/9/2014,4:43 PM,EST,MSDR02,SPYMYA,60,DAMLOC,Destination America Local,Cable,Local,L,76,0.07,40,38
SPYMYA2MC005416480.705555555555556,SPYMYA2MC005,1/9/2014,4:56 PM,EST,MSDR02,SPYMYA,120,WLNY,WLNY-TV,Broadcast,NEW YORK,,,,100,95
SPYMYA60B003416480.725694444444445,SPYMYA60B003,1/9/2014,5:25 PM,EST,MSDR02,SPYMYA,60,DISCLOC,Discovery Network Local,Cable,National,D,413,0.36,20,19
SPYMYA60C004H416480.753472222222222,SPYMYA60C004H,1/9/2014,6:05 PM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,77,0.07,100,95
SPYMYA60B003416480.767361111111111,SPYMYA60B003,1/9/2014,6:25 PM,EST,MSDR02,SPYMYA,60,DISCLOC,Discovery Network Local,Cable,National,D,579,0.5,30,28.5
SPYMYA2MC027416480.773611111111111,SPYMYA2MC027,1/9/2014,6:34 PM,EST,MSDR02,SPYMYA,120,SPMN,Sportsman,Cable, ,L,,,50,47.5
MYSPYR60A004416480.776388888888889,MYSPYR60A004,1/9/2014,6:38 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA60B008416480.779861111111111,SPYMYA60B008,1/9/2014,6:43 PM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,77,0.07,150,142.5
SPYMYA60B019416480.782638888888889,SPYMYA60B019,1/9/2014,6:47 PM,EST,MSDR02,SPYMYA,60,DIYLOC,DIY Local,Cable,National,L,123,0.11,20,19
SPYMYA2MC061416480.799305555555556,SPYMYA2MC061,1/9/2014,7:11 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA2MC063416480.808333333333333,SPYMYA2MC063,1/9/2014,7:24 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,20,19
SPYMYA60B008416480.813888888888889,SPYMYA60B008,1/9/2014,7:32 PM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,300,0.26,175,166.25
SPYMYA60B003416480.814583333333333,SPYMYA60B003,1/9/2014,7:33 PM,EST,MSDR02,SPYMYA,60,DISCLOC,Discovery Network Local,Cable,National,D,587,0.51,30,28.5
SPYMYA2MC026416480.817361111111111,SPYMYA2MC026,1/9/2014,7:37 PM,EST,MSDR02,SPYMYA,120,RLTV,RLTV,Cable,National,,,,15,14.25
SPYMYA60B008416480.849305555555556,SPYMYA60B008,1/9/2014,8:23 PM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,217,0.19,125,118.75
SPYMYA2MC061416480.850694444444445,SPYMYA2MC061,1/9/2014,8:25 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA2MC088416480.852777777777778,SPYMYA2MC088,1/9/2014,8:28 PM,EST,MSDR02,SPYMYA,120,NECN,NECN,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC026416480.853472222222222,SPYMYA2MC026,1/9/2014,8:29 PM,EST,MSDR02,SPYMYA,120,RLTV,RLTV,Cable,National,,,,15,14.25
SPYMYA2MC063416480.86875,SPYMYA2MC063,1/9/2014,8:51 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,20,19
SPYMYA60C002H416480.897916666666667,SPYMYA60C002H,1/9/2014,9:33 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,274,0.24,150,142.5
SPYMYA60C002H416480.925694444444444,SPYMYA60C002H,1/9/2014,10:13 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,262,0.23,150,142.5
SPYMYA60C006416480.925694444444444,SPYMYA60C006,1/9/2014,10:13 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,238,0.21,75,71.25
SPYMYA60C006416480.946527777777778,SPYMYA60C006,1/9/2014,10:43 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,246,0.21,75,71.25
SPYMYA2MC029416480.956944444444444,SPYMYA2MC029,1/9/2014,10:58 PM,EST,MSDR02,SPYMYA,120,WSBK,WSBK,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC061416480.988888888888889,SPYMYA2MC061,1/9/2014,11:44 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
MYSPYR60A004416490.00902777777777778,MYSPYR60A004,1/10/2014,12:13 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA60B008416490.0222222222222222,SPYMYA60B008,1/10/2014,12:32 AM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,90,0.08,75,71.25
SPYMYA60C002H416490.0326388888888889,SPYMYA60C002H,1/10/2014,12:47 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,258,0.22,20,19
SPYMYA60B009416490.0513888888888889,SPYMYA60B009,1/10/2014,1:14 AM,EST,MSDR02,SPYMYA,60,DAMLOC,Destination America Local,Cable,Local,L,97,0.08,25,23.75
SPYMYA60B008416490.0520833333333333,SPYMYA60B008,1/10/2014,1:15 AM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,43,0.04,75,71.25
MYSPYR60A004416490.0659722222222222,MYSPYR60A004,1/10/2014,1:35 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA60C002H416490.0729166666666667,SPYMYA60C002H,1/10/2014,1:45 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,226,0.19,20,19
MYSPYR60A004416490.0902777777777778,MYSPYR60A004,1/10/2014,2:10 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA2MC061416490.111111111111111,SPYMYA2MC061,1/10/2014,2:40 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
SPYMYA60C002H416490.114583333333333,SPYMYA60C002H,1/10/2014,2:45 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,164,0.14,15,14.25
SPYMYA60B009416490.121527777777778,SPYMYA60B009,1/10/2014,2:55 AM,EST,MSDR02,SPYMYA,60,DAMLOC,Destination America Local,Cable,Local,L,90,0.08,25,23.75
SPYMYA60B014416490.151388888888889,SPYMYA60B014,1/10/2014,3:38 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,116,0.1,10,9.5
SPYMYA60C002H416490.181944444444444,SPYMYA60C002H,1/10/2014,4:22 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,151,0.13,15,14.25
MYSPYR60A001416490.192361111111111,MYSPYR60A001,1/10/2014,4:37 AM,EST,MSDR02R,MYSPYR,60,CMT,CMT,Cable,National,D,99,0.09,40,38
SPYMYA60B014416490.192361111111111,SPYMYA60B014,1/10/2014,4:37 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,100,0.09,10,9.5
SPYMYA2ME002H416490.197222222222222,SPYMYA2ME002H,1/10/2014,4:44 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,149,0.13,20,19
SPYMYA2MC061416490.204861111111111,SPYMYA2MC061,1/10/2014,4:55 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
MYSPYR60A001416490.215277777777778,MYSPYR60A001,1/10/2014,5:10 AM,EST,MSDR02R,MYSPYR,60,CMT,CMT,Cable,National,D,99,0.09,40,38
SPYMYA2ME002H416490.218055555555556,SPYMYA2ME002H,1/10/2014,5:14 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,154,0.13,20,19
SPYMYA60B003416490.227083333333333,SPYMYA60B003,1/10/2014,5:27 AM,EST,MSDR02,SPYMYA,60,DISCLOC,Discovery Network Local,Cable,National,D,,,20,19
SPYMYA2ME002H416490.257638888888889,SPYMYA2ME002H,1/10/2014,6:11 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,197,0.17,50,47.5
SPYMYA60D001H416490.259027777777778,SPYMYA60D001H,1/10/2014,6:13 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,22,0.02,10,9.5
MYSPYR60A005416490.26875,MYSPYR60A005,1/10/2014,6:27 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
SPYMYA60C002H416490.289583333333333,SPYMYA60C002H,1/10/2014,6:57 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,184,0.16,75,71.25
SPYMYA60B014416490.31875,SPYMYA60B014,1/10/2014,7:39 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,67,0.06,15,14.25
SPYMYA60C004H416490.319444444444444,SPYMYA60C004H,1/10/2014,7:40 AM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,26,0.02,75,71.25
MYSPYR60A005416490.322222222222222,MYSPYR60A005,1/10/2014,7:44 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
SPYMYA60C006416490.353472222222222,SPYMYA60C006,1/10/2014,8:29 AM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,119,0.1,50,47.5
SPYMYA60D001H416490.363194444444444,SPYMYA60D001H,1/10/2014,8:43 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,18,0.02,10,9.5
SPYMYA60B014416490.367361111111111,SPYMYA60B014,1/10/2014,8:49 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,66,0.06,15,14.25
SPYMYA2MC061416490.367361111111111,SPYMYA2MC061,1/10/2014,8:49 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA2MC040416490.372916666666667,SPYMYA2MC040,1/10/2014,8:57 AM,EST,MSDR02,SPYMYA,120,MSNBC,MSNBC,Cable,National,L,372,0.32,1000,950
MYSPYR60A004416490.375,MYSPYR60A004,1/10/2014,9:00 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA2ME002H416490.382638888888889,SPYMYA2ME002H,1/10/2014,9:11 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,106,0.09,100,95
SPYMYA60D001H416490.390277777777778,SPYMYA60D001H,1/10/2014,9:22 AM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,22,0.02,10,9.5
MYSPYR60A004416490.393055555555556,MYSPYR60A004,1/10/2014,9:26 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA60C004H416490.407638888888889,SPYMYA60C004H,1/10/2014,9:47 AM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,37,0.03,75,71.25
SPYMYA60C004H416490.423611111111111,SPYMYA60C004H,1/10/2014,10:10 AM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,67,0.06,100,95
MYSPYR60A004416490.434722222222222,MYSPYR60A004,1/10/2014,10:26 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA60C004H416490.444444444444444,SPYMYA60C004H,1/10/2014,10:40 AM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,78,0.07,100,95
SPYMYA2ME002H416490.459027777777778,SPYMYA2ME002H,1/10/2014,11:01 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,119,0.1,100,95
MYSPYR60A004416490.464583333333333,MYSPYR60A004,1/10/2014,11:09 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA2MC029416490.482638888888889,SPYMYA2MC029,1/10/2014,11:35 AM,EST,MSDR02,SPYMYA,120,WSBK,WSBK,Cable,BOSTON (MANCHESTER),,,,60,57
MYSPYR60A004416490.485416666666667,MYSPYR60A004,1/10/2014,11:39 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA2MC063416490.502083333333333,SPYMYA2MC063,1/10/2014,12:03 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,15,14.25
SPYMYA2MC061416490.506944444444444,SPYMYA2MC061,1/10/2014,12:10 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60C002H416490.509722222222222,SPYMYA60C002H,1/10/2014,12:14 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,137,0.12,75,71.25
SPYMYA2MC005416490.535416666666667,SPYMYA2MC005,1/10/2014,12:51 PM,EST,MSDR02,SPYMYA,120,WLNY,WLNY-TV,Broadcast,NEW YORK,,,,100,95
SPYMYA2ME002H416490.542361111111111,SPYMYA2ME002H,1/10/2014,1:01 PM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,121,0.1,100,95
SPYMYA60C004H416490.547916666666667,SPYMYA60C004H,1/10/2014,1:09 PM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,36,0.03,100,95
SPYMYA2MC088416490.561805555555556,SPYMYA2MC088,1/10/2014,1:29 PM,EST,MSDR02,SPYMYA,120,NECN,NECN,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC063416490.569444444444444,SPYMYA2MC063,1/10/2014,1:40 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,15,14.25
SPYMYA60D001H416490.590277777777778,SPYMYA60D001H,1/10/2014,2:10 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,74,0.06,20,19
SPYMYA60C002H416490.614583333333333,SPYMYA60C002H,1/10/2014,2:45 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,223,0.19,100,95
MYSPYR60A004416490.615972222222222,MYSPYR60A004,1/10/2014,2:47 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,15,14.25
SPYMYA2MC029416490.640277777777778,SPYMYA2MC029,1/10/2014,3:22 PM,EST,MSDR02,SPYMYA,120,WSBK,WSBK,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC026416490.640972222222222,SPYMYA2MC026,1/10/2014,3:23 PM,EST,MSDR02,SPYMYA,120,RLTV,RLTV,Cable,National,,,,15,14.25
SPYMYA2MC005416490.6625,SPYMYA2MC005,1/10/2014,3:54 PM,EST,MSDR02,SPYMYA,120,WLNY,WLNY-TV,Broadcast,NEW YORK,,,,100,95
SPYMYA60D001H416490.680555555555555,SPYMYA60D001H,1/10/2014,4:20 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,55,0.05,30,28.5
SPYMYA2MC029416490.684027777777778,SPYMYA2MC029,1/10/2014,4:25 PM,EST,MSDR02,SPYMYA,120,WSBK,WSBK,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC029416490.689583333333333,SPYMYA2MC029,1/10/2014,4:33 PM,EST,MSDR02,SPYMYA,120,WSBK,WSBK,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC088416490.706944444444444,SPYMYA2MC088,1/10/2014,4:58 PM,EST,MSDR02,SPYMYA,120,NECN,NECN,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA60C004H416490.721527777777778,SPYMYA60C004H,1/10/2014,5:19 PM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,28,0.02,100,95
SPYMYA60B009416490.734722222222222,SPYMYA60B009,1/10/2014,5:38 PM,EST,MSDR02,SPYMYA,60,DAMLOC,Destination America Local,Cable,Local,L,98,0.08,40,38
SPYMYA60C006416490.758333333333333,SPYMYA60C006,1/10/2014,6:12 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,132,0.11,75,71.25
SPYMYA60C004H416490.778472222222222,SPYMYA60C004H,1/10/2014,6:41 PM,EST,MSDR02,SPYMYA,60,HUB,HUB,Cable,National,L,34,0.03,100,95
SPYMYA60B008416490.780555555555556,SPYMYA60B008,1/10/2014,6:44 PM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,89,0.08,150,142.5
SPYMYA60B019416490.782638888888889,SPYMYA60B019,1/10/2014,6:47 PM,EST,MSDR02,SPYMYA,60,DIYLOC,DIY Local,Cable,National,L,109,0.09,20,19
SPYMYA60C002H416490.802777777777778,SPYMYA60C002H,1/10/2014,7:16 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,384,0.33,150,142.5
SPYMYA60B008416490.813194444444444,SPYMYA60B008,1/10/2014,7:31 PM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,371,0.32,175,166.25
SPYMYA2MC061416490.815277777777778,SPYMYA2MC061,1/10/2014,7:34 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60C006416490.819444444444445,SPYMYA60C006,1/10/2014,7:40 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,244,0.21,75,71.25
SPYMYA2MC063416490.829861111111111,SPYMYA2MC063,1/10/2014,7:55 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,20,19
SPYMYA60C006416490.847222222222222,SPYMYA60C006,1/10/2014,8:20 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,160,0.14,75,71.25
SPYMYA60B008416490.863194444444444,SPYMYA60B008,1/10/2014,8:43 PM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,206,0.18,125,118.75
SPYMYA60C006416490.88125,SPYMYA60C006,1/10/2014,9:09 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,179,0.15,75,71.25
SPYMYA2MC063416490.890277777777778,SPYMYA2MC063,1/10/2014,9:22 PM,EST,MSDR02,SPYMYA,120,ASPR,Aspire,Network,National,,,,20,19
SPYMYA60C002H416490.924305555555556,SPYMYA60C002H,1/10/2014,10:11 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,299,0.26,150,142.5
SPYMYA60D001H416490.925,SPYMYA60D001H,1/10/2014,10:12 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,73,0.06,40,38
SPYMYA2MC088416490.936805555555556,SPYMYA2MC088,1/10/2014,10:29 PM,EST,MSDR02,SPYMYA,120,NECN,NECN,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA2MC029416490.956944444444444,SPYMYA2MC029,1/10/2014,10:58 PM,EST,MSDR02,SPYMYA,120,WSBK,WSBK,Cable,BOSTON (MANCHESTER),,,,50,47.5
SPYMYA60C002H416490.965972222222222,SPYMYA60C002H,1/10/2014,11:11 PM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,258,0.22,150,142.5
SPYMYA60B014416490.975,SPYMYA60B014,1/10/2014,11:24 PM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,132,0.11,15,14.25
SPYMYA2MC061416490.977083333333333,SPYMYA2MC061,1/10/2014,11:27 PM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,20,19
SPYMYA60C006416490.9875,SPYMYA60C006,1/10/2014,11:42 PM,EST,MSDR02,SPYMYA,60,NKTNS,Nicktoons,Broadcast,National,L,187,0.16,75,71.25
SPYMYA60D001H416490.990972222222222,SPYMYA60D001H,1/10/2014,11:47 PM,EST,MSDR02,SPYMYA,60,HUBLOC,HUB Local,Cable,National,L,74,0.06,40,38
MYSPYR60A004416490.99375,MYSPYR60A004,1/10/2014,11:51 PM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA60B009416490.99375,SPYMYA60B009,1/10/2014,11:51 PM,EST,MSDR02,SPYMYA,60,DAMLOC,Destination America Local,Cable,Local,L,147,0.13,25,23.75
SPYMYA60B014416500.00972222222222222,SPYMYA60B014,1/11/2014,12:14 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,,,15,14.25
SPYMYA60B008416500.0215277777777778,SPYMYA60B008,1/11/2014,12:31 AM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,89,0.08,75,71.25
MYSPYR60A004416500.0277777777777778,MYSPYR60A004,1/11/2014,12:40 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA60B014416500.0347222222222222,SPYMYA60B014,1/11/2014,12:50 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,,,15,14.25
MYSPYR60A004416500.0513888888888889,MYSPYR60A004,1/11/2014,1:14 AM,EST,MSDR02R,MYSPYR,60,NHLN,NHL,Cable,National,,,,10,9.5
SPYMYA2MC025416500.0548611111111111,SPYMYA2MC025,1/11/2014,1:19 AM,EST,MSDR02,SPYMYA,120,LOGO,Logo,Cable,National,D,25,0.02,30,28.5
SPYMYA2MC072416500.0569444444444444,SPYMYA2MC072,1/11/2014,1:22 AM,EST,MSDR02,SPYMYA,120,CLOO,CLOO,Cable,National,L,35,0.03,25,23.75
SPYMYA2MC025416500.0673611111111111,SPYMYA2MC025,1/11/2014,1:37 AM,EST,MSDR02,SPYMYA,120,LOGO,Logo,Cable,National,D,19,0.02,30,28.5
SPYMYA60B008416500.0722222222222222,SPYMYA60B008,1/11/2014,1:44 AM,EST,MSDR02,SPYMYA,60,TVGNLOC,TV Guide Channel Local,Cable,National,D,49,0.04,75,71.25
SPYMYA2MC061416500.0798611111111111,SPYMYA2MC061,1/11/2014,1:55 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
SPYMYA60B009416500.0958333333333333,SPYMYA60B009,1/11/2014,2:18 AM,EST,MSDR02,SPYMYA,60,DAMLOC,Destination America Local,Cable,Local,L,114,0.1,25,23.75
SPYMYA60B014416500.151388888888889,SPYMYA60B014,1/11/2014,3:38 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,98,0.08,10,9.5
SPYMYA2MC061416500.175694444444444,SPYMYA2MC061,1/11/2014,4:13 AM,EST,MSDR02,SPYMYA,120,KCDO,KCDO TV,Broadcast_Regional,Denver,,,,0,0
SPYMYA2MC077416500.190972222222222,SPYMYA2MC077,1/11/2014,4:35 AM,EST,MSDR02,SPYMYA,120,UHD,Universal HD,Cable,National,,,,5,4.75
SPYMYA60B014416500.200694444444444,SPYMYA60B014,1/11/2014,4:49 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,96,0.08,10,9.5
MYSPYR60A001416500.214583333333333,MYSPYR60A001,1/11/2014,5:09 AM,EST,MSDR02R,MYSPYR,60,CMT,CMT,Cable,National,D,66,0.06,40,38
SPYMYA2ME002H416500.21875,SPYMYA2ME002H,1/11/2014,5:15 AM,EST,MSDR02,SPYMYA,120,DXD,DXD,Cable,National,D,218,0.19,20,19
SPYMYA60C002H416500.231944444444444,SPYMYA60C002H,1/11/2014,5:34 AM,EST,MSDR02,SPYMYA,60,DXD,DXD,Cable,National,D,221,0.19,15,14.25
SPYMYA60B014416500.240972222222222,SPYMYA60B014,1/11/2014,5:47 AM,EST,MSDR02,SPYMYA,60,MILLOC,American Heroes Channel Local,Cable,National,L,117,0.1,10,9.5
MYSPYR60A005416500.248611111111111,MYSPYR60A005,1/11/2014,5:58 AM,EST,MSDR02R,MYSPYR,60,SPMN,Sportsman,Cable, ,L,,,60,57
