AGE	CRED	MS	HEQ	INCOME	DEPC	MOB	MILEAGE	RESTYPE	GENDER	EMP_STA	RES_STA	DELINQ	NUMTR	MRTGI	MFDU	resp	female	HOME	CONDO	COOP	renter	emp1	emp2	msn	cuscode
36	572	M	50	60	N	Y	13.353	HOME	M	1,2	1,2	1	2	Y	0	0	0	1	0	0	1	1	0	1	7675
38	563	M	10	50	N	N	13.213	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	1	7676
42	590	M	90	40	Y	Y	0.693	RENTER	M	1,2	1,2	0	3	N	1	1	0	0	0	0	1	1	0	1	7677
41	583	U	50	60	Y	Y	14.002	COOP	M	1,2	1,2	0	0	Y	1	0	0	0	0	1	1	1	0	0	7678
35	565	U	10	60	N	N	15.494	RENTER	F	3+	1,2	3	0	N	1	0	1	0	0	0	1	0	1	0	7679
31	596	U	70	50	Y	N	18.515	HOME	M	1,2	3+	0	0	N	0	0	0	1	0	0	1	1	0	0	7680
40	594	U	30	40	N	Y	7.224	HOME	F	1,2	3+	0	1	Y	0	0	1	1	0	0	1	1	0	0	7681
46	597	M	70	70	N	N	10.783	RENTER	M	1,2	1,2	2	0	N	1	0	0	0	0	0	1	1	0	1	7682
36	591	M	30	40	N	Y	14.314	HOME	F	1,2	1,2	1	1	Y	0	0	1	1	0	0	1	1	0	1	7683
39	583	M	0.1	60	Y	Y	12.469	RENTER	M	1,2	1,2	0	2	N	1	0	0	0	0	0	1	1	0	1	7684
33	596	U	50	60	Y	Y	11.884	HOME	M	1,2	1,2	2	1	Y	0	0	0	1	0	0	1	1	0	0	7685
48	586	M	90	30	N	Y	13.209	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	7686
33	575	U	70	40	N	N	13.949	HOME	M	1,2	1,2	0	1	N	0	0	0	1	0	0	1	1	0	0	7687
44	575	U	30	50	N	Y	4.251	HOME	F	3+	1,2	1	0	Y	0	0	1	1	0	0	1	0	1	0	7688
34	567	U	70	60	N	Y	6.378	RENTER	F	1,2	1,2	4	0	N	1	0	1	0	0	0	1	1	0	0	7689
39	589	M	10	20	Y	Y	14.801	RENTER	M	1,2	1,2	0	3	N	1	0	0	0	0	0	1	1	0	1	7690
31	565	M	30	40	N	N	11.499	RENTER	M	1,2	1,2	0	1	N	1	0	0	0	0	0	1	1	0	1	7691
34	591	M	10	60	Y	Y	15.729	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	7692
30	555	M	30	50	Y	N	17.971	HOME	F	1,2	1,2	3	0	N	0	0	1	1	0	0	1	1	0	1	7693
46	573	M	70	60	N	N	14.519	HOME	M	1,2	1,2	0	2	Y	0	0	0	1	0	0	1	1	0	1	7694
46	582	U	50	40	Y	N	14.489	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	7695
41	566	M	30	60	Y	N	12.964	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	7696
35	558	U	10	60	Y	Y	10.435	HOME	F	1,2	1,2	3	0	Y	0	0	1	1	0	0	1	1	0	0	7697
41	556	U	30	40	Y	Y	11.75	HOME	M	1,2	1,2	0	3	Y	0	0	0	1	0	0	1	1	0	0	7698
42	578	U	30	50	N	Y	11.218	COOP	F	1,2	1,2	4	3	Y	1	0	1	0	0	1	1	1	0	0	7699
50	586	M	50	50	Y	N	5.31	RENTER	M	1,2	1,2	2	0	N	1	0	0	0	0	0	1	1	0	1	7700
47	567	M	70	50	N	Y	10.953	RENTER	F	1,2	1,2	1	0	N	1	0	1	0	0	0	1	1	0	1	7701
33	579	U	30	50	N	Y	13.567	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	7702
46	555	M	30	30	N	N	18.182	HOME	F	3+	1,2	1	3	N	0	0	1	1	0	0	1	0	1	1	7703
35	550	M	30	40	Y	Y	4.719	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	7704
30	579	M	50	40	N	Y	11.174	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7705
44	591	X	10	30	N	Y	16.631	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	0	7706
49	577	U	10	40	Y	Y	10.1	HOME	F	1,2	1,2	1	0	N	0	0	1	1	0	0	1	1	0	0	7707
36	562	M	90	50	N	Y	12.062	RENTER	F	1,2	1,2	0	1	N	1	0	1	0	0	0	1	1	0	1	7708
36	583	U	70	50	N	Y	16.454	HOME	F	1,2	3+	0	1	Y	0	0	1	1	0	0	1	1	0	0	7709
39	575	M	10	40	Y	N	11.326	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	7710
43	566	M	0.1	40	Y	N	15.523	RENTER	M	1,2	1,2	2	1	N	1	1	0	0	0	0	1	1	0	1	7711
35	567	M	10	40	Y	Y	11.462	HOME	F	1,2	1,2	0	1	Y	0	0	1	1	0	0	1	1	0	1	7712
49	593	M	30	40	N	Y	12.882	HOME	F	1,2	1,2	3	4	Y	0	0	1	1	0	0	1	1	0	1	7713
31	568	U	10	60	N	Y	19.229	HOME	F	1,2	1,2	1	0	Y	0	0	1	1	0	0	1	1	0	0	7714
35	582	M	70	40	Y	Y	11.193	HOME	F	1,2	1,2	0	0	Y	0	1	1	1	0	0	1	1	0	1	7715
42	584	M	30	50	N	N	18.904	RENTER	M	1,2	1,2	1	1	N	1	1	0	0	0	0	1	1	0	1	7716
45	575	M	50	50	N	Y	7.114	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	1	7717
49	563	M	90	40	N	N	14.412	HOME	M	1,2	1,2	0	0	Y	0	1	0	1	0	0	1	1	0	1	7718
42	568	U	0.1	40	N	N	4.389	COOP	M	1,2	1,2	3	0	Y	1	0	0	0	0	1	1	1	0	0	7719
39	586	M	70	20	Y	Y	14.169	HOME	F	1,2	1,2	0	1	N	0	0	1	1	0	0	1	1	0	1	7720
49	597	M	10	30	Y	Y	6.873	RENTER	M	1,2	1,2	1	3	N	1	0	0	0	0	0	1	1	0	1	7721
45	593	M	10	30	Y	Y	15.028	RENTER	M	1,2	1,2	3	3	N	1	0	0	0	0	0	1	1	0	1	7722
40	578	M	30	30	N	Y	17.322	RENTER	F	1,2	1,2	0	2	N	1	0	1	0	0	0	1	1	0	1	7723
45	572	M	30	40	N	Y	15.779	HOME	F	1,2	1,2	0	1	Y	0	0	1	1	0	0	1	1	0	1	7724
47	597	M	30	30	Y	Y	17.961	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	7725
33	553	M	0.1	40	N	N	7.41	COOP	M	1,2	1,2	0	0	Y	1	0	0	0	0	1	1	1	0	1	7726
49	555	M	50	30	N	Y	6.068	HOME	M	1,2	1,2	0	3	Y	0	0	0	1	0	0	1	1	0	1	7727
50	566	U	90	50	Y	Y	0.636	RENTER	M	1,2	1,2	1	1	N	1	0	0	0	0	0	1	1	0	0	7728
50	582	X	50	50	N	N	15.358	HOME	F	1,2	1,2	0	2	Y	0	0	1	1	0	0	1	1	0	0	7729
45	589	M	10	60	Y	Y	0.272	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	7730
34	566	M	30	40	N	Y	5.28	HOME	M	1,2	3+	0	0	U	0	0	0	1	0	0	1	1	0	1	7731
46	577	M	70	30	Y	Y	10.337	HOME	F	1,2	1,2	7	2	N	0	0	1	1	0	0	1	1	0	1	7732
42	591	U	10	40	N	N	17.472	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	0	7733
30	562	M	30	60	N	Y	17.944	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7734
31	598	X	10	20	N	N	4.836	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	0	7735
46	570	M	70	50	N	Y	15.186	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	7736
45	588	M	30	60	Y	N	3.865	CONDO	M	1,2	1,2	3	0	Y	1	1	0	0	1	0	1	1	0	1	7737
40	598	U	0.1	20	N	N	3.336	HOME	M	1,2	1,2	3	0	Y	0	0	0	1	0	0	1	1	0	0	7738
32	559	U	10	20	Y	Y	1.528	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	0	7739
46	559	M	30	40	N	Y	1.009	HOME	F	1,2	1,2	2	1	Y	0	0	1	1	0	0	1	1	0	1	7740
43	550	M	50	40	N	Y	15.974	RENTER	M	1,2	1,2	1	1	N	1	0	0	0	0	0	1	1	0	1	7741
31	558	U	30	50	Y	Y	17.838	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	0	7742
33	567	X	30	30	N	N	0.373	RENTER	M	1,2	1,2	0	1	N	1	0	0	0	0	0	1	1	0	0	7743
38	571	U	10	60	Y	N	9.894	HOME	F	1,2	1,2	3	0	Y	0	0	1	1	0	0	1	1	0	0	7744
38	595	M	10	40	Y	Y	10.034	COOP	M	1,2	1,2	0	0	U	1	1	0	0	0	1	1	1	0	1	7745
41	589	U	70	60	N	N	14.258	RENTER	M	1,2	1,2	2	1	N	1	0	0	0	0	0	1	1	0	0	7746
31	591	M	50	60	N	Y	15.176	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7747
36	566	M	50	30	Y	Y	16.426	RENTER	F	1,2	1,2	2	3	N	1	0	1	0	0	0	1	1	0	1	7748
45	556	U	70	40	Y	N	13.032	HOME	F	3+	1,2	0	0	N	0	0	1	1	0	0	1	0	1	0	7749
41	560	M	10	40	Y	Y	17.364	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7750
41	589	M	30	60	N	Y	14.333	HOME	F	1,2	1,2	4	0	N	0	0	1	1	0	0	1	1	0	1	7751
37	560	M	10	40	Y	N	2.153	HOME	M	1,2	1,2	1	0	N	0	0	0	1	0	0	1	1	0	1	7752
31	575	U	30	40	N	N	3.081	RENTER	M	1,2	1,2	1	2	N	1	0	0	0	0	0	1	1	0	0	7753
46	557	U	90	40	N	Y	11.747	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	0	7754
49	571	M	10	40	N	Y	0.464	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	7755
49	593	M	30	110	N	Y	6.003	RENTER	F	1,2	1,2	1	1	N	1	0	1	0	0	0	1	1	0	1	7756
33	594	U	0.1	20	N	N	17.335	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	0	7757
34	564	M	90	60	Y	N	14.43	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7758
36	579	U	10	60	N	Y	17.54	CONDO	M	1,2	1,2	0	1	U	1	0	0	0	1	0	1	1	0	0	7759
37	587	M	30	50	N	Y	13.726	RENTER	M	1,2	3+	1	1	N	1	0	0	0	0	0	1	1	0	1	7760
35	561	M	0.1	60	N	N	10.532	COOP	F	1,2	1,2	0	0	N	1	0	1	0	0	1	1	1	0	1	7761
41	586	M	70	20	Y	N	14.102	RENTER	F	1,2	1,2	0	4	N	1	0	1	0	0	0	1	1	0	1	7762
34	565	M	10	50	N	Y	17.839	HOME	F	1,2	1,2	3	4	N	0	0	1	1	0	0	1	1	0	1	7763
38	553	M	70	40	N	N	10.021	RENTER	M	1,2	1,2	0	3	N	1	0	0	0	0	0	1	1	0	1	7764
48	562	M	30	40	N	Y	4.674	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	7765
36	588	M	10	50	Y	Y	11.84	RENTER	M	1,2	3+	4	0	N	1	0	0	0	0	0	1	1	0	1	7766
44	572	M	10	20	N	Y	16.38	HOME	F	1,2	1,2	0	1	Y	0	0	1	1	0	0	1	1	0	1	7767
46	551	M	0.1	40	N	Y	13.856	COOP	F	1,2	1,2	0	1	N	1	0	1	0	0	1	1	1	0	1	7768
36	554	M	10	50	N	Y	17.708	HOME	F	1,2	1,2	4	0	N	0	0	1	1	0	0	1	1	0	1	7769
46	556	M	30	30	Y	Y	12.303	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	7770
35	566	M	10	60	N	Y	16.691	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7771
40	556	U	30	20	N	Y	18.469	HOME	M	1,2	1,2	1	0	N	0	0	0	1	0	0	1	1	0	0	7772
43	551	M	70	50	Y	Y	11.538	HOME	M	1,2	1,2	1	2	Y	0	1	0	1	0	0	1	1	0	1	7773
43	561	M	70	40	Y	Y	13.482	RENTER	F	1,2	1,2	0	2	N	1	0	1	0	0	0	1	1	0	1	7774
37	551	U	10	60	Y	Y	17.475	RENTER	M	1,2	1,2	0	2	N	1	1	0	0	0	0	1	1	0	0	7775
34	552	M	50	30	N	Y	13.093	CONDO	M	1,2	1,2	4	0	Y	1	0	0	0	1	0	1	1	0	1	7776
33	594	U	30	50	N	N	3.419	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	0	7777
49	583	U	0.1	40	N	Y	7.746	HOME	F	1,2	1,2	0	4	Y	0	0	1	1	0	0	1	1	0	0	7778
43	576	M	10	20	N	Y	15.87	COOP	M	1,2	1,2	2	3	U	1	1	0	0	0	1	1	1	0	1	7779
32	582	M	30	50	N	Y	14.252	HOME	F	1,2	1,2	1	0	Y	0	0	1	1	0	0	1	1	0	1	7780
33	585	M	70	60	N	Y	5.049	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	7781
37	592	M	50	50	Y	Y	3.852	HOME	F	1,2	1,2	1	0	U	0	0	1	1	0	0	1	1	0	1	7782
48	599	M	50	60	Y	Y	2.51	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	7783
36	584	M	10	40	Y	Y	16.857	RENTER	M	1,2	1,2	4	2	N	1	0	0	0	0	0	1	1	0	1	7784
41	584	U	30	50	Y	Y	11.819	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	0	7785
30	572	M	10	40	Y	N	11.799	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	7786
43	581	M	90	50	Y	N	18.624	CONDO	M	3+	1,2	0	2	Y	1	1	0	0	1	0	1	0	1	1	7787
38	555	M	0.1	50	Y	Y	13.774	HOME	M	0	1,2	0	1	U	0	0	0	1	0	0	1	0	0	1	7788
47	568	U	30	50	N	Y	6.396	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	7789
41	578	M	0.1	50	N	N	0.769	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	7790
46	593	U	30	110	N	Y	4.359	RENTER	M	1,2	3+	3	2	N	1	0	0	0	0	0	1	1	0	0	7791
35	587	U	70	20	N	Y	17.057	COOP	F	1,2	1,2	0	0	Y	1	0	1	0	0	1	1	1	0	0	7792
48	598	M	90	30	Y	Y	13.755	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7793
39	583	M	10	40	N	Y	7.6	HOME	M	1,2	3+	0	0	N	0	0	0	1	0	0	1	1	0	1	7794
33	563	M	30	40	N	Y	9.157	HOME	M	1,2	1,2	2	1	U	0	0	0	1	0	0	1	1	0	1	7795
40	581	U	30	30	N	Y	7.743	HOME	M	1,2	3+	0	0	Y	0	0	0	1	0	0	1	1	0	0	7796
34	598	U	50	20	N	Y	16.496	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	0	7797
50	598	U	0.1	30	Y	N	10.994	RENTER	M	1,2	1,2	1	0	N	1	1	0	0	0	0	1	1	0	0	7798
42	580	M	70	40	N	N	19.147	HOME	M	1,2	1,2	3	0	Y	0	1	0	1	0	0	1	1	0	1	7799
36	597	M	70	70	Y	N	7.014	HOME	M	1,2	3+	0	7	Y	0	0	0	1	0	0	1	1	0	1	7800
48	579	M	0.1	20	N	Y	11.09	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	7801
34	567	U	200	40	Y	Y	6.336	HOME	M	1,2	1,2	1	0	N	0	1	0	1	0	0	1	1	0	0	7802
36	566	U	10	60	N	Y	17.625	RENTER	M	1,2	1,2	0	0	N	1	1	0	0	0	0	1	1	0	0	7803
40	558	M	0.1	20	N	Y	12.616	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	1	7804
31	556	M	50	20	N	Y	15.449	CONDO	F	1,2	1,2	1	0	N	1	0	1	0	1	0	1	1	0	1	7805
49	568	M	50	60	Y	Y	12.029	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	1	7806
39	595	U	10	50	N	Y	12.087	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	0	7807
46	560	M	10	40	N	Y	10	HOME	F	1,2	1,2	1	1	Y	0	0	1	1	0	0	1	1	0	1	7808
48	590	U	50	40	Y	N	4.079	RENTER	M	1,2	1,2	0	3	N	1	1	0	0	0	0	1	1	0	0	7809
36	592	M	30	40	N	N	17.647	HOME	M	3+	1,2	2	4	N	0	0	0	1	0	0	1	0	1	1	7810
41	555	M	10	40	Y	Y	9.587	HOME	M	1,2	1,2	0	2	N	0	0	0	1	0	0	1	1	0	1	7811
32	554	U	30	40	N	N	14.995	CONDO	M	1,2	1,2	0	0	N	1	0	0	0	1	0	1	1	0	0	7812
40	589	M	50	60	N	Y	12.586	HOME	M	1,2	1,2	3	1	N	0	0	0	1	0	0	1	1	0	1	7813
44	592	M	30	40	N	N	7.197	RENTER	F	0	3+	0	0	N	1	0	1	0	0	0	1	0	0	1	7814
36	562	M	50	50	N	Y	12.663	HOME	M	1,2	1,2	1	0	U	0	0	0	1	0	0	1	1	0	1	7815
43	586	M	10	60	Y	Y	11.214	HOME	M	1,2	1,2	0	1	N	0	0	0	1	0	0	1	1	0	1	7816
47	592	U	30	40	N	Y	18.514	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	0	7817
48	589	U	50	30	N	N	17.567	RENTER	F	1,2	1,2	2	2	N	1	1	1	0	0	0	1	1	0	0	7818
48	580	M	30	50	N	Y	12.323	HOME	F	1,2	1,2	0	4	Y	0	0	1	1	0	0	1	1	0	1	7819
42	552	U	30	60	N	Y	7.886	RENTER	M	1,2	1,2	1	4	N	1	1	0	0	0	0	1	1	0	0	7820
37	566	X	70	20	N	Y	1.598	RENTER	M	1,2	1,2	0	1	N	1	0	0	0	0	0	1	1	0	0	7821
42	591	U	30	40	N	N	9.978	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	0	7822
47	558	M	50	50	N	Y	13.019	COOP	M	1,2	1,2	1	0	N	1	0	0	0	0	1	1	1	0	1	7823
36	575	M	30	40	Y	N	12.569	RENTER	F	1,2	1,2	2	0	N	1	0	1	0	0	0	1	1	0	1	7824
34	596	M	10	30	Y	N	12.523	HOME	F	1,2	1,2	2	0	Y	0	1	1	1	0	0	1	1	0	1	7825
48	565	M	30	40	N	N	14.277	RENTER	F	1,2	1,2	0	1	N	1	0	1	0	0	0	1	1	0	1	7826
42	578	M	70	30	Y	N	11.985	RENTER	M	1,2	1,2	0	1	N	1	0	0	0	0	0	1	1	0	1	7827
40	596	M	10	30	Y	Y	16.829	RENTER	M	1,2	1,2	1	2	N	1	0	0	0	0	0	1	1	0	1	7828
39	556	M	30	30	N	Y	13.199	HOME	M	1,2	1,2	1	0	Y	0	0	0	1	0	0	1	1	0	1	7829
32	595	M	30	60	N	N	13.489	RENTER	M	1,2	1,2	1	1	N	1	0	0	0	0	0	1	1	0	1	7830
40	583	U	50	40	N	Y	0.284	RENTER	F	1,2	1,2	3	0	N	1	0	1	0	0	0	1	1	0	0	7831
44	582	M	50	60	N	Y	3.782	HOME	F	1,2	1,2	1	4	N	0	0	1	1	0	0	1	1	0	1	7832
41	576	U	50	40	N	N	12.1	HOME	M	1,2	1,2	4	0	Y	0	0	0	1	0	0	1	1	0	0	7833
30	588	U	10	60	Y	Y	19.923	RENTER	M	1,2	1,2	3	0	N	1	0	0	0	0	0	1	1	0	0	7834
48	562	U	70	110	Y	Y	10.416	RENTER	M	1,2	1,2	0	3	N	1	0	0	0	0	0	1	1	0	0	7835
38	567	U	10	40	N	Y	13.453	HOME	F	1,2	1,2	2	0	Y	0	0	1	1	0	0	1	1	0	0	7836
33	598	U	30	20	Y	Y	16.657	HOME	F	1,2	1,2	2	0	N	0	0	1	1	0	0	1	1	0	0	7837
42	564	M	10	30	N	N	13.457	HOME	F	1,2	1,2	1	1	Y	0	0	1	1	0	0	1	1	0	1	7838
39	595	M	30	40	Y	N	10.02	RENTER	F	3+	1,2	0	0	N	1	0	1	0	0	0	1	0	1	1	7839
44	564	M	50	30	N	Y	5.057	COOP	F	1,2	1,2	0	0	Y	1	0	1	0	0	1	1	1	0	1	7840
36	564	U	50	40	N	N	15.195	HOME	M	1,2	1,2	0	0	Y	0	1	0	1	0	0	1	1	0	0	7841
43	572	M	10	40	N	Y	18.202	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7842
46	575	U	10	40	N	Y	12.691	HOME	M	1,2	1,2	3	3	Y	0	0	0	1	0	0	1	1	0	0	7843
30	578	U	10	60	N	Y	14.602	HOME	M	3+	1,2	0	1	N	0	0	0	1	0	0	1	0	1	0	7844
40	575	M	0.1	40	Y	Y	9.387	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7845
45	571	M	50	40	Y	Y	4.605	HOME	F	1,2	1,2	0	2	Y	0	0	1	1	0	0	1	1	0	1	7846
35	569	U	0.1	40	N	N	5.468	HOME	F	3+	1,2	0	2	Y	0	0	1	1	0	0	1	0	1	0	7847
47	591	U	90	60	N	N	19.796	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	0	7848
33	578	M	30	40	N	N	16.621	RENTER	F	1,2	3+	0	1	N	1	0	1	0	0	0	1	1	0	1	7849
40	568	U	10	20	N	N	1.229	HOME	F	1,2	1,2	0	3	N	0	0	1	1	0	0	1	1	0	0	7850
36	591	M	10	30	N	N	11.784	HOME	M	1,2	1,2	0	2	N	0	0	0	1	0	0	1	1	0	1	7851
32	565	U	10	50	N	N	19.101	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	7852
33	566	M	30	60	Y	N	11.577	HOME	F	1,2	1,2	0	0	N	0	0	1	1	0	0	1	1	0	1	7853
49	569	M	90	30	N	Y	4.846	COOP	M	1,2	1,2	0	0	N	1	0	0	0	0	1	1	1	0	1	7854
40	587	M	70	40	N	Y	19.273	RENTER	F	1,2	1,2	3	4	N	1	0	1	0	0	0	1	1	0	1	7855
33	582	M	30	20	N	Y	14.889	RENTER	F	1,2	1,2	1	1	N	1	0	1	0	0	0	1	1	0	1	7856
32	555	M	50	50	N	Y	9.282	RENTER	M	1,2	3+	2	0	N	1	1	0	0	0	0	1	1	0	1	7857
45	558	M	10	30	N	Y	10.005	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	1	7858
35	554	M	0.1	40	N	N	12.983	HOME	M	1,2	1,2	1	3	Y	0	0	0	1	0	0	1	1	0	1	7859
42	596	M	90	30	Y	Y	12.081	HOME	F	1,2	1,2	0	0	Y	0	0	1	1	0	0	1	1	0	1	7860
36	583	U	0.1	40	Y	N	0.512	HOME	M	1,2	1,2	0	2	Y	0	0	0	1	0	0	1	1	0	0	7861
30	592	M	30	30	Y	Y	19.267	HOME	M	1,2	1,2	0	1	U	0	1	0	1	0	0	1	1	0	1	7862
48	580	M	10	40	N	Y	10.579	RENTER	F	1,2	1,2	0	0	N	1	0	1	0	0	0	1	1	0	1	7863
47	556	M	30	60	N	Y	13.38	RENTER	M	1,2	1,2	0	1	N	1	1	0	0	0	0	1	1	0	1	7864
34	572	M	70	40	N	N	0.274	HOME	M	1,2	3+	0	0	Y	0	0	0	1	0	0	1	1	0	1	7865
35	597	M	30	40	Y	N	27.207	RENTER	F	1,2	1,2	1	2	N	1	0	1	0	0	0	1	1	0	1	7866
31	574	U	90	50	N	Y	23.503	HOME	F	1,2	1,2	1	0	Y	0	0	1	1	0	0	1	1	0	0	7867
39	560	M	90	30	Y	Y	10.258	HOME	M	1,2	1,2	0	1	U	0	1	0	1	0	0	1	1	0	1	7868
38	558	U	10	30	Y	Y	12.096	HOME	F	1,2	1,2	3	0	U	0	0	1	1	0	0	1	1	0	0	7869
41	588	U	30	20	N	N	14.611	RENTER	F	1,2	1,2	2	4	N	1	1	1	0	0	0	1	1	0	0	7870
49	555	M	70	20	Y	Y	17.502	HOME	F	1,2	1,2	4	0	Y	0	1	1	1	0	0	1	1	0	1	7871
31	551	M	10	30	Y	Y	18.5	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	7872
45	555	M	10	50	N	Y	14.038	RENTER	F	1,2	1,2	1	2	N	1	0	1	0	0	0	1	1	0	1	7873
45	589	M	0.1	50	Y	N	15.236	HOME	F	1,2	1,2	0	1	Y	0	0	1	1	0	0	1	1	0	1	7874
34	563	M	30	50	Y	Y	10.116	HOME	F	1,2	1,2	0	2	N	0	0	1	1	0	0	1	1	0	1	7875
36	563	U	30	20	Y	N	18.973	RENTER	M	1,2	1,2	3	1	N	1	0	0	0	0	0	1	1	0	0	7876
49	555	M	30	60	N	N	15.209	HOME	F	1,2	1,2	0	3	Y	0	0	1	1	0	0	1	1	0	1	7877
31	562	M	30	20	N	Y	12.615	RENTER	F	1,2	1,2	0	1	N	1	0	1	0	0	0	1	1	0	1	7878
31	555	M	30	40	Y	Y	10.21	HOME	F	1,2	1,2	0	1	N	0	0	1	1	0	0	1	1	0	1	7879
46	561	M	30	30	Y	N	1.373	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	7880
31	564	U	30	40	Y	N	17.145	HOME	M	1,2	1,2	0	3	Y	0	0	0	1	0	0	1	1	0	0	7881
41	573	M	70	50	N	Y	6.834	HOME	M	1,2	1,2	0	0	Y	0	0	0	1	0	0	1	1	0	1	7882
31	555	M	50	20	Y	N	10.959	RENTER	F	3+	1,2	0	0	N	1	0	1	0	0	0	1	0	1	1	7883
48	564	M	10	30	Y	Y	9.097	RENTER	M	1,2	1,2	4	0	N	1	1	0	0	0	0	1	1	0	1	7884
49	575	U	10	30	Y	Y	1.653	CONDO	M	1,2	1,2	0	0	Y	1	1	0	0	1	0	1	1	0	0	7885
37	580	M	70	20	Y	Y	14.671	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	1	7886
41	587	U	30	50	Y	Y	4.441	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	7887
49	557	U	50	60	N	N	5.067	HOME	F	1,2	1,2	0	1	N	0	0	1	1	0	0	1	1	0	0	7888
31	569	U	50	50	N	N	0.221	HOME	F	1,2	1,2	0	4	N	0	0	1	1	0	0	1	1	0	0	7889
39	591	M	30	20	Y	N	16.351	HOME	F	1,2	1,2	0	1	N	0	0	1	1	0	0	1	1	0	1	7890
42	598	M	30	70	Y	Y	0.409	HOME	M	1,2	1,2	0	0	N	0	0	0	1	0	0	1	1	0	1	7891
46	581	X	70	50	N	Y	12.607	RENTER	M	1,2	1,2	0	0	N	1	0	0	0	0	0	1	1	0	0	7892
32	552	M	0.1	20	N	Y	13.166	RENTER	M	1,2	1,2	1	0	N	1	0	0	0	0	0	1	1	0	1	7893
34	565	M	30	50	N	N	19.15	HOME	F	1,2	1,2	1	0	Y	0	1	1	1	0	0	1	1	0	1	7894
