AGE,CRED,MS,HEQ,INCOME,DEPC,MOB,MILEAGE,RESTYPE,GENDER,EMP_STA,RES_STA,DELINQ,NUMTR,MRTGI,MFDU,resp
46,623.0,M,50.0,40,N,Y,9.113999999999999,HOME,M,"1,2","1,2",0,1,N,0,0
47,633.0,U,0.1,30,Y,Y,3.22,HOME,M,"1,2","1,2",0,0,Y,0,1
49,605.0,M,10.0,50,N,N,16.747,HOME,M,"1,2","1,2",0,0,N,0,0
32,637.0,M,50.0,50,Y,Y,10.575999999999999,HOME,M,"1,2","1,2",0,0,Y,0,0
32,621.0,U,10.0,40,Y,N,14.259,HOME,F,"1,2","1,2",0,2,Y,0,0
45,602.0,M,70.0,50,N,N,4.117,RENTER,M,"1,2","1,2",2,0,N,1,0
32,606.0,M,0.1,40,N,Y,8.984,RENTER,M,"1,2","1,2",0,2,N,1,0
37,600.0,U,30.0,50,Y,Y,15.267999999999999,HOME,M,"1,2","1,2",3,0,U,0,0
37,628.0,M,30.0,50,N,N,12.952,RENTER,M,"1,2","1,2",0,0,N,1,0
33,611.0,M,50.0,30,N,Y,17.089000000000002,RENTER,M,"1,2","1,2",0,0,N,1,0
44,617.0,M,30.0,50,Y,Y,4.373,RENTER,F,"1,2",3+,4,0,N,1,1
40,617.0,U,30.0,30,N,N,11.308,HOME,F,"1,2","1,2",3,1,N,0,0
45,631.0,U,10.0,50,N,N,17.878,RENTER,M,"1,2","1,2",2,4,N,1,0
42,606.0,U,10.0,40,N,Y,19.671,HOME,M,"1,2","1,2",0,0,Y,0,0
47,638.0,M,0.1,20,N,N,14.352,RENTER,M,"1,2","1,2",0,0,N,1,0
48,624.0,M,10.0,70,Y,N,17.973,HOME,F,"1,2","1,2",2,5,Y,0,0
43,612.0,U,30.0,60,N,N,7.472,HOME,M,"1,2","1,2",0,1,Y,0,0
43,621.0,U,50.0,30,N,N,17.27,RENTER,M,"1,2","1,2",0,2,N,1,0
34,634.0,M,50.0,50,N,Y,4.416,RENTER,M,"1,2","1,2",0,0,N,1,0
41,616.0,M,30.0,40,N,N,13.225,RENTER,M,"1,2","1,2",6,0,N,1,1
45,604.0,U,10.0,40,Y,N,3.28,HOME,M,"1,2","1,2",0,1,N,0,0
43,607.0,U,30.0,30,N,N,19.781,RENTER,M,"1,2","1,2",1,3,N,1,0
46,623.0,U,70.0,40,N,Y,2.2,RENTER,F,"1,2","1,2",0,1,N,1,0
42,611.0,M,0.1,40,Y,Y,18.34,RENTER,M,"1,2",3+,3,3,N,1,0
32,617.0,M,50.0,40,N,N,9.416,COOP,F,"1,2","1,2",0,0,Y,1,0
37,607.0,U,30.0,70,N,Y,12.139000000000001,HOME,M,"1,2","1,2",0,2,N,0,0
32,609.0,U,30.0,30,N,Y,0.163,RENTER,M,"1,2","1,2",1,0,N,1,0
47,614.0,U,30.0,50,N,Y,10.927,HOME,M,"1,2","1,2",1,0,U,0,0
41,604.0,U,0.1,40,Y,N,4.119,HOME,M,"1,2","1,2",1,4,Y,0,0
44,630.0,M,70.0,30,N,Y,16.132,RENTER,F,"1,2","1,2",0,0,N,1,0
39,630.0,M,50.0,70,N,Y,15.149000000000001,HOME,M,"1,2","1,2",0,1,Y,0,0
49,619.0,M,70.0,70,Y,N,10.442,RENTER,F,"1,2","1,2",0,0,N,1,0
40,626.0,M,10.0,50,Y,Y,14.22,RENTER,M,3+,"1,2",0,0,N,1,1
48,633.0,M,30.0,30,Y,Y,17.518,HOME,F,"1,2","1,2",1,1,Y,0,0
33,632.0,U,70.0,30,N,Y,10.786,RENTER,M,"1,2",3+,0,0,N,1,0
44,611.0,U,30.0,40,N,Y,10.433,RENTER,M,"1,2","1,2",1,0,N,1,0
50,630.0,M,50.0,40,N,Y,17.98,CONDO,F,"1,2",3+,1,1,Y,1,0
48,623.0,M,50.0,30,Y,Y,10.45,RENTER,M,"1,2","1,2",0,0,N,1,1
34,636.0,M,30.0,40,N,Y,3.233,RENTER,M,"1,2","1,2",2,0,N,1,0
39,611.0,U,50.0,40,Y,Y,14.414000000000001,HOME,M,"1,2","1,2",1,2,Y,0,0
45,606.0,M,30.0,40,N,N,4.744,RENTER,F,"1,2","1,2",0,0,N,1,0
43,602.0,U,30.0,30,Y,Y,16.905,HOME,M,"1,2","1,2",0,0,Y,0,0
37,639.0,M,0.1,60,Y,Y,8.753,HOME,F,0,"1,2",2,2,U,0,0
47,629.0,M,10.0,20,Y,Y,13.645,HOME,F,"1,2","1,2",0,2,Y,0,0
31,628.0,M,50.0,60,Y,Y,2.2430000000000003,RENTER,M,"1,2","1,2",0,1,N,1,0
45,610.0,U,50.0,40,N,Y,19.938,RENTER,F,"1,2","1,2",1,0,N,1,0
39,611.0,M,0.1,30,N,N,19.701,HOME,M,"1,2","1,2",0,0,Y,0,1
31,608.0,M,10.0,40,Y,Y,19.686,RENTER,F,"1,2","1,2",0,0,N,1,0
38,630.0,M,50.0,40,Y,Y,1.0959999999999999,HOME,M,"1,2","1,2",0,4,Y,0,1
43,609.0,M,70.0,30,Y,Y,10.933,HOME,F,"1,2","1,2",0,0,Y,0,0
35,633.0,M,30.0,20,N,N,8.72,RENTER,M,0,"1,2",0,0,N,1,0
37,608.0,U,70.0,40,N,N,15.280999999999999,CONDO,M,"1,2","1,2",0,0,Y,1,0
32,621.0,U,10.0,20,N,Y,4.274,RENTER,M,3+,"1,2",0,3,N,1,0
46,608.0,M,30.0,40,N,Y,5.151,RENTER,M,"1,2","1,2",2,0,N,1,0
40,637.0,U,50.0,20,Y,Y,10.347000000000001,HOME,F,"1,2","1,2",0,0,Y,0,0
40,612.0,U,30.0,20,Y,N,14.651,HOME,M,"1,2","1,2",1,0,U,0,1
37,601.0,U,30.0,40,Y,Y,14.999,RENTER,M,"1,2","1,2",0,0,N,1,0
49,624.0,M,10.0,30,N,N,19.207,HOME,M,"1,2","1,2",1,0,Y,0,0
46,631.0,M,30.0,20,Y,Y,16.909000000000002,HOME,M,"1,2","1,2",2,0,Y,0,0
37,611.0,U,10.0,60,Y,N,16.358,HOME,M,"1,2","1,2",0,0,Y,0,0
41,628.0,M,10.0,20,N,N,17.299,HOME,F,"1,2","1,2",1,0,Y,0,0
40,606.0,M,0.1,30,N,N,1.1909999999999998,HOME,M,"1,2",3+,1,0,U,0,0
36,611.0,M,50.0,50,Y,N,1.406,HOME,F,"1,2","1,2",0,0,Y,0,0
48,613.0,U,70.0,50,N,Y,14.001,RENTER,M,"1,2",3+,0,0,N,1,0
39,614.0,M,50.0,40,Y,Y,11.915999999999999,HOME,F,"1,2",3+,0,1,Y,0,0
47,633.0,M,30.0,110,Y,N,15.377,RENTER,M,"1,2","1,2",2,0,N,1,0
43,606.0,M,30.0,40,N,Y,14.936,RENTER,M,"1,2","1,2",0,0,N,1,0
37,614.0,U,0.1,40,Y,Y,12.703,RENTER,M,"1,2","1,2",0,0,N,1,0
33,611.0,U,70.0,40,Y,N,16.588,RENTER,M,"1,2","1,2",0,0,N,1,0
46,605.0,M,50.0,50,N,Y,2.6180000000000003,HOME,M,"1,2","1,2",0,0,N,0,0
43,635.0,U,10.0,20,Y,Y,17.109,RENTER,M,"1,2","1,2",1,0,N,1,0
32,615.0,U,30.0,30,Y,N,19.418,RENTER,M,"1,2",3+,0,0,N,1,0
41,639.0,U,10.0,60,N,N,8.343,HOME,M,"1,2","1,2",2,0,Y,0,0
47,616.0,U,30.0,40,N,Y,10.18,CONDO,M,"1,2","1,2",1,0,Y,1,0
31,624.0,M,0.1,60,Y,N,5.947,RENTER,F,"1,2",3+,0,0,N,1,0
38,615.0,M,10.0,40,N,Y,16.702,RENTER,M,"1,2","1,2",2,1,N,1,1
45,636.0,M,30.0,40,Y,Y,16.019000000000002,HOME,F,"1,2","1,2",4,1,Y,0,0
45,615.0,M,30.0,50,Y,N,10.669,RENTER,F,"1,2","1,2",0,0,N,1,0
44,633.0,U,30.0,40,N,N,10.936,RENTER,F,"1,2","1,2",1,0,N,1,0
35,638.0,M,0.1,40,Y,Y,0.63,RENTER,F,"1,2","1,2",0,2,N,1,0
32,636.0,M,30.0,60,N,Y,10.722999999999999,HOME,F,"1,2","1,2",3,0,Y,0,0
41,620.0,M,70.0,20,N,N,16.86,HOME,F,"1,2","1,2",1,0,Y,0,0
37,618.0,M,90.0,20,Y,N,11.828,HOME,F,"1,2","1,2",0,0,N,0,0
49,613.0,U,30.0,30,Y,N,10.462,HOME,F,"1,2","1,2",1,0,Y,0,0
44,630.0,U,70.0,50,Y,N,4.422,HOME,F,3+,3+,1,4,Y,0,0
33,628.0,M,10.0,30,N,N,15.860999999999999,RENTER,M,"1,2","1,2",1,1,N,1,0
43,621.0,M,50.0,30,N,Y,2.21,RENTER,F,"1,2","1,2",2,0,N,1,0
36,618.0,U,10.0,40,N,Y,16.492,RENTER,M,"1,2","1,2",0,2,N,1,1
34,635.0,U,10.0,20,N,Y,5.379,RENTER,M,"1,2","1,2",0,2,N,1,0
43,632.0,U,10.0,60,Y,Y,19.704,HOME,M,"1,2","1,2",0,0,N,0,0
50,631.0,M,0.1,30,N,Y,6.371,RENTER,F,3+,"1,2",4,0,N,1,0
46,631.0,U,0.1,60,N,Y,12.749,RENTER,F,"1,2","1,2",0,1,N,1,0
36,614.0,M,30.0,30,Y,N,5.239,HOME,M,"1,2","1,2",0,0,Y,0,0
37,629.0,M,50.0,50,N,Y,18.699,HOME,M,"1,2","1,2",3,0,N,0,0
32,614.0,U,30.0,70,N,Y,5.979,HOME,M,"1,2","1,2",1,0,N,0,0
38,614.0,M,50.0,30,Y,N,6.256,RENTER,F,"1,2","1,2",0,1,N,1,0
45,633.0,M,30.0,20,N,Y,9.252,HOME,M,"1,2","1,2",0,0,Y,0,0
39,639.0,U,70.0,60,N,Y,3.1710000000000003,HOME,M,"1,2","1,2",1,1,Y,0,0
47,614.0,U,70.0,20,N,Y,16.160999999999998,HOME,F,"1,2","1,2",0,0,Y,0,0
43,626.0,U,70.0,30,N,Y,19.590999999999998,HOME,M,"1,2","1,2",0,1,N,0,0
35,627.0,M,30.0,20,N,N,2.568,HOME,M,"1,2","1,2",0,1,Y,0,0
47,604.0,M,30.0,60,Y,N,2.715,RENTER,F,"1,2","1,2",0,3,N,1,0
34,613.0,U,30.0,20,N,Y,14.142999999999999,HOME,M,"1,2","1,2",4,0,Y,0,0
33,610.0,U,50.0,50,Y,Y,16.526,HOME,M,"1,2","1,2",0,0,U,0,0
35,633.0,M,70.0,40,Y,Y,15.417,RENTER,M,"1,2","1,2",0,0,N,1,0
37,621.0,U,50.0,110,Y,N,10.112,RENTER,M,"1,2","1,2",2,0,N,1,0
37,603.0,M,0.1,40,N,Y,16.706,RENTER,F,3+,"1,2",0,0,N,1,0
32,636.0,M,30.0,50,N,Y,3.391,HOME,F,"1,2",3+,3,1,Y,0,0
41,622.0,M,90.0,20,N,Y,16.358,HOME,F,"1,2","1,2",1,2,Y,0,0
32,629.0,U,10.0,20,N,N,15.447000000000001,RENTER,F,"1,2","1,2",4,0,N,1,1
47,627.0,U,30.0,50,Y,N,14.838,HOME,M,"1,2","1,2",2,0,Y,0,0
37,636.0,U,30.0,60,N,Y,6.7010000000000005,HOME,F,"1,2","1,2",0,0,Y,0,0
48,600.0,U,30.0,40,N,N,4.6819999999999995,HOME,M,"1,2","1,2",0,0,Y,0,0
34,630.0,U,30.0,50,N,Y,13.181,HOME,M,"1,2","1,2",2,0,Y,0,0
43,604.0,M,30.0,40,Y,N,14.099,HOME,F,3+,"1,2",2,3,Y,0,0
31,635.0,U,30.0,20,N,N,4.433,RENTER,M,"1,2","1,2",0,0,N,1,0
42,605.0,U,10.0,30,N,Y,10.4,HOME,F,"1,2","1,2",0,0,U,0,0
43,638.0,U,30.0,40,Y,Y,3.758,CONDO,F,"1,2","1,2",0,0,Y,1,0
32,623.0,M,10.0,70,Y,N,17.066,HOME,M,"1,2","1,2",2,1,Y,0,0
40,631.0,U,0.1,40,N,Y,11.822000000000001,RENTER,F,"1,2","1,2",0,0,N,1,0
33,635.0,M,10.0,20,N,N,16.348,RENTER,F,"1,2","1,2",1,3,N,1,0
36,626.0,M,30.0,40,N,Y,13.807,RENTER,F,"1,2","1,2",0,0,N,1,0
43,627.0,X,0.1,40,Y,Y,10.644,HOME,F,"1,2","1,2",2,3,Y,0,1
47,614.0,M,50.0,50,Y,Y,5.269,RENTER,F,"1,2","1,2",1,1,N,1,0
36,626.0,M,90.0,50,N,Y,19.609,RENTER,F,3+,"1,2",0,0,N,1,0
37,628.0,M,70.0,40,Y,N,21.482,RENTER,F,"1,2","1,2",1,0,N,1,0
35,632.0,M,50.0,60,Y,N,19.775,HOME,M,"1,2","1,2",0,2,U,0,0
39,623.0,M,30.0,40,Y,N,7.329,HOME,F,"1,2","1,2",0,0,Y,0,0
36,608.0,U,30.0,30,N,N,18.805999999999997,RENTER,M,"1,2","1,2",0,0,N,1,1
46,609.0,M,50.0,60,N,Y,1.087,CONDO,M,"1,2","1,2",1,0,Y,1,0
46,632.0,U,10.0,20,N,N,15.887,RENTER,M,"1,2","1,2",0,1,N,1,0
31,615.0,U,0.1,40,N,Y,13.575999999999999,HOME,F,"1,2","1,2",1,0,U,0,0
35,611.0,M,30.0,60,N,N,13.457,HOME,F,"1,2",3+,0,0,Y,0,0
36,609.0,M,50.0,30,Y,Y,15.677,RENTER,M,"1,2",3+,0,2,N,1,0
36,622.0,M,50.0,50,N,N,2.068,RENTER,M,"1,2","1,2",0,0,N,1,0
49,634.0,M,70.0,30,Y,Y,1.055,RENTER,M,"1,2","1,2",0,0,N,1,0
41,603.0,U,30.0,50,N,N,3.543,HOME,F,"1,2","1,2",3,3,U,0,0
40,628.0,M,10.0,50,Y,N,17.884,RENTER,M,"1,2","1,2",1,4,N,1,0
33,616.0,M,50.0,60,Y,Y,19.965,HOME,M,"1,2","1,2",0,0,Y,0,0
30,632.0,M,30.0,30,N,Y,1.9,RENTER,M,"1,2","1,2",0,0,N,1,1
34,638.0,M,10.0,30,N,N,10.234,RENTER,F,"1,2","1,2",0,0,N,1,0
39,606.0,U,0.1,20,N,Y,17.45,HOME,M,"1,2","1,2",0,2,N,0,1
30,637.0,U,30.0,20,N,Y,17.156,HOME,M,"1,2","1,2",0,0,N,0,0
45,602.0,U,0.1,60,N,N,17.205,HOME,F,"1,2","1,2",0,0,U,0,0
49,621.0,M,30.0,40,Y,Y,10.488,RENTER,M,"1,2","1,2",0,1,N,1,0
34,623.0,M,10.0,60,N,Y,10.8,HOME,F,"1,2","1,2",1,0,N,0,0
46,602.0,U,0.1,60,Y,Y,18.829,HOME,M,"1,2","1,2",1,0,Y,0,0
42,612.0,U,0.1,20,Y,N,2.269,RENTER,F,0,"1,2",3,0,N,1,0
40,610.0,M,30.0,40,N,N,10.456,RENTER,M,"1,2","1,2",0,3,N,1,0
36,631.0,M,30.0,20,N,N,19.921,RENTER,F,"1,2","1,2",1,0,N,1,0
40,604.0,M,10.0,40,Y,Y,17.8,RENTER,F,"1,2","1,2",0,0,N,1,0
33,636.0,U,30.0,40,Y,Y,12.037,HOME,F,"1,2","1,2",1,1,Y,0,0
38,611.0,M,0.1,40,N,N,18.547,RENTER,M,"1,2","1,2",0,1,N,1,1
48,615.0,M,50.0,20,N,Y,16.081,CONDO,F,"1,2","1,2",0,1,N,1,0
40,623.0,U,50.0,20,N,Y,10.877,HOME,M,"1,2","1,2",2,0,Y,0,0
42,617.0,M,50.0,20,Y,Y,0.426,RENTER,F,"1,2","1,2",0,1,N,1,0
40,602.0,U,0.1,40,N,Y,13.017000000000001,HOME,M,"1,2","1,2",0,2,Y,0,1
49,628.0,U,70.0,50,N,Y,12.064,COOP,M,"1,2","1,2",0,2,Y,1,0
34,626.0,M,50.0,30,N,Y,19.342,HOME,M,"1,2","1,2",0,0,Y,0,0
45,639.0,U,70.0,50,N,N,16.225,RENTER,F,"1,2","1,2",0,0,N,1,0
43,606.0,U,70.0,50,Y,Y,7.67,HOME,F,"1,2","1,2",0,0,Y,0,0
35,622.0,M,30.0,40,N,Y,2.7769999999999997,RENTER,M,"1,2","1,2",1,0,N,1,1
40,638.0,U,30.0,70,N,N,10.634,HOME,M,3+,"1,2",3,0,Y,0,0
42,604.0,U,0.1,40,N,Y,3.943,HOME,M,"1,2","1,2",0,0,U,0,0
38,626.0,M,0.1,40,Y,Y,15.822000000000001,RENTER,F,"1,2","1,2",2,1,N,1,0
33,611.0,U,50.0,20,N,Y,17.549,HOME,M,"1,2","1,2",1,0,N,0,0
44,618.0,M,30.0,60,N,Y,2.261,RENTER,F,"1,2","1,2",1,0,N,1,1
34,621.0,M,30.0,40,N,Y,11.719000000000001,HOME,M,"1,2","1,2",0,0,Y,0,0
37,604.0,U,90.0,30,Y,Y,15.465,HOME,M,"1,2","1,2",0,3,Y,0,0
44,624.0,M,50.0,40,N,Y,10.435,RENTER,M,"1,2",3+,0,0,N,1,0
34,624.0,M,30.0,30,Y,Y,14.835999999999999,COOP,F,"1,2","1,2",0,0,Y,1,0
42,618.0,M,30.0,20,Y,N,9.435,RENTER,M,3+,"1,2",2,0,N,1,0
41,623.0,U,70.0,50,N,N,12.835999999999999,RENTER,M,"1,2","1,2",0,0,N,1,0
38,613.0,U,30.0,70,N,Y,12.917,HOME,M,"1,2","1,2",0,0,Y,0,0
33,630.0,M,30.0,50,N,Y,6.212999999999999,HOME,M,3+,"1,2",0,4,U,0,0
44,635.0,M,30.0,20,Y,N,6.0920000000000005,HOME,M,"1,2","1,2",0,0,Y,0,0
49,636.0,U,70.0,40,N,Y,14.597000000000001,RENTER,M,3+,"1,2",2,4,N,1,0
36,601.0,M,70.0,30,N,Y,18.12,RENTER,F,"1,2","1,2",0,1,N,1,0
30,622.0,M,0.1,20,N,Y,9.244,RENTER,M,"1,2","1,2",0,1,N,1,0
33,611.0,M,30.0,40,Y,Y,7.292000000000001,HOME,F,"1,2","1,2",0,0,N,0,0
45,608.0,M,50.0,40,Y,Y,13.34,RENTER,M,"1,2","1,2",0,3,N,1,0
34,621.0,M,50.0,20,Y,N,6.987,HOME,F,"1,2","1,2",0,3,Y,0,0
36,627.0,M,30.0,60,Y,Y,11.491,HOME,F,"1,2","1,2",2,0,U,0,0
46,616.0,U,10.0,40,N,Y,14.821,HOME,M,"1,2","1,2",4,4,N,0,0
49,622.0,U,30.0,40,N,N,19.769000000000002,RENTER,F,"1,2","1,2",0,1,N,1,0
45,609.0,U,70.0,50,N,N,18.351,HOME,M,"1,2","1,2",4,0,Y,0,0
40,628.0,U,70.0,50,N,Y,15.865,HOME,F,"1,2","1,2",0,2,Y,0,0
40,631.0,M,50.0,30,Y,N,14.286,CONDO,M,"1,2","1,2",0,0,Y,1,0
47,616.0,M,10.0,20,N,N,13.725999999999999,RENTER,M,"1,2","1,2",0,1,N,1,1
40,619.0,U,50.0,40,N,Y,7.0760000000000005,RENTER,M,"1,2",3+,2,2,N,1,0
34,602.0,U,50.0,30,N,Y,1.212,RENTER,M,"1,2",3+,0,0,N,1,0
36,621.0,M,0.1,70,N,Y,8.343,RENTER,F,"1,2","1,2",2,3,N,1,0
46,603.0,U,30.0,30,N,Y,19.119,COOP,M,"1,2","1,2",2,0,Y,1,0
37,626.0,M,70.0,60,N,Y,19.379,RENTER,F,"1,2","1,2",0,2,N,1,0
48,625.0,M,90.0,20,N,N,18.434,RENTER,M,"1,2","1,2",0,0,N,1,0
46,606.0,M,30.0,20,N,N,7.457000000000001,HOME,M,"1,2","1,2",0,1,N,0,0
46,627.0,M,0.1,40,N,N,18.211,RENTER,M,3+,"1,2",0,0,N,1,0
32,621.0,M,30.0,20,Y,Y,13.276,RENTER,F,"1,2","1,2",1,1,N,1,0
34,600.0,U,50.0,40,N,Y,1.716,HOME,M,"1,2","1,2",0,0,Y,0,0
33,602.0,M,10.0,40,N,N,10.06,RENTER,M,"1,2","1,2",0,0,N,1,0
31,634.0,M,30.0,40,N,Y,9.462,RENTER,M,"1,2","1,2",3,0,N,1,0
33,624.0,M,0.1,20,N,Y,10.204,HOME,F,"1,2","1,2",0,0,N,0,0
32,635.0,M,0.1,40,N,Y,0.413,RENTER,M,"1,2","1,2",1,1,N,1,0
47,634.0,M,30.0,40,Y,N,15.493,COOP,M,"1,2",3+,0,1,U,1,0
45,622.0,U,30.0,40,Y,N,18.722,HOME,F,"1,2","1,2",1,1,N,0,0
38,614.0,M,30.0,50,Y,Y,19.781,RENTER,M,"1,2","1,2",0,1,N,1,0
44,616.0,M,70.0,60,N,Y,2.106,HOME,F,"1,2","1,2",0,1,U,0,1
42,625.0,M,70.0,50,Y,N,19.175,HOME,F,"1,2","1,2",0,1,Y,0,0
36,639.0,U,0.1,20,N,Y,12.274000000000001,RENTER,M,"1,2","1,2",1,1,N,1,0
38,614.0,M,30.0,30,N,Y,11.267999999999999,HOME,F,"1,2","1,2",1,0,Y,0,0
48,626.0,U,90.0,40,Y,N,2.065,HOME,M,"1,2","1,2",1,0,N,0,0
47,632.0,U,0.1,20,N,N,14.252,HOME,F,"1,2","1,2",0,0,N,0,0
38,625.0,U,30.0,70,N,N,13.168,RENTER,M,3+,"1,2",0,2,N,1,0
32,639.0,M,0.1,20,N,Y,13.220999999999998,HOME,M,"1,2","1,2",1,0,N,0,0
43,632.0,M,50.0,70,N,N,7.523,RENTER,M,0,3+,0,0,N,1,0
32,615.0,M,10.0,20,N,N,12.53,HOME,M,"1,2","1,2",0,0,Y,0,0
44,606.0,U,50.0,30,N,Y,12.333,HOME,F,"1,2","1,2",0,0,N,0,0
39,621.0,U,0.1,20,N,N,17.234,HOME,M,"1,2","1,2",2,0,N,0,0
47,608.0,M,50.0,50,N,N,14.448,HOME,M,"1,2","1,2",2,0,Y,0,1
39,636.0,M,30.0,40,N,Y,15.9,RENTER,M,"1,2",3+,3,0,N,1,0
35,638.0,U,30.0,40,Y,Y,14.665999999999999,HOME,M,"1,2","1,2",0,1,U,0,1
44,633.0,M,10.0,50,N,Y,14.850999999999999,HOME,F,"1,2","1,2",0,0,Y,0,0
41,606.0,U,90.0,60,Y,Y,10.864,COOP,M,0,"1,2",0,0,Y,1,0
32,600.0,U,30.0,110,N,N,16.177,RENTER,F,"1,2","1,2",0,0,N,1,0
30,633.0,M,30.0,20,N,Y,13.366,RENTER,F,"1,2","1,2",0,0,N,1,1
49,634.0,U,0.1,50,Y,N,10.269,RENTER,F,"1,2","1,2",4,4,N,1,1
37,622.0,U,30.0,40,Y,N,12.283,RENTER,M,"1,2","1,2",0,0,N,1,0
32,624.0,M,70.0,60,Y,Y,14.57,COOP,M,"1,2","1,2",0,3,N,1,1
34,626.0,U,10.0,40,Y,N,5.287999999999999,HOME,M,"1,2",3+,0,2,N,0,0
35,604.0,M,10.0,40,N,Y,16.179000000000002,RENTER,M,"1,2","1,2",1,1,N,1,0
35,608.0,M,50.0,50,N,Y,8.504,HOME,F,"1,2",3+,0,1,U,0,0
34,612.0,M,50.0,50,Y,N,19.715999999999998,HOME,M,"1,2","1,2",0,0,Y,0,0
49,625.0,U,30.0,50,N,Y,17.877,HOME,M,"1,2","1,2",0,0,Y,0,0
36,621.0,M,10.0,60,N,N,10.597000000000001,RENTER,F,"1,2","1,2",1,1,N,1,0
47,619.0,U,30.0,30,Y,Y,18.503,HOME,M,0,"1,2",2,3,Y,0,0
49,626.0,M,10.0,30,Y,N,5.619,HOME,M,"1,2","1,2",2,2,Y,0,0
31,606.0,U,30.0,40,N,Y,11.064,RENTER,M,"1,2","1,2",1,0,N,1,0
39,622.0,U,30.0,40,N,N,11.398,RENTER,M,"1,2","1,2",0,0,N,1,0
35,627.0,M,30.0,60,Y,Y,19.711,RENTER,F,"1,2","1,2",4,3,N,1,0
41,602.0,M,10.0,60,N,N,17.998,HOME,F,"1,2","1,2",4,0,Y,0,0
49,635.0,M,10.0,30,N,Y,14.569,HOME,M,"1,2","1,2",0,2,Y,0,0
37,629.0,U,50.0,40,Y,N,3.29,COOP,M,"1,2","1,2",1,1,Y,1,1
40,607.0,U,70.0,30,N,Y,14.033,HOME,M,"1,2","1,2",0,3,Y,0,0
34,638.0,U,10.0,40,Y,Y,18.905,RENTER,F,"1,2","1,2",0,0,N,1,0
46,605.0,U,30.0,60,Y,Y,19.933,RENTER,M,0,"1,2",3,0,N,1,0
46,616.0,M,30.0,50,Y,N,13.725999999999999,CONDO,M,"1,2","1,2",1,0,N,1,0
34,627.0,X,30.0,40,N,Y,11.543,HOME,F,"1,2","1,2",0,0,N,0,0
47,618.0,M,30.0,40,Y,N,16.643,RENTER,M,"1,2","1,2",1,1,N,1,0
42,613.0,U,50.0,30,N,Y,11.654000000000002,HOME,F,"1,2","1,2",4,0,Y,0,0
41,615.0,U,30.0,20,N,Y,19.572,HOME,M,"1,2","1,2",1,2,U,0,0
39,615.0,U,0.1,50,N,Y,7.287999999999999,HOME,M,"1,2","1,2",0,4,N,0,0
46,636.0,M,70.0,20,Y,N,0.434,RENTER,M,"1,2","1,2",0,0,N,1,0
48,602.0,M,30.0,40,Y,N,4.05,HOME,M,"1,2","1,2",0,1,Y,0,0
48,612.0,U,10.0,30,Y,Y,15.2,HOME,F,"1,2","1,2",0,0,Y,0,0
37,632.0,M,10.0,40,N,Y,12.769,HOME,M,"1,2","1,2",0,2,Y,0,0
35,638.0,U,30.0,40,Y,Y,7.313,HOME,F,"1,2",3+,0,0,Y,0,0
30,625.0,M,10.0,30,N,Y,18.244,HOME,M,"1,2","1,2",2,2,U,0,0
48,622.0,M,50.0,60,N,Y,10.258,HOME,M,"1,2","1,2",0,1,Y,0,0
36,603.0,M,50.0,40,N,Y,13.870999999999999,HOME,M,"1,2","1,2",0,0,N,0,0
40,606.0,U,70.0,50,Y,Y,6.69,HOME,M,"1,2","1,2",1,0,Y,0,0
41,604.0,M,30.0,20,N,Y,1.589,HOME,M,"1,2","1,2",0,0,Y,0,0
38,615.0,U,30.0,40,N,Y,5.697,HOME,M,"1,2","1,2",0,0,Y,0,0
44,637.0,M,70.0,20,N,Y,16.124000000000002,HOME,F,"1,2","1,2",3,0,U,0,0
44,614.0,U,30.0,40,N,N,13.599,HOME,F,"1,2","1,2",0,0,Y,0,0
50,614.0,M,50.0,40,N,Y,14.225,RENTER,M,"1,2","1,2",0,0,N,1,0
43,615.0,M,30.0,30,N,N,18.624000000000002,HOME,M,"1,2","1,2",1,3,Y,0,0
45,620.0,M,10.0,40,N,Y,17.384,HOME,F,"1,2","1,2",0,4,Y,0,0
43,608.0,M,50.0,50,Y,N,3.77,RENTER,M,"1,2","1,2",2,0,N,1,0
38,621.0,M,90.0,40,N,Y,14.965,RENTER,M,"1,2","1,2",0,0,N,1,1
32,604.0,M,10.0,30,N,N,10.934000000000001,CONDO,M,"1,2","1,2",1,0,Y,1,0
47,613.0,M,50.0,30,N,N,15.388,RENTER,F,"1,2",3+,0,0,N,1,0
37,631.0,M,90.0,30,Y,Y,16.02,HOME,M,"1,2","1,2",0,0,Y,0,0
42,602.0,M,70.0,20,Y,Y,12.387,RENTER,M,"1,2","1,2",1,0,N,1,0
36,602.0,M,10.0,40,N,N,9.156,RENTER,F,"1,2","1,2",3,2,N,1,0
38,620.0,U,30.0,40,N,Y,12.984000000000002,HOME,M,"1,2","1,2",1,1,Y,0,0
46,624.0,U,70.0,30,N,Y,1.579,RENTER,M,"1,2","1,2",3,0,N,1,0
41,631.0,U,10.0,50,N,Y,15.245999999999999,HOME,M,"1,2","1,2",4,0,N,0,0
30,609.0,U,50.0,60,N,Y,18.458,HOME,M,"1,2","1,2",0,0,N,0,1
38,622.0,M,30.0,30,Y,Y,10.11,RENTER,F,"1,2","1,2",0,0,N,1,1
37,633.0,U,50.0,50,Y,N,6.847,COOP,F,"1,2","1,2",0,0,Y,1,0
