active_cust,income,months_on_network,Num_complaints,number_plan_changes,relocated,monthly_bill,technical_issues_per_month,Speed_test_result
1,1780,59,4,2,0,132,1,79
1,1776,58,4,2,0,120,1,79
1,1793,57,4,2,0,122,1,79
1,1749,62,4,2,0,117,1,79
1,1746,62,4,2,0,132,1,79
1,1750,62,4,2,0,135,1,79
1,1806,56,4,2,0,118,1,79
1,1783,58,4,2,0,117,1,79
1,1780,58,4,2,0,119,1,79
1,1786,57,4,2,0,124,1,79
1,1782,58,4,2,0,132,1,79
1,1778,58,4,2,0,120,1,79
1,1782,58,4,2,0,118,1,79
1,1770,59,4,2,0,117,1,79
1,1789,57,4,2,0,124,1,79
1,1798,56,4,2,0,133,1,79
1,1741,63,4,2,0,116,1,79
1,1824,54,4,2,0,131,1,79
1,1774,58,4,2,0,125,1,79
1,1778,58,4,2,0,129,1,79
1,1810,55,4,2,0,131,1,79
1,1817,55,4,2,0,124,1,79
1,1811,55,4,2,0,119,1,79
1,1765,59,4,2,0,131,1,79
1,1799,57,4,2,0,123,1,79
1,1789,57,4,2,0,138,1,78
1,1790,57,4,2,0,126,1,79
1,1809,55,4,0,0,127,1,78
1,1803,55,4,0,0,135,1,79
1,1802,56,4,0,0,118,1,79
1,1844,52,4,0,0,129,1,79
1,1837,52,4,0,0,129,1,79
1,1841,52,4,0,0,119,1,79
1,1841,52,4,0,0,124,1,78
1,1775,58,4,2,0,126,1,79
1,1777,59,4,2,0,131,1,78
1,1777,58,4,2,0,127,1,78
1,1834,54,4,2,0,116,1,78
1,1832,53,4,2,0,123,1,79
1,1834,54,4,2,0,125,1,78
1,1838,53,4,2,0,128,1,78
1,1816,54,4,2,0,128,1,78
1,1814,54,4,2,0,129,1,78
1,1816,55,4,2,0,127,1,78
1,1828,54,4,2,0,127,1,78
1,1824,54,4,2,0,117,1,78
1,1828,54,4,2,0,118,1,78
1,1769,58,4,2,0,125,1,78
1,1771,58,4,2,0,122,1,78
1,1839,52,4,2,0,116,1,78
1,1835,53,4,2,0,127,1,78
1,1827,53,4,2,0,123,1,78
1,1787,58,4,2,0,122,1,78
1,1781,58,4,2,0,132,1,78
1,1784,57,4,2,0,130,1,78
1,1823,53,4,2,0,122,1,78
1,1843,52,4,2,0,120,1,78
1,1842,53,4,2,0,131,1,78
1,1838,52,4,2,0,116,1,78
1,1765,59,4,2,0,116,1,78
1,1767,60,4,2,0,136,1,78
1,1802,56,4,2,0,138,1,78
1,1786,58,4,2,0,136,1,79
1,1749,61,4,2,0,120,1,79
1,1777,58,4,2,0,131,1,79
1,1775,59,4,2,0,123,1,79
1,1754,61,4,2,0,120,1,79
1,1752,61,4,2,0,128,1,79
1,1758,61,4,2,0,118,1,79
1,1721,64,4,2,0,127,1,79
1,1684,70,4,2,0,128,1,79
1,1678,69,4,2,0,121,1,79
1,1654,72,4,2,0,130,1,79
1,1661,72,4,2,0,128,1,79
1,1681,69,4,2,0,119,1,79
1,1692,67,4,2,0,135,1,79
1,1733,62,4,2,0,132,1,80
1,1763,60,4,2,0,133,1,80
1,1825,54,4,2,0,134,1,80
1,1725,65,4,2,0,133,1,80
1,1723,64,4,2,0,120,1,80
1,1779,58,4,2,0,119,1,80
1,1787,57,4,2,0,120,1,80
1,1731,63,4,2,0,131,1,79
1,1726,64,4,2,0,124,1,79
1,1729,64,4,2,0,129,1,79
1,1799,56,4,2,0,121,1,79
1,1841,53,4,2,0,119,1,79
1,1872,50,4,2,0,132,1,79
1,1871,50,4,2,0,134,1,79
1,1873,49,4,2,0,127,1,79
1,1889,49,4,2,0,128,1,79
1,1883,49,4,2,0,121,1,79
1,1758,60,4,2,0,129,1,79
1,1756,60,4,2,0,124,1,79
1,1836,53,4,2,0,133,1,79
1,1742,62,4,2,0,131,1,79
1,1747,62,4,2,0,121,1,79
1,1833,54,4,2,0,120,1,79
1,1805,56,4,2,0,115,1,79
1,1776,59,4,2,0,134,1,80
1,1803,55,4,2,0,132,1,80
1,1802,56,4,2,0,134,1,80
1,1793,56,4,2,0,129,1,80
1,1795,57,4,2,0,118,1,80
1,1784,57,4,2,0,135,1,80
1,1789,57,4,2,0,133,1,80
1,1784,58,4,2,0,119,1,80
1,1797,56,4,2,0,127,1,80
1,1805,55,4,2,0,125,1,80
1,1807,55,4,2,0,125,1,80
1,1813,55,4,2,0,127,1,79
1,1828,53,4,2,0,132,1,79
1,1822,53,4,2,0,126,1,79
1,1776,58,4,2,0,128,1,79
1,1782,59,4,2,0,131,1,79
1,1773,58,4,2,0,135,1,79
1,1782,58,4,2,0,121,1,79
1,1775,58,4,2,0,117,1,79
1,1765,60,4,2,0,117,1,79
1,1737,63,4,2,0,117,1,79
1,1732,63,4,2,0,129,1,79
1,1916,46,4,2,0,115,1,79
1,1917,47,4,2,0,127,1,79
1,1918,47,4,2,0,122,1,79
1,1837,52,4,2,0,118,1,79
1,1843,52,4,2,0,119,1,79
1,1840,53,4,2,0,135,1,79
1,1816,55,4,2,0,127,1,79
1,1870,50,4,2,0,115,1,79
1,1887,49,4,2,0,134,1,79
1,1889,48,4,2,0,122,1,79
1,1890,48,4,2,0,119,1,79
1,1786,58,4,2,0,130,1,79
1,1833,53,4,2,0,115,1,79
1,1763,60,4,2,0,116,1,79
1,1827,53,4,2,0,123,1,79
1,1827,53,4,2,0,135,1,79
1,1831,53,4,2,0,125,1,79
1,1894,49,4,2,0,133,1,79
1,1886,48,4,2,0,117,1,79
1,1825,54,4,2,0,123,1,79
1,1821,54,4,2,0,123,1,79
1,1860,50,4,2,0,126,1,79
1,1866,51,4,2,0,133,1,79
1,1858,50,4,2,0,126,1,79
1,1865,50,4,2,0,118,1,79
1,1834,53,4,2,0,135,1,79
1,1840,53,4,2,0,136,1,79
1,1829,53,4,2,0,115,1,79
1,1823,54,4,2,0,126,1,79
1,1823,53,4,2,0,132,1,79
1,1853,51,4,2,0,127,1,79
1,1855,51,4,2,0,126,1,79
1,1764,59,4,2,0,124,1,79
1,1765,59,4,2,0,128,1,79
1,1837,53,4,2,0,125,1,79
1,1814,55,4,2,0,132,1,79
1,1812,55,4,2,0,123,1,79
1,1812,55,4,2,0,130,1,79
1,1794,57,4,2,0,133,1,79
1,1803,56,4,2,0,117,1,79
1,1797,56,4,2,0,132,1,79
1,1861,51,4,2,0,133,1,79
1,1922,45,4,2,0,135,1,79
1,1826,54,4,2,0,118,1,79
1,1846,52,4,2,0,122,1,79
1,1846,52,4,2,0,122,1,79
1,1844,52,4,2,0,125,1,79
1,1845,52,4,2,0,123,1,79
1,1814,55,4,2,0,128,1,79
1,1812,55,4,2,0,116,1,79
1,1809,55,4,2,0,123,1,79
1,1810,54,4,2,0,130,1,79
1,1805,55,4,2,0,133,1,79
1,1806,55,4,2,0,122,1,79
1,1806,55,4,2,0,133,1,79
1,1805,55,4,2,0,115,1,79
1,1867,50,4,2,0,120,1,79
1,1867,50,4,2,0,123,1,79
1,1868,50,4,2,0,135,1,79
0,1771,59,4,2,0,125,1,79
0,1767,59,4,2,0,130,1,79
0,1773,59,4,2,0,135,1,79
0,1811,55,4,2,0,128,1,79
0,1874,49,4,2,0,116,1,79
0,1869,49,4,2,0,127,1,79
0,1873,50,4,2,0,129,1,79
0,1769,59,4,2,0,131,1,79
0,1771,59,4,2,0,124,1,79
0,1769,59,4,2,0,134,1,79
0,1768,59,4,2,0,115,1,79
0,1837,52,4,2,0,116,1,79
1,1906,47,4,2,0,125,1,79
1,1949,44,4,2,0,135,1,79
1,1897,48,4,2,0,133,1,79
1,1891,48,4,2,0,119,1,79
1,1936,45,4,2,0,131,1,79
0,1892,49,4,2,0,115,1,79
0,1895,48,4,2,0,115,1,79
0,1893,48,4,2,0,118,1,79
0,1817,54,4,2,0,119,1,79
0,1824,54,4,2,0,133,1,79
0,1856,51,4,2,0,119,1,79
1,1858,52,4,2,0,119,1,79
1,1899,48,4,2,0,135,1,79
1,1902,47,4,2,0,117,1,79
1,1857,51,4,0,0,121,1,79
1,1857,50,4,0,0,115,1,79
1,1868,50,4,0,0,119,1,79
1,1861,50,4,0,0,132,1,79
1,1862,50,4,0,0,128,1,79
1,1867,50,4,0,0,119,1,79
1,1875,50,4,0,0,124,1,79
1,1875,49,4,0,0,122,1,79
1,1878,50,4,0,0,133,1,79
1,1806,55,4,0,0,135,1,79
1,1805,55,4,0,0,121,1,79
1,1813,56,4,0,0,133,1,79
1,1852,52,4,0,0,118,1,79
1,1875,50,4,0,0,116,1,79
1,1869,50,4,0,0,121,1,79
1,1878,50,4,0,0,127,1,79
1,1823,54,4,0,0,117,1,80
1,1810,55,4,0,0,129,1,80
1,1733,62,4,0,0,123,1,80
1,1774,58,4,0,0,124,1,81
1,1757,60,4,0,0,118,1,81
1,1751,60,4,0,0,123,1,81
1,1755,61,4,0,0,121,1,81
1,1713,66,4,0,0,123,1,81
1,1712,66,4,0,0,115,1,81
1,1746,62,4,0,0,124,1,81
1,1742,62,4,0,0,126,1,81
1,1743,62,4,0,0,132,1,81
1,1720,65,4,0,0,133,1,81
1,1729,63,4,0,0,115,1,81
1,1696,68,4,0,0,132,1,81
1,1710,66,4,0,0,130,1,81
1,1704,66,4,0,0,115,1,81
1,1725,64,4,0,0,124,1,81
1,1729,64,4,0,0,131,1,81
1,1761,60,4,0,0,118,1,80
1,1760,60,4,0,0,131,1,80
1,1759,60,4,0,0,132,1,81
1,1733,62,4,0,0,122,1,81
1,1739,63,4,0,0,121,1,81
1,1735,63,4,0,0,134,1,81
1,1734,63,4,0,0,115,1,81
1,1679,70,4,0,0,131,1,81
1,1712,65,4,0,0,123,1,81
1,1683,69,4,0,0,129,1,81
1,1662,71,4,0,0,116,1,81
1,1661,71,4,0,0,123,1,80
1,1705,66,4,0,0,122,1,80
1,1697,66,4,0,0,128,1,80
1,1719,64,4,0,0,126,1,80
1,1730,64,4,0,0,130,1,81
1,1729,64,4,0,0,138,1,81
1,1722,64,4,0,0,127,1,81
1,1656,73,4,0,0,120,1,81
1,1654,73,4,0,0,119,1,81
1,1652,73,4,0,0,133,1,81
1,1630,77,4,0,0,133,1,81
1,1625,77,4,0,0,127,1,81
1,1655,72,4,0,0,127,1,80
1,1658,72,4,0,0,126,1,80
1,1648,74,4,0,0,129,1,80
1,1643,74,4,0,0,123,1,80
1,1614,79,4,0,0,135,1,80
1,1609,80,4,0,0,120,1,80
1,1593,82,4,0,0,121,1,80
1,1588,83,4,0,0,128,1,81
1,1577,86,4,0,0,122,1,81
1,1581,85,4,0,0,122,1,81
1,1581,85,4,0,0,126,1,81
1,1589,84,4,0,0,121,1,81
1,1606,80,4,0,0,127,1,82
1,1623,77,4,0,0,115,1,82
1,1623,78,4,0,0,117,1,82
1,1620,78,4,0,0,128,1,82
1,1609,80,4,0,0,119,1,81
1,1612,80,4,0,0,131,1,81
1,1607,80,4,0,0,127,1,81
1,1605,80,4,0,0,120,1,81
1,1599,82,4,0,0,126,1,82
1,1591,83,4,0,0,116,1,81
1,1582,84,4,0,0,134,1,81
1,1578,86,4,0,0,127,1,81
1,1594,83,4,0,0,132,1,81
1,1587,83,4,0,0,135,1,81
1,1590,83,4,0,0,126,1,81
1,1593,83,4,0,0,117,1,81
1,1586,84,4,0,0,124,1,81
1,1570,87,4,0,0,129,1,81
1,1563,87,4,0,0,130,1,81
1,1570,86,4,0,0,122,1,81
1,1556,89,4,2,0,134,1,81
1,1554,90,4,2,0,125,1,81
1,1611,79,4,2,0,129,1,81
1,1612,79,4,2,0,119,1,81
1,1615,79,4,2,0,127,1,81
1,1609,79,4,2,0,128,1,81
1,1602,82,4,2,0,122,1,81
1,1594,82,4,2,0,123,1,81
1,1623,78,4,2,0,121,1,81
1,1626,76,4,2,0,131,1,81
1,1626,77,4,2,0,130,1,81
1,1613,79,4,2,0,132,1,81
1,1622,78,4,2,0,129,1,81
1,1617,79,4,2,0,133,1,81
1,1623,78,4,2,0,125,1,81
1,1626,78,4,2,0,130,1,81
1,1609,80,4,2,0,120,1,81
1,1605,80,4,2,0,129,1,81
1,1607,81,4,2,0,123,1,81
1,1605,80,4,2,0,122,1,81
1,1610,79,4,2,0,124,1,81
1,1655,73,4,2,0,134,1,80
1,1650,73,4,2,0,122,1,80
1,1685,68,4,2,0,128,1,80
1,1681,68,4,2,0,131,1,80
1,1720,65,4,2,0,117,1,81
1,1715,65,4,2,0,120,1,81
1,1707,66,4,2,0,123,1,80
1,1714,65,4,2,0,127,1,80
1,1694,67,4,2,0,117,1,80
1,1694,67,4,2,0,122,1,80
1,1690,67,4,2,0,131,1,80
1,1665,72,4,2,0,119,1,80
1,1621,77,4,2,0,132,1,80
1,1628,77,4,2,0,126,1,80
1,1646,75,4,2,0,130,1,80
1,1640,75,4,2,0,120,1,80
1,1672,70,4,2,0,116,1,80
1,1671,71,4,2,0,120,1,80
1,1848,52,4,2,0,137,1,80
1,1870,51,4,2,0,126,1,80
1,1874,49,4,2,0,115,1,80
1,1881,50,4,2,0,119,1,80
1,1876,49,4,2,0,135,1,80
1,1872,50,4,2,0,134,1,80
1,1870,50,4,2,0,135,1,80
1,1819,54,4,2,0,132,1,80
1,1818,54,4,2,0,118,1,80
1,1842,52,4,2,0,119,1,80
1,1813,54,4,2,0,123,1,80
1,1814,55,4,2,0,123,1,80
1,1799,56,4,2,0,124,1,80
1,1843,52,4,2,0,125,1,80
1,1846,52,4,0,0,134,1,80
1,1838,53,4,0,0,130,1,80
1,1780,58,4,0,0,127,1,80
1,1793,56,4,0,0,131,1,80
1,1811,55,4,0,0,115,1,80
1,1740,62,4,0,0,131,1,80
1,1733,63,4,0,0,135,1,80
1,1773,59,4,0,0,121,1,80
1,1804,55,4,0,0,121,1,80
1,1807,55,4,0,0,118,1,81
1,1784,58,4,2,0,127,1,80
1,1774,59,4,2,0,134,1,80
1,1774,58,4,2,0,126,1,80
1,1758,60,4,2,0,130,1,80
1,1755,60,4,2,0,123,1,80
1,1701,66,4,2,0,128,1,80
1,1711,66,5,2,0,130,1,80
1,1768,59,5,2,0,130,1,80
1,1774,59,5,2,0,115,1,80
1,1782,58,5,2,0,127,1,80
1,1775,58,5,2,0,129,1,80
1,1817,55,5,2,0,120,1,80
1,1810,55,5,2,0,132,1,80
1,1858,51,5,2,0,118,1,80
1,1851,52,5,2,0,134,1,80
1,1839,52,5,2,0,130,1,80
1,1827,54,5,2,0,123,1,80
1,1830,53,5,2,0,133,1,80
1,1893,49,5,2,0,123,1,80
1,1892,49,5,2,0,121,1,80
1,1840,53,5,2,0,133,1,80
1,1750,60,5,2,0,135,1,80
1,1753,60,5,2,0,117,1,80
1,1791,57,5,2,0,125,1,80
1,1791,57,5,2,0,130,1,80
1,1864,50,5,2,0,127,1,80
1,1915,47,5,2,0,132,1,80
1,1910,46,5,2,0,128,1,80
1,1876,50,5,2,0,117,1,80
1,1830,53,5,2,0,131,1,80
1,1836,53,5,2,0,127,1,80
1,1855,51,5,2,0,118,1,80
1,1840,53,5,2,0,122,1,80
1,1874,49,5,2,0,132,1,80
1,1869,50,5,2,0,116,1,80
1,1869,50,5,2,0,134,1,80
1,1879,50,5,2,0,117,1,80
1,1832,53,5,2,0,127,1,79
1,1874,49,5,2,0,115,1,79
1,1879,49,5,2,0,122,1,79
1,1826,53,4,2,0,121,1,79
1,1827,54,5,2,0,130,1,79
1,1849,51,5,2,0,118,1,79
1,1865,50,5,2,0,135,1,79
1,1827,53,4,2,0,131,1,79
1,1792,57,4,2,0,115,1,79
1,1813,56,4,2,0,134,1,79
1,1811,55,4,2,0,136,1,79
1,1808,55,4,2,0,127,1,79
1,1751,61,4,2,0,118,1,79
1,1786,57,4,2,0,117,1,79
1,1836,53,4,2,0,126,1,79
1,1767,59,4,2,0,131,1,79
1,1865,50,4,2,0,120,1,79
1,1874,50,4,2,0,130,1,79
1,1865,50,4,2,0,130,1,79
1,1873,50,4,2,0,116,1,79
1,1823,54,4,2,0,124,1,79
1,1837,52,4,2,0,124,1,79
1,1840,52,4,2,0,129,1,79
1,1883,49,4,2,0,124,1,79
1,1884,49,4,2,0,118,1,79
1,1826,54,4,2,0,119,1,79
1,1821,54,4,2,0,133,1,79
1,1822,54,4,2,0,125,1,79
1,1830,53,4,2,0,134,1,79
1,1866,50,4,2,0,122,1,79
1,1863,51,4,2,0,121,1,79
1,1866,51,4,2,0,123,1,79
1,1848,52,4,2,0,120,1,79
1,1841,52,4,2,0,126,1,79
1,1799,56,4,2,0,118,1,79
1,1852,52,4,2,0,133,1,79
1,1848,51,4,2,0,132,1,79
1,1846,51,4,2,0,128,1,79
1,1833,53,4,2,0,122,1,79
1,1826,53,4,2,0,128,1,79
1,1826,54,4,2,0,130,1,79
1,1833,53,4,2,0,124,1,79
1,1842,53,4,2,0,135,1,79
1,1768,59,4,2,0,120,1,79
1,1762,60,4,2,0,134,1,79
1,1841,53,4,2,0,133,1,79
1,1839,53,4,2,0,134,1,79
1,1807,56,4,2,0,118,1,79
1,1771,59,4,2,0,128,1,79
1,1770,59,4,2,0,116,1,79
1,1801,56,4,2,0,128,1,79
1,1755,60,4,2,0,126,1,79
1,1757,60,4,2,0,123,1,79
1,1759,60,4,2,0,123,1,79
1,1782,58,4,2,0,121,1,79
1,1782,58,4,2,0,133,1,79
1,1782,58,4,2,0,128,1,79
1,1777,57,4,2,0,116,1,79
1,1771,58,4,2,0,119,1,79
1,1777,58,4,2,0,132,1,79
1,1776,58,4,2,0,127,1,79
1,1717,65,4,2,0,116,1,79
1,1720,64,4,2,0,119,1,79
1,1724,64,4,2,0,123,1,79
1,1757,60,4,2,0,117,1,79
1,1765,60,4,2,0,125,1,79
1,1793,56,4,2,0,126,1,79
1,1801,56,4,2,0,117,1,79
1,1726,63,4,2,0,121,1,79
1,1763,60,4,2,0,135,1,79
1,1759,60,4,2,0,127,1,79
1,1757,60,4,2,0,117,1,79
1,1786,57,4,2,0,131,1,79
1,1792,57,4,2,0,125,1,79
1,1700,67,4,2,0,129,1,79
1,1731,63,4,2,0,120,1,79
1,1753,61,4,2,0,131,1,79
1,1750,61,4,2,0,123,1,79
1,1823,54,4,2,0,133,1,79
1,1751,61,4,2,0,117,1,79
1,1789,58,4,2,0,118,1,79
1,1806,55,4,0,0,135,1,79
1,1812,55,4,0,0,133,1,79
1,1798,56,4,0,0,119,1,79
1,1790,56,4,0,0,118,1,79
1,1808,55,4,0,0,121,1,79
1,1808,55,4,0,0,126,1,79
1,1762,60,4,0,0,135,1,79
1,1857,51,4,0,0,123,1,79
1,1857,51,4,0,0,123,1,79
1,1838,52,4,0,0,131,1,79
1,1810,55,4,0,0,133,1,79
1,1810,56,4,0,0,122,1,79
1,1861,51,4,0,0,125,1,79
1,1844,52,4,0,0,130,1,79
1,1845,52,4,0,0,126,1,79
1,1862,51,4,0,0,133,1,79
1,1863,51,4,0,0,118,1,79
1,1765,60,4,0,0,120,1,79
1,1766,60,4,0,0,123,1,79
1,1836,53,4,0,0,120,1,79
1,1759,60,4,0,0,125,1,79
1,1790,57,4,0,0,117,1,79
1,1756,61,4,0,0,123,1,79
1,1739,62,4,0,0,131,1,79
1,1701,67,4,0,0,116,1,79
1,1749,61,4,0,0,135,1,79
1,1721,65,4,0,0,130,1,78
1,1720,65,4,0,0,135,1,79
1,1749,61,4,0,0,129,1,78
1,1785,58,4,0,0,130,1,78
1,1782,58,4,0,0,126,1,78
1,1786,57,4,0,0,135,1,78
1,1823,54,4,0,0,121,1,78
1,1818,54,4,0,0,126,1,78
1,1821,54,4,0,0,124,1,78
1,1828,53,4,0,0,122,1,78
1,1769,58,4,0,0,135,1,78
1,1771,58,4,0,0,116,1,78
1,1779,59,4,0,0,133,1,78
1,1780,58,4,0,0,127,1,78
1,1776,58,4,0,0,134,1,78
1,1774,59,4,0,0,119,1,78
1,1795,57,4,0,0,126,1,78
1,1729,63,4,0,0,125,1,78
1,1828,53,4,0,0,134,1,78
1,1810,55,4,0,0,118,1,78
1,1809,55,4,0,0,115,1,78
1,1781,59,4,0,0,123,1,78
1,1843,53,4,0,0,131,1,78
1,1843,53,4,0,0,120,1,78
1,1801,55,4,0,0,121,1,78
1,1808,56,4,0,0,132,1,78
1,1864,50,4,0,0,135,1,78
1,1843,52,4,0,0,118,1,78
1,1756,61,4,0,0,127,1,78
1,1808,55,4,0,0,119,1,78
1,1813,55,4,0,0,131,1,78
1,1805,55,4,0,0,132,1,78
1,1819,54,4,0,0,131,1,78
1,1819,54,4,0,0,126,1,78
1,1749,61,4,0,0,135,1,78
1,1792,57,4,0,0,120,1,78
1,1795,56,4,0,0,124,1,78
1,1796,56,4,0,0,122,1,78
1,1818,54,4,0,0,119,1,78
1,1753,61,4,0,0,119,1,78
1,1793,56,4,0,0,120,1,78
1,1850,51,4,0,0,115,1,78
1,1765,59,4,0,0,127,1,78
1,1765,59,4,0,0,120,1,78
1,1815,55,4,0,0,132,1,78
1,1756,60,4,0,0,120,1,78
1,1801,56,4,0,0,130,1,78
1,1799,56,4,0,0,119,1,78
1,1805,55,4,0,0,120,1,78
1,1802,57,4,0,0,133,1,78
1,1810,55,4,0,0,120,1,78
1,1746,62,4,0,0,115,1,78
1,1811,55,4,0,0,133,1,78
1,1807,55,4,0,0,126,1,78
1,1790,57,4,0,0,119,1,78
1,1764,60,4,0,0,130,1,78
1,1825,54,4,0,0,130,1,78
1,1823,54,4,0,0,130,1,78
1,1828,53,4,0,0,120,1,78
1,1803,55,4,0,0,130,1,78
1,1775,58,4,0,0,132,1,78
1,1773,58,4,0,0,118,1,78
1,1750,61,4,0,0,126,1,78
1,1754,61,4,0,0,133,1,78
1,1760,60,4,0,0,127,1,78
1,1758,60,4,0,0,137,1,78
1,1735,62,4,0,0,116,1,78
1,1737,63,4,0,0,124,1,78
1,1794,56,4,0,0,137,1,78
1,1796,56,4,0,0,122,1,78
1,1789,57,4,0,0,128,1,78
0,1732,63,4,6,1,117,1,78
1,1791,57,4,0,0,116,1,78
1,1710,66,4,0,0,133,1,78
1,1934,45,4,0,0,35,2,79
1,1929,46,4,0,0,91,2,79
0,1929,46,4,0,0,91,2,79
1,1877,49,4,2,0,136,1,79
1,1880,50,4,0,0,134,1,79
1,1837,53,4,0,0,77,1,79
1,1885,49,4,0,0,44,1,79
1,1881,49,4,0,0,37,1,79
1,1880,49,4,0,0,43,1,79
1,1886,49,4,0,0,37,1,79
1,1870,50,4,0,0,35,1,79
1,1869,50,4,0,0,36,1,79
1,1806,56,4,0,0,33,1,79
1,1810,55,4,0,0,48,1,79
1,1819,54,4,0,0,38,1,79
1,1817,55,4,0,0,44,1,79
1,1854,51,4,0,0,34,1,79
1,1858,51,4,0,0,50,1,79
1,1837,53,4,0,0,43,1,79
1,1833,53,4,0,0,33,1,79
1,1837,53,4,0,0,47,1,79
1,1893,48,4,0,0,44,1,79
1,1891,48,4,0,0,48,1,79
1,1888,49,4,0,0,35,1,79
1,1930,46,4,0,0,43,1,79
1,1921,46,4,0,0,52,1,79
1,1928,46,4,0,0,39,1,79
1,1922,46,4,0,0,50,1,79
1,1921,45,4,0,0,48,1,79
1,1954,44,4,3,0,35,1,79
1,1949,44,4,3,0,36,1,79
1,1920,46,4,3,0,50,1,79
1,1913,47,4,3,0,47,1,79
1,1911,47,4,3,0,41,1,79
1,1914,47,4,3,0,48,1,79
1,1914,47,4,3,0,50,1,79
1,1888,48,4,3,0,47,1,79
1,1883,48,4,3,0,43,1,79
1,1884,49,4,3,0,39,1,79
1,1893,48,4,3,0,35,1,79
1,1906,48,4,3,0,47,1,78
1,1902,48,4,3,0,43,1,78
1,1921,46,4,3,0,38,1,78
1,1937,45,4,3,0,35,1,78
1,1943,45,4,3,0,43,1,78
1,1896,48,4,3,0,34,1,78
0,1906,46,4,3,0,30,1,78
0,1913,47,4,3,0,47,1,78
0,1891,48,4,3,0,32,1,78
0,1889,48,4,3,0,50,1,78
0,1907,47,4,3,0,47,1,78
1,1930,45,4,3,0,44,1,78
1,1938,45,4,3,0,49,1,78
1,1888,48,4,3,0,37,1,78
1,1892,48,4,3,0,42,1,78
1,1889,49,4,3,0,46,1,78
1,1889,49,4,3,0,47,1,78
1,1894,49,4,3,0,37,1,78
1,1890,48,4,3,0,44,1,78
1,1868,50,4,3,0,33,1,78
1,1870,50,4,3,0,40,1,78
1,1791,56,4,3,0,49,1,78
1,1797,56,4,3,0,30,1,78
1,1789,57,4,3,0,35,1,78
1,1854,52,4,3,0,38,1,78
1,1851,52,4,3,0,37,1,78
1,1885,49,4,3,0,35,1,78
1,1866,51,4,3,0,46,1,78
1,1872,50,4,3,0,32,1,78
1,1852,51,4,3,0,36,1,78
1,1856,51,4,3,0,45,1,78
1,1882,49,4,3,0,32,1,78
1,1882,49,4,3,0,44,1,78
1,1888,49,4,3,0,45,1,78
1,1890,49,4,3,0,31,1,78
1,1831,52,4,3,0,35,1,78
1,1830,53,4,0,0,50,1,78
1,1829,53,4,0,0,32,1,78
1,1822,53,4,0,0,38,1,78
1,1861,51,4,0,0,35,1,78
1,1864,50,4,0,0,36,1,78
1,1865,50,4,0,0,41,1,78
1,1863,50,4,0,0,44,1,78
1,1884,49,4,0,0,31,1,78
1,1894,48,4,0,0,31,1,78
1,1884,49,4,0,0,46,1,78
1,1838,53,4,0,0,36,1,78
1,1829,53,4,0,0,40,1,78
1,1827,54,4,0,0,33,1,78
1,1826,54,4,0,0,42,1,78
1,1796,56,4,0,0,50,1,78
1,1798,56,4,0,0,41,1,78
1,1787,58,4,0,0,30,1,78
1,1789,57,4,0,0,49,1,78
1,1790,58,4,0,0,31,1,78
1,1754,60,4,0,0,45,1,78
1,1762,60,4,0,0,33,1,78
1,1754,60,4,0,0,41,1,78
1,1783,57,4,0,0,41,1,78
1,1855,51,4,0,0,45,1,78
1,1941,44,4,0,0,35,1,78
1,1945,44,4,0,0,39,1,78
1,1893,47,4,0,0,41,1,78
1,1898,48,4,0,0,30,1,78
1,1952,44,4,0,0,33,1,78
1,1967,43,4,0,0,50,1,78
1,1964,43,4,0,0,45,1,78
1,1967,43,4,0,0,40,1,78
1,1975,43,4,0,0,38,1,78
1,1941,44,4,0,0,34,1,78
1,1949,44,4,0,0,49,1,78
1,1951,43,4,0,0,31,1,78
1,1949,44,4,0,0,30,1,78
1,1953,44,4,0,0,33,1,78
1,1957,43,4,0,0,36,1,78
1,1957,43,4,0,0,34,1,78
1,1965,44,4,0,0,30,1,78
1,1959,43,4,0,0,49,1,78
1,1933,45,4,0,0,50,1,78
1,1933,46,4,0,0,43,1,78
1,1934,45,4,0,0,32,1,78
1,1936,45,4,0,0,49,1,78
1,1976,43,4,0,0,35,1,78
1,1980,43,4,0,0,39,1,78
1,1976,42,4,0,0,51,1,78
1,1961,43,4,0,0,47,1,78
1,2004,40,4,0,0,31,1,78
1,2006,40,4,0,0,31,1,78
1,2007,40,4,0,0,43,1,78
1,1992,42,4,0,0,38,1,78
1,1992,42,4,0,0,50,1,78
1,1937,45,4,0,0,31,1,78
1,1940,45,4,0,0,34,1,78
1,1934,45,4,0,0,33,1,78
1,1941,45,4,0,0,30,1,78
1,1971,42,4,0,0,44,1,78
1,1972,43,4,0,0,38,1,78
1,1972,43,4,0,0,49,1,78
1,1997,41,4,0,0,43,1,78
1,2003,41,4,0,0,41,1,78
1,2010,40,4,0,0,45,1,78
1,1962,43,4,0,0,38,1,78
1,2000,41,4,0,0,41,1,78
1,1999,41,4,0,0,38,1,78
1,1999,40,4,0,0,32,1,78
1,2017,40,4,0,0,46,1,78
1,2013,40,4,0,0,30,1,78
1,1983,42,4,0,0,44,1,78
1,2018,39,4,0,0,42,1,78
1,2018,40,4,0,0,47,1,78
1,2017,40,4,0,0,38,1,78
1,2033,39,4,0,0,50,1,78
1,2025,39,4,0,0,34,1,77
1,1977,42,4,0,0,42,1,77
1,1975,43,4,0,0,40,1,77
